Fecha;Inside temperature ;Temperature ;Wind chill ;Inside dew point ;Dew point ;Inside heat index ;Heat index ;Inside humidity;Humidity;Wind gust ;Average wind speed ;Average wind direction ;Atmospheric pressure ;Rain ;Evapotranspiration ;Rain rate ;Solar radiation ;UV index
1/10/2025 00:00;25.7;17.3;17.2;;13.9;;17.2;44;80;3.1;1.8;133;1,017.70;0;0;0;0;0
1/10/2025 00:10;25.7;17.3;17.2;;13.9;;17.2;44;80;3.1;1.8;128;1,017.60;0;0;0;0;0
1/10/2025 00:20;25.7;17.3;17.2;;13.9;;17.2;44;80;3.1;1.8;133;1,017.50;0;0;0;0;0
1/10/2025 00:30;25.7;17.3;17.2;;13.9;;17.2;44;80;2.7;1.8;135;1,017.40;0;0;0;0;0
1/10/2025 00:40;25.7;17.3;17.2;;13.9;;17.2;44;80;3.1;1.8;136;1,017.40;0;0;0;0;0
1/10/2025 00:50;25.7;17.3;17.2;;13.9;;17.2;44;80;3.1;1.8;138;1,017.20;0;0;0;0;0
1/10/2025 01:00;25.7;17.3;17.2;;13.9;;17.2;44;80;3.6;2.2;359;1,017;0;0;0;0;0
1/10/2025 01:10;25.7;17.3;17.2;;13.9;;17.2;44;80;3.6;2.2;141;1,017;0;0;0;0;0
1/10/2025 01:20;25.7;17.2;17.2;;13.9;;17.2;44;80;4;2.2;122;1,017;0;0;0;0;0
1/10/2025 01:30;25.7;17.2;16.7;;13.9;;17.2;44;80;4.5;3.6;124;1,017;0;0;0;0;0
1/10/2025 01:40;25.7;17.3;16.1;;13.9;;17.2;44;79;4.9;3.6;120;1,017;0;0;0;0;0
1/10/2025 01:50;25.7;17.3;16.7;;13.9;;17.2;44;79;5.4;3.6;126;1,017.10;0;0;0;0;0
1/10/2025 02:00;25.7;17.4;16.7;;13.9;;17.2;44;79;4.5;3.1;119;1,016.90;0;0.1;0;0;0
1/10/2025 02:10;25.7;17.4;17.2;;13.9;;17.2;44;79;4.5;2.7;162;1,017;0;0.1;0;0;0
1/10/2025 02:20;25.7;17.4;17.2;;13.9;;17.2;44;79;3.6;2.2;116;1,016.90;0;0.1;0;0;0
1/10/2025 02:30;25.7;17.3;17.2;;13.9;;17.2;44;79;3.1;1.8;125;1,016.90;0;0.1;0;0;0
1/10/2025 02:40;25.7;16.9;17.2;;13.3;;17.2;44;80;3.6;2.2;108;1,016.80;0;0.1;0;0;0
1/10/2025 02:50;25.7;17;17.2;;13.3;;17.2;44;80;3.6;2.2;122;1,016.80;0;0.1;0;0;0
1/10/2025 03:00;25.7;17.1;16.7;;13.3;;17.2;44;80;4;3.1;120;1,016.80;0;0.1;0;0;0
1/10/2025 03:10;25.7;17.2;16.7;;13.9;;17.2;44;80;4.5;3.6;129;1,016.70;0;0.1;0;0;0
1/10/2025 03:20;25.7;17.3;15.6;;13.9;;17.2;44;80;4.9;4;127;1,016.80;0;0.1;0;0;0
1/10/2025 03:30;25.7;17.3;16.7;;13.9;;17.2;44;79;4.9;4;119;1,016.70;0;0.1;0;0;0
1/10/2025 03:40;25.7;17.4;15;;13.3;;17.2;44;78;5.8;4;119;1,016.60;0;0.1;0;0;0
1/10/2025 03:50;25.7;17.4;16.1;;13.3;;17.2;44;78;5.4;4;116;1,016.60;0;0.1;0;0;0
1/10/2025 04:00;25.7;17.4;15.6;;13.3;;17.2;44;78;5.8;4;127;1,016.50;0;0.2;0;0;0
