Fecha;Inside temperature ;Temperature ;Wind chill ;Inside dew point ;Dew point ;Inside heat index ;Heat index ;Inside humidity;Humidity;Wind gust ;Average wind speed ;Average wind direction ;Atmospheric pressure ;Rain ;Evapotranspiration ;Rain rate ;Solar radiation ;UV index
1/07/2025 00:00;23.1;16.1;16.1;;14.4;;16.1;51;88;2.2;0.9;8;1,016.40;0;0;0;0;0
1/07/2025 00:10;23.1;16.1;16.1;;13.9;;16.1;51;87;2.2;0.9;4;1,016.20;0;0;0;0;0
1/07/2025 00:20;23.1;16.1;16.1;;13.9;;16.1;51;88;2.2;0.9;4;1,016.20;0;0;0;0;0
1/07/2025 00:30;23.1;16.1;16.1;;13.9;;16.1;51;87;2.2;0.9;4;1,016.10;0;0;0;0;0
1/07/2025 00:40;23.1;16.1;16.1;;13.9;;16.1;51;87;1.8;0.9;4;1,016;0;0;0;0;0
1/07/2025 00:50;23.1;15.9;16.1;;13.9;;16.1;51;87;3.1;1.3;4;1,015.90;0;0;0;0;0
1/07/2025 01:00;23.2;15.9;16.1;;13.9;;16.1;51;87;2.7;0.9;4;1,015.90;0;0;0;0;0
1/07/2025 01:10;23.1;15.9;16.1;;13.9;;16.1;51;87;3.1;1.8;4;1,015.80;0;0;0;0;0
1/07/2025 01:20;23.1;15.9;16.1;;13.9;;16.1;51;87;2.2;1.3;8;1,015.70;0;0;0;0;0
1/07/2025 01:30;23.1;16.1;16.1;;13.9;;16.1;51;87;1.8;0.9;4;1,015.70;0;0;0;0;0
1/07/2025 01:40;23.1;16.1;16.1;;13.9;;16.1;51;87;1.8;0.9;4;1,015.60;0;0;0;0;0
1/07/2025 01:50;23.1;15.9;16.1;;13.9;;16.1;51;86;2.2;0.9;4;1,015.50;0;0;0;0;0
1/07/2025 02:00;23.1;16.1;16.1;;13.9;;16.1;51;86;1.8;1.3;4;1,015.50;0;0.1;0;0;0
1/07/2025 02:10;23.1;15.9;16.1;;13.9;;16.1;51;86;2.2;1.3;8;1,015.40;0;0.1;0;0;0
1/07/2025 02:20;23.1;15.9;16.1;;13.9;;16.1;51;86;1.8;1.3;4;1,015.50;0;0.1;0;0;0
1/07/2025 02:30;23.1;15.9;16.1;;13.9;;16.1;51;87;2.2;1.3;4;1,015.40;0;0.1;0;0;0
1/07/2025 02:40;23.1;15.9;16.1;;13.3;;16.1;51;86;2.7;1.3;8;1,015.40;0;0.1;0;0;0
