Fecha;Inside temperature ;Temperature ;Wind chill ;Inside dew point ;Dew point ;Inside heat index ;Heat index ;Inside humidity;Humidity;Wind gust ;Average wind speed ;Average wind direction ;Atmospheric pressure ;Rain ;Evapotranspiration ;Rain rate ;Solar radiation ;UV index
1/04/2025 00:00;29.2;20.5;20.6;;16.7;;21.1;42;78;2.7;1.8;4;1,014.10;0;0;0;0;0
1/04/2025 00:10;29.2;20.3;20.6;;16.1;;20.6;42;78;2.7;1.8;4;1,014.10;0;0;0;0;0
1/04/2025 00:20;29.2;20.8;20.6;;16.7;;21.1;42;78;3.6;2.2;4;1,014;0;0;0;0;0
1/04/2025 00:30;29.2;21.6;21.7;;16.7;;21.7;42;73;4.9;3.1;4;1,013.90;0;0;0;0;0
1/04/2025 00:40;29.2;20.1;20;;15.6;;20.6;42;76;2.7;1.8;4;1,013.80;0;0;0;0;0
1/04/2025 00:50;29.2;19.5;19.4;;15.6;;20;42;78;2.7;1.8;4;1,013.70;0;0;0;0;0
1/04/2025 01:00;29.2;19.4;19.4;;15.6;;20;42;79;2.7;1.8;4;1,013.80;0;0.1;0;0;0
1/04/2025 01:10;29.2;19.4;19.4;;15.6;;20;42;79;2.7;2.2;8;1,013.70;0;0.1;0;0;0
1/04/2025 01:20;29.2;19.7;19.4;;16.1;;20.6;42;80;3.6;2.2;4;1,013.70;0;0.1;0;0;0
1/04/2025 01:30;29.2;21.3;20.6;;17.2;;21.7;42;77;4.5;3.6;4;1,013.70;0;0.1;0;0;0
1/04/2025 01:40;29.2;21.8;21.1;;17.2;;22.2;42;74;5.4;3.1;4;1,013.50;0;0.1;0;0;0
1/04/2025 01:50;29.2;22;21.1;;17.2;;22.2;42;73;4.5;3.1;4;1,013.40;0;0.1;0;0;0
1/04/2025 02:00;29.2;22.1;21.7;;16.7;;22.2;42;72;4.5;3.1;8;1,013.30;0;0.1;0;0;0
1/04/2025 02:10;29.1;22.2;21.7;;16.7;;22.2;42;71;4.5;3.1;4;1,013.20;0;0.1;0;0;0
1/04/2025 02:20;29.1;20.8;20.6;;15.6;;21.1;42;73;4;2.2;4;1,013.10;0;0.1;0;0;0
1/04/2025 02:30;29.1;20.9;20.6;;16.1;;21.1;42;75;3.6;2.2;4;1,013.20;0;0.1;0;0;0
1/04/2025 02:40;29.1;21.4;21.7;;16.7;;21.7;42;74;3.6;2.7;4;1,013;0;0.1;0;0;0
1/04/2025 02:50;29.1;21.6;21.1;;16.7;;21.7;41;73;3.6;3.1;4;1,012.90;0;0.1;0;0;0
1/04/2025 03:00;29.1;21.6;21.7;;16.7;;21.7;41;73;3.1;2.7;4;1,012.90;0;0.2;0;0;0
1/04/2025 03:10;29.1;21.6;21.7;;16.1;;21.7;41;72;3.1;2.2;4;1,012.60;0;0.2;0;0;0
1/04/2025 03:20;29.1;20.6;20.6;;16.1;;21.1;41;74;2.7;1.8;4;1,012.70;0;0.2;0;0;0
1/04/2025 03:30;29.1;19.9;20;;15.6;;20.6;41;76;2.7;1.8;8;1,012.70;0;0.2;0;0;0
1/04/2025 03:40;29.1;19.7;20;;15.6;;20;41;77;2.2;1.3;4;1,012.60;0;0.2;0;0;0
1/04/2025 03:50;29.1;19.8;20;;15.6;;20;41;77;2.7;1.8;4;1,012.60;0;0.2;0;0;0
1/04/2025 04:00;29.1;20.3;20.6;;16.7;;20.6;41;79;3.6;2.2;4;1,012.70;0;0.2;0;0;0
1/04/2025 04:10;29.1;20.9;20.6;;16.7;;21.1;41;76;3.6;2.7;4;1,012.80;0;0.2;0;0;0
1/04/2025 04:20;29.1;20.8;20.6;;16.7;;21.1;41;76;4;2.7;4;1,012.80;0;0.2;0;0;0
1/04/2025 04:30;29.1;21.7;21.7;;16.7;;22.2;41;74;4.5;3.1;4;1,012.70;0;0.2;0;0;0
1/04/2025 04:40;29.1;21.9;21.7;;16.7;;22.2;41;73;5.4;3.6;4;1,012.70;0;0.2;0;0;0
1/04/2025 04:50;29.1;21.9;22.2;;16.7;;22.2;41;73;4.9;3.6;4;1,012.80;0;0.2;0;0;0
1/04/2025 05:00;29.1;21.9;21.1;;16.7;;22.2;41;73;4.9;3.1;4;1,012.70;0;0.3;0;0;0
1/04/2025 05:10;29.1;22.1;22.2;;16.7;;22.2;41;72;4.5;3.6;4;1,012.70;0;0.3;0;0;0
1/04/2025 05:20;29.1;22.1;21.7;;16.7;;22.2;41;72;4.9;3.6;4;1,012.80;0;0.3;0;0;0
1/04/2025 05:30;29;22.2;21.7;;16.7;;22.8;41;72;4.9;3.6;4;1,012.90;0;0.3;0;0;0
1/04/2025 05:40;29;22.1;21.7;;16.7;;22.2;41;72;5.4;3.1;4;1,012.90;0;0.3;0;0;0
1/04/2025 05:50;29;22.1;22.2;;16.7;;22.2;41;72;4.9;3.1;4;1,013.10;0;0.3;0;0;0
1/04/2025 06:00;29;22.1;21.7;;16.7;;22.2;41;72;4.9;3.1;4;1,013.20;0;0.3;0;7;0
1/04/2025 06:10;29;22.2;21.7;;16.7;;22.8;41;72;4.9;3.6;4;1,013.20;0;0.3;0;19;0
1/04/2025 06:20;29;22.2;21.1;;17.2;;22.8;41;72;5.4;3.6;4;1,013.40;0;0.3;0;30;0
1/04/2025 06:30;29;22.3;22.2;;16.7;;22.8;41;71;4.9;3.6;4;1,013.40;0;0.3;0;44;0
1/04/2025 06:40;29;22.6;21.7;;17.2;;22.8;41;71;5.4;3.6;4;1,013.40;0;0.3;0;53;0
1/04/2025 06:50;28.9;22.8;22.8;;17.2;;23.3;41;70;5.4;4;8;1,013.40;0;0.3;0;146;0
1/04/2025 07:00;29;23.1;23.3;;17.2;;23.9;41;70;5.4;2.7;4;1,013.40;0;0.4;0;111;0
1/04/2025 07:10;29;23.1;23.3;;17.2;;23.9;41;70;4;2.2;8;1,013.40;0;0.4;0;118;0.5
1/04/2025 07:20;29;21.8;21.7;;16.7;;22.2;41;72;3.6;2.2;4;1,013.40;0;0.4;0;156;0.6
1/04/2025 07:30;29;21.2;21.1;;16.7;;21.7;41;75;2.2;1.8;4;1,013.40;0;0.4;0;165;0.7
1/04/2025 07:40;29;21.3;21.1;;16.7;;21.7;42;75;2.2;1.3;8;1,013.40;0;0.4;0;202;0.9
1/04/2025 07:50;29;21.6;21.7;;17.2;;22.2;42;75;1.8;0.9;8;1,013.50;0;0.4;0;199;1
1/04/2025 08:00;29;21.5;21.7;;16.7;;21.7;42;75;2.2;1.3;4;1,013.60;0;0.5;0;218;1.2
1/04/2025 08:10;29;21.5;21.7;;16.7;;21.7;42;75;2.7;1.3;4;1,013.50;0;0.5;0;278;1.5
1/04/2025 08:20;29.1;22;22.2;;17.2;;22.2;42;74;2.7;1.8;8;1,013.50;0;0.5;0;571;2.6
1/04/2025 08:30;29.1;22.9;22.8;;17.2;;23.3;42;71;3.1;1.8;4;1,013.50;0;0.5;0;552;2.8
1/04/2025 08:40;29.1;23.5;23.3;;17.2;;24.4;42;69;3.1;1.8;4;1,013.60;0;0.5;0;510;3
1/04/2025 08:50;29.2;23.2;23.3;;17.2;;23.9;42;69;3.6;2.2;4;1,013.70;0;0.5;0;519;3.2
1/04/2025 09:00;29.2;23.3;23.3;;17.2;;23.9;42;69;2.7;2.2;4;1,013.70;0;0.8;0;540;3.6
1/04/2025 09:10;29.3;23.8;23.9;;17.8;;25;42;68;3.1;2.2;4;1,013.80;0;0.8;0;570;3.9
1/04/2025 09:20;29.3;24.3;24.4;;17.8;;25;42;66;3.6;2.2;4;1,013.80;0;0.8;0;582;4.3
1/04/2025 09:30;29.3;24.2;24.4;;17.2;;25;42;66;3.6;2.2;4;1,013.70;0;0.8;0;577;4.6
1/04/2025 09:40;29.3;23.9;23.9;;17.2;;25;42;67;3.6;2.7;4;1,013.80;0;0.8;0;538;5
1/04/2025 09:50;29.4;23.9;23.9;;17.2;;25;43;67;4;2.7;4;1,013.90;0;0.8;0;468;5.4
1/04/2025 10:00;29.4;23.9;23.9;;17.2;;25;43;67;4.5;2.7;4;1,013.80;0;1.2;0;418;5.7
1/04/2025 10:10;29.4;23.8;23.9;;17.2;;24.4;43;67;4.9;3.1;4;1,013.80;0;1.2;0;417;6
1/04/2025 10:20;29.4;23.6;22.8;;17.2;;24.4;43;68;3.6;2.7;4;1,013.80;0;1.2;0;476;6.3
1/04/2025 10:30;29.4;23.8;23.9;;17.2;;24.4;43;67;4.9;2.7;4;1,013.80;0;1.2;0;584;6.6
1/04/2025 10:40;29.5;24.1;22.8;;17.2;;25;43;66;6.3;3.6;4;1,013.80;0;1.2;0;717;6.8
1/04/2025 10:50;29.5;24.4;23.3;;17.2;;25;43;65;5.8;3.1;4;1,013.70;0;1.2;0;784;7.1
1/04/2025 11:00;29.6;24.6;23.3;;17.8;;25.6;44;65;4.9;3.6;4;1,013.50;0;1.6;0;800;7.3
1/04/2025 11:10;29.6;24.5;24.4;;17.8;;25.6;44;66;5.8;3.6;4;1,013.50;0;1.6;0;814;7.4
1/04/2025 11:20;29.6;24.3;23.3;;17.8;;25;43;66;6.3;3.6;4;1,013.50;0;1.6;0;824;7.5
1/04/2025 11:30;29.5;24.2;23.9;;17.2;;25;43;66;5.4;3.6;4;1,013.30;0;1.6;0;830;7.4
1/04/2025 11:40;29.5;24.1;23.3;;17.8;;25;43;67;5.4;3.6;4;1,013.20;0;1.6;0;835;6.1
1/04/2025 11:50;29.5;23.9;23.3;;17.2;;25;44;67;5.4;3.1;4;1,013.10;0;1.6;0;833;5.7
1/04/2025 12:00;29.6;23.8;22.8;;17.8;;24.4;44;68;4.9;3.1;4;1,013.10;0;2.2;0;837;7.1
1/04/2025 12:10;29.6;23.6;23.3;;17.8;;24.4;44;69;6.3;3.6;4;1,012.90;0;2.2;0;830;7.6
1/04/2025 12:20;29.6;23.6;23.3;;17.2;;24.4;44;68;6.3;4;4;1,013;0;2.2;0;830;7.5
1/04/2025 12:30;29.7;23.8;22.8;;17.8;;24.4;44;68;5.8;3.6;4;1,013;0;2.2;0;823;7.4
1/04/2025 12:40;29.7;23.8;23.3;;17.2;;24.4;44;67;6.3;4;4;1,013;0;2.2;0;814;7.2
1/04/2025 12:50;29.6;23.6;23.3;;17.2;;24.4;44;68;6.3;4;4;1,012.90;0;2.2;0;807;7
1/04/2025 13:00;29.6;23.8;23.9;;17.8;;24.4;44;68;6.3;3.6;8;1,012.80;0;2.7;0;791;6.8
1/04/2025 13:10;29.6;23.8;23.3;;17.8;;24.4;44;68;6.3;3.6;4;1,012.90;0;2.7;0;772;6.5
1/04/2025 13:20;29.7;23.6;22.2;;17.2;;24.4;44;68;6.7;4.5;4;1,012.90;0;2.7;0;768;6.3
1/04/2025 13:30;29.7;23.7;22.8;;17.2;;24.4;44;68;6.7;4.5;4;1,012.90;0;2.7;0;747;5.9
1/04/2025 13:40;29.7;23.8;22.8;;17.8;;25;44;69;7.2;4.5;4;1,012.90;0;2.7;0;729;5.6
1/04/2025 13:50;29.7;24.1;22.8;;17.8;;25;44;68;6.7;4;4;1,012.80;0;2.7;0;701;5.3
1/04/2025 14:00;29.6;23.7;22.8;;17.2;;24.4;44;68;7.2;4.9;4;1,012.70;0;3.3;0;686;4.7
1/04/2025 14:10;29.6;23.6;23.3;;17.8;;24.4;44;69;6.7;4.5;4;1,012.70;0;3.3;0;654;4.1
1/04/2025 14:20;29.6;23.4;22.2;;17.2;;24.4;43;69;7.2;4.5;4;1,012.80;0;3.3;0;635;3.6
1/04/2025 14:30;29.6;23.4;21.7;;17.2;;24.4;43;69;6.3;4;4;1,012.70;0;3.3;0;605;3.2
1/04/2025 14:40;29.6;23.6;22.8;;17.2;;24.4;43;68;6.3;4;4;1,012.60;0;3.3;0;580;3
1/04/2025 14:50;29.5;23.8;23.9;;17.8;;25;43;68;5.8;3.6;4;1,012.70;0;3.3;0;548;2.9
1/04/2025 15:00;29.6;23.7;23.3;;17.2;;24.4;43;67;6.7;4;4;1,012.70;0;3.7;0;497;2.5
1/04/2025 15:10;29.5;23.8;22.8;;17.2;;24.4;43;67;6.3;4;4;1,012.70;0;3.7;0;489;2.2
1/04/2025 15:20;29.5;23.8;22.8;;17.2;;24.4;43;67;6.3;4;4;1,012.80;0;3.7;0;424;1.8
1/04/2025 15:30;29.6;23.7;23.9;;17.2;;24.4;43;68;6.3;4;4;1,012.80;0;3.7;0;380;1.7
1/04/2025 15:40;29.6;23.5;22.2;;17.2;;24.4;43;69;6.3;4;4;1,012.80;0;3.7;0;221;1.3
1/04/2025 15:50;29.6;23.4;22.2;;17.2;;24.4;43;69;5.8;3.6;4;1,012.80;0;3.7;0;387;1.5
1/04/2025 16:00;29.6;23.6;23.3;;17.8;;24.4;42;69;5.4;3.6;4;1,013;0;4;0;367;1.3
1/04/2025 16:10;29.6;23.7;23.9;;17.8;;24.4;43;69;5.8;3.6;4;1,013;0;4;0;309;1.1
1/04/2025 16:20;29.6;23.4;22.2;;17.2;;24.4;42;69;5.4;3.6;4;1,013.10;0;4;0;185;0.7
1/04/2025 16:30;29.6;23.4;22.2;;17.2;;24.4;42;69;5.8;3.6;4;1,013.30;0;4;0;165;0.6
1/04/2025 16:40;29.6;23.3;23.3;;17.2;;23.9;42;69;6.3;3.1;4;1,013.30;0;4;0;127;0
1/04/2025 16:50;29.6;23.1;22.2;;17.2;;23.9;42;69;4.9;3.1;4;1,013.40;0;4;0;105;0
1/04/2025 17:00;29.5;23.2;22.2;;17.2;;23.9;42;68;4.9;3.1;4;1,013.40;0;4.2;0;118;0
1/04/2025 17:10;29.5;23.2;22.2;;16.7;;23.9;42;68;4.5;3.1;4;1,013.60;0;4.2;0;72;0
1/04/2025 17:20;29.5;22.9;21.7;;16.7;;23.3;42;69;4.9;3.1;4;1,013.80;0;4.2;0;40;0
1/04/2025 17:30;29.4;22.7;22.8;;16.7;;23.3;42;69;4.5;3.1;8;1,013.70;0;4.2;0;23;0
1/04/2025 17:40;29.4;22.4;22.2;;16.7;;22.8;42;70;4.9;3.1;8;1,013.60;0;4.2;0;7;0
1/04/2025 17:50;29.4;22.1;22.2;;16.7;;22.2;41;71;4.5;2.7;4;1,013.60;0;4.2;0;0;0
1/04/2025 18:00;29.4;21.9;22.2;;16.7;;22.2;41;72;4;2.7;8;1,013.70;0;4.3;0;0;0
1/04/2025 18:10;29.4;21.9;21.1;;16.7;;22.2;41;72;4;2.2;4;1,013.80;0;4.3;0;0;0
1/04/2025 18:20;29.4;21.8;21.7;;16.7;;22.2;41;72;4.5;2.7;8;1,013.90;0;4.3;0;0;0
1/04/2025 18:30;29.4;21.9;21.1;;16.7;;22.2;41;73;4.5;2.7;4;1,014;0;4.3;0;0;0
1/04/2025 18:40;29.4;22.1;22.2;;17.2;;22.2;41;73;4.5;2.7;4;1,014.10;0;4.3;0;0;0
1/04/2025 18:50;29.4;21.9;21.7;;16.7;;22.2;41;73;3.1;2.2;4;1,014.10;0;4.3;0;0;0
1/04/2025 19:00;29.3;21.7;21.7;;16.7;;22.2;41;74;3.6;2.2;4;1,014.20;0;4.3;0;0;0
1/04/2025 19:10;29.3;21.8;21.1;;17.2;;22.2;41;75;4.5;2.7;4;1,014.10;0;4.3;0;0;0
1/04/2025 19:20;29.4;21.9;21.1;;17.8;;22.2;42;76;4.9;3.1;4;1,014.10;0;4.3;0;0;0
1/04/2025 19:30;29.3;21.9;22.2;;17.2;;22.2;42;75;4.9;2.7;4;1,014.30;0;4.3;0;0;0
1/04/2025 19:40;29.3;21.8;21.7;;17.2;;22.2;42;75;4;3.1;4;1,014.30;0;4.3;0;0;0
1/04/2025 19:50;29.3;21.7;21.7;;17.2;;22.2;42;75;4.5;3.1;4;1,014.30;0;4.3;0;0;0
1/04/2025 20:00;29.3;21.7;21.1;;17.2;;22.2;42;75;4.5;3.1;4;1,014.40;0;4.4;0;0;0
1/04/2025 20:10;29.3;21.8;21.7;;17.2;;22.2;42;74;4;2.7;4;1,014.60;0;4.4;0;0;0
1/04/2025 20:20;29.3;21.7;21.7;;16.7;;22.2;42;74;3.6;2.7;4;1,014.70;0;4.4;0;0;0
1/04/2025 20:30;29.3;21.6;21.1;;16.7;;21.7;42;74;4.9;2.7;4;1,014.70;0;4.4;0;0;0
1/04/2025 20:40;29.3;21.6;21.1;;16.7;;21.7;42;74;5.4;3.6;4;1,014.70;0;4.4;0;0;0
1/04/2025 20:50;29.3;21.6;20.6;;16.7;;21.7;42;74;5.4;4;4;1,014.70;0;4.4;0;0;0
1/04/2025 21:00;29.3;21.6;21.7;;16.7;;21.7;42;74;4.9;4;4;1,014.70;0;4.4;0;0;0
1/04/2025 21:10;29.3;21.6;21.1;;16.7;;21.7;42;74;4.9;3.6;4;1,014.80;0;4.4;0;0;0
1/04/2025 21:20;29.3;21.6;21.1;;16.7;;21.7;42;74;5.4;3.6;4;1,014.70;0;4.4;0;0;0
1/04/2025 21:30;29.3;21.6;21.7;;16.7;;21.7;42;74;5.4;4;8;1,014.80;0;4.4;0;0;0
1/04/2025 21:40;29.3;21.6;21.1;;16.7;;21.7;42;74;5.8;4;4;1,014.70;0;4.4;0;0;0
1/04/2025 21:50;29.3;21.5;21.1;;16.7;;21.7;42;75;5.8;4;4;1,014.80;0;4.4;0;0;0
1/04/2025 22:00;29.3;21.3;20.6;;16.7;;21.7;42;75;4.9;3.6;4;1,014.70;0;4.5;0;0;0
1/04/2025 22:10;29.2;21.2;20.6;;16.7;;21.7;42;76;5.4;4;4;1,014.70;0;4.5;0;0;0
1/04/2025 22:20;29.2;21.1;20;;16.7;;21.7;42;76;5.4;4;4;1,014.70;0;4.5;0;0;0
1/04/2025 22:30;29.2;21.1;20;;16.7;;21.7;42;76;6.7;4.5;4;1,014.50;0;4.5;0;0;0
1/04/2025 22:40;29.3;21.2;20;;16.7;;21.7;42;76;6.7;4.9;4;1,014.50;0;4.5;0;0;0
1/04/2025 22:50;29.2;21.7;20.6;;17.2;;22.2;42;75;8;5.8;4;1,014.40;0;4.5;0;0;0
1/04/2025 23:00;29.2;21.8;20.6;;17.2;;22.2;42;74;6.7;5.4;4;1,014.40;0;4.5;0;0;0
1/04/2025 23:10;29.2;21.8;20;;17.2;;22.2;42;74;6.3;5.4;4;1,014.20;0;4.5;0;0;0
1/04/2025 23:20;29.2;21.7;20;;16.7;;22.2;42;74;8;4.9;4;1,014.20;0;4.5;0;0;0
1/04/2025 23:30;29.2;21.7;20.6;;16.7;;22.2;42;74;6.3;4.9;4;1,014;0;4.5;0;0;0
1/04/2025 23:40;29.2;21.7;20.6;;16.7;;22.2;42;74;6.3;4.9;4;1,013.70;0;4.5;0;0;0
1/04/2025 23:50;29.2;21.7;20.6;;16.7;;22.2;42;74;7.2;4.9;4;1,013.50;0;4.5;0;0;0
2/04/2025 00:00;29.1;21.6;20.6;;16.7;;21.7;42;74;8;5.4;4;1,013.50;0;0;0;0;0
2/04/2025 00:10;29.2;21.6;20;;17.2;;22.2;42;75;6.7;5.4;4;1,013.40;0;0;0;0;0
2/04/2025 00:20;29.2;21.5;20.6;;16.7;;21.7;42;75;6.7;4.9;4;1,013.30;0;0;0;0;0
2/04/2025 00:30;29.2;21.3;20;;16.7;;21.7;42;75;5.8;4;4;1,013.30;0;0;0;0;0
2/04/2025 00:40;29.1;21.4;20.6;;16.7;;21.7;42;75;5.8;4.5;4;1,013;0;0;0;0;0
2/04/2025 00:50;29.1;21.5;20.6;;16.7;;21.7;42;75;6.7;4.9;4;1,013;0;0;0;0;0
2/04/2025 01:00;29.1;21.5;21.1;;16.7;;21.7;42;75;6.3;4.5;4;1,012.80;0;0.1;0;0;0
2/04/2025 01:10;29.1;21.5;20.6;;16.7;;21.7;42;75;6.7;4.9;4;1,012.70;0;0.1;0;0;0
2/04/2025 01:20;29.1;21.4;21.1;;16.7;;21.7;42;75;6.3;4.9;4;1,012.60;0;0.1;0;0;0
2/04/2025 01:30;29.1;21.4;20.6;;17.2;;21.7;42;76;6.7;4;4;1,012.70;0;0.1;0;0;0
2/04/2025 01:40;29.1;21.4;20.6;;17.2;;21.7;42;76;5.8;4.5;4;1,012.70;0;0.1;0;0;0
2/04/2025 01:50;29.1;21.1;21.1;;16.7;;21.7;42;76;3.6;2.7;4;1,012.50;0;0.1;0;0;0
2/04/2025 02:00;29.1;21.1;20.6;;16.7;;21.7;42;76;4;2.2;4;1,012.40;0;0.1;0;0;0
2/04/2025 02:10;29.1;20.9;21.1;;16.7;;21.1;42;76;4;2.2;4;1,012.40;0;0.1;0;0;0
2/04/2025 02:20;29.1;21.1;21.1;;16.7;;21.7;42;77;4.9;2.7;8;1,012.40;0;0.1;0;0;0
2/04/2025 02:30;29.1;21.3;20;;17.2;;21.7;42;77;5.4;3.1;4;1,012.40;0;0.1;0;0;0
2/04/2025 02:40;29.1;21.4;21.1;;17.2;;21.7;42;77;4.5;3.6;4;1,012.40;0;0.1;0;0;0
2/04/2025 02:50;29.1;21.4;21.1;;17.2;;21.7;42;76;4.9;3.6;4;1,012.40;0;0.1;0;0;0
2/04/2025 03:00;29.1;21.4;20.6;;17.2;;21.7;42;76;4.5;3.6;4;1,012.40;0;0.2;0;0;0
2/04/2025 03:10;29.1;21.5;21.1;;17.2;;21.7;42;76;5.4;4;4;1,012.30;0;0.2;0;0;0
2/04/2025 03:20;29.1;21.4;21.1;;17.2;;21.7;42;76;5.8;4;4;1,012.30;0;0.2;0;0;0
2/04/2025 03:30;29.1;21.5;21.1;;17.2;;21.7;42;76;5.8;4;4;1,012.30;0;0.2;0;0;0
2/04/2025 03:40;29;21.4;20.6;;17.2;;21.7;42;76;5.8;4;4;1,012.20;0;0.2;0;0;0
2/04/2025 03:50;29;21.3;20.6;;17.2;;21.7;42;76;5.4;4;8;1,012.30;0;0.2;0;0;0
2/04/2025 04:00;29;21.4;21.1;;17.2;;21.7;42;76;4.9;3.6;4;1,012.30;0;0.2;0;0;0
2/04/2025 04:10;29;21.4;20.6;;17.2;;21.7;42;76;6.3;4;4;1,012.30;0;0.2;0;0;0
