Fecha;Inside temperature ;Temperature ;Wind chill ;Inside dew point ;Dew point ;Inside heat index ;Heat index ;Inside humidity;Humidity;Wind gust ;Average wind speed ;Average wind direction ;Atmospheric pressure ;Rain ;Evapotranspiration ;Rain rate ;Solar radiation ;UV index
1/01/2025 00:00;28.3;21.3;21.1;;17.2;;21.7;45;78;4;2.7;91;1,016.20;0;0;0;0;0
1/01/2025 00:10;28.3;21.2;20.6;;17.2;;21.7;46;79;4.9;3.1;88;1,016.20;0;0;0;0;0
1/01/2025 00:20;28.3;21.2;21.1;;17.2;;21.7;46;79;4.9;3.6;79;1,016;0;0;0;0;0
1/01/2025 00:30;28.3;21.2;21.1;;17.8;;21.7;46;80;4;3.1;79;1,015.80;0;0;0;0;0
1/01/2025 00:40;28.3;21.2;20.6;;17.8;;21.7;46;80;4.9;3.6;85;1,015.60;0;0;0;0;0
1/01/2025 00:50;28.3;21.3;19.4;;17.8;;21.7;46;80;5.8;3.6;77;1,015.40;0;0;0;0;0
1/01/2025 01:00;28.3;21.2;20;;17.8;;21.7;46;80;5.8;4.5;83;1,015.50;0;0.1;0;0;0
1/01/2025 01:10;28.3;21.2;20;;17.8;;21.7;46;80;6.3;4.5;81;1,015.30;0;0.1;0;0;0
1/01/2025 01:20;28.2;21.1;20;;17.8;;21.7;46;80;5.8;4.5;77;1,015.30;0;0.1;0;0;0
1/01/2025 01:30;28.2;21.2;20.6;;17.8;;21.7;46;81;5.8;4.5;84;1,015.20;0;0.1;0;0;0
1/01/2025 01:40;28.2;21.1;20;;17.8;;21.7;46;80;5.8;4;77;1,015;0;0.1;0;0;0
1/01/2025 01:50;28.2;21.1;20;;17.8;;21.7;46;80;5.4;4.5;81;1,014.90;0;0.1;0;0;0
1/01/2025 02:00;28.2;21.1;21.1;;17.8;;21.7;47;80;4.5;3.6;86;1,014.90;0;0.1;0;0;0
1/01/2025 02:10;28.2;21;20;;17.2;;21.7;46;80;4.9;4;64;1,014.70;0;0.1;0;0;0
1/01/2025 02:20;28.2;21;20;;17.2;;21.7;46;80;5.4;4;81;1,014.80;0;0.1;0;0;0
