Fecha;Inside temperature ;Temperature ;Wind chill ;Inside dew point ;Dew point ;Inside heat index ;Heat index ;Inside humidity;Humidity;Wind gust ;Average wind speed ;Average wind direction ;Atmospheric pressure ;Rain ;Evapotranspiration ;Rain rate ;Solar radiation ;UV index
1/09/2025 00:00;23.9;15.9;16.1;;13.3;;16.1;46;84;2.2;0.9;142;1,017;0;0;0;0;0
1/09/2025 00:10;23.9;15.9;16.1;;13.3;;16.1;46;85;2.7;1.3;157;1,016.90;0;0;0;0;0
1/09/2025 00:20;23.9;15.7;15;;13.3;;16.1;46;84;4;2.2;122;1,016.80;0;0;0;0;0
1/09/2025 00:30;23.9;16;16.1;;13.3;;16.1;46;83;3.6;2.7;123;1,016.70;0;0;0;0;0
1/09/2025 00:40;23.9;15.8;16.1;;13.3;;16.1;46;84;3.6;2.2;116;1,016.60;0;0;0;0;0
1/09/2025 00:50;23.9;15.8;16.1;;12.8;;16.1;46;83;3.6;2.7;131;1,016.50;0;0;0;0;0
1/09/2025 01:00;23.9;15.9;15;;12.8;;16.1;46;81;5.8;3.1;119;1,016.40;0;0;0;0;0
1/09/2025 01:10;;;;;;;;;;;;;;;;;;
1/09/2025 01:20;23.9;16.2;15.6;;12.8;;16.1;46;79;4;2.7;118;1,016.40;0;0;0;0;0
1/09/2025 01:30;23.9;16.1;15.6;;12.2;;16.1;46;79;6.7;3.1;131;1,016.50;0;0;0;0;0
1/09/2025 01:40;23.9;16.1;16.1;;12.2;;16.1;46;79;4.5;3.1;125;1,016.40;0;0;0;0;0
1/09/2025 01:50;23.9;16.2;16.1;;12.8;;16.1;46;79;4.5;2.7;147;1,016.40;0;0;0;0;0
1/09/2025 02:00;23.9;16.1;16.1;;12.8;;16.1;46;80;3.6;2.2;116;1,016.30;0;0.1;0;0;0
1/09/2025 02:10;23.9;15.9;15.6;;12.8;;16.1;46;81;4;2.7;129;1,016.30;0;0.1;0;0;0
1/09/2025 02:20;23.9;15.8;15.6;;12.8;;16.1;46;82;4.5;3.1;118;1,016.30;0;0.1;0;0;0
1/09/2025 02:30;23.9;15.8;16.1;;12.8;;16.1;46;83;4.5;3.1;131;1,016.20;0;0.1;0;0;0
1/09/2025 02:40;23.9;15.8;15;;12.8;;16.1;46;83;4.5;3.1;131;1,016.10;0;0.1;0;0;0
1/09/2025 02:50;23.9;15.8;14.4;;13.3;;16.1;46;84;4.5;3.1;123;1,016;0;0.1;0;0;0
1/09/2025 03:00;23.9;15.8;15;;13.3;;16.1;46;84;4.5;3.1;122;1,016.10;0;0.1;0;0;0
1/09/2025 03:10;23.9;15.8;15;;13.3;;16.1;46;84;3.6;3.1;122;1,016;0;0.1;0;0;0
1/09/2025 03:20;23.9;15.7;15;;13.3;;15.6;46;85;4.5;2.7;112;1,015.80;0;0.1;0;0;0
1/09/2025 03:30;23.9;15.6;15;;13.3;;15.6;46;85;4;2.7;142;1,015.70;0;0.1;0;0;0
1/09/2025 03:40;23.9;15.6;15.6;;13.3;;15.6;46;85;4;2.7;142;1,015.70;0;0.1;0;0;0
1/09/2025 03:50;23.8;15.6;15.6;;13.3;;15.6;46;85;3.6;2.2;115;1,015.60;0;0.1;0;0;0
1/09/2025 04:00;23.8;15.6;15.6;;12.8;;15.6;46;84;3.6;2.2;125;1,015.60;0;0.1;0;0;0
1/09/2025 04:10;23.9;15.6;15.6;;12.8;;15.6;46;84;3.1;2.2;120;1,015.60;0;0.1;0;0;0
1/09/2025 04:20;23.9;15.6;15.6;;13.3;;15.6;46;85;2.7;1.8;148;1,015.60;0;0.1;0;0;0
1/09/2025 04:30;23.9;15.3;15;;12.2;;15.6;46;83;3.6;1.8;124;1,015.60;0;0.1;0;0;0
1/09/2025 04:40;23.9;15.5;15;;12.2;;15.6;46;81;4;2.7;125;1,015.60;0;0.1;0;0;0
1/09/2025 04:50;23.9;15.6;15.6;;12.2;;15.6;46;79;3.6;2.7;125;1,015.70;0;0.1;0;0;0
1/09/2025 05:00;23.8;15.7;15.6;;12.2;;15.6;46;79;2.7;1.3;126;1,015.80;0;0.1;0;0;0
