Fecha;Inside temperature ;Temperature ;Wind chill ;Inside dew point ;Dew point ;Inside heat index ;Heat index ;Inside humidity;Humidity;Wind gust ;Average wind speed ;Average wind direction ;Atmospheric pressure ;Rain ;Evapotranspiration ;Rain rate ;Solar radiation ;UV index
1/03/2025 00:00;30.3;25.1;23.9;;21.1;;26.7;46;79;6.7;4.9;67;1,012.50;0;0;0;0;0
1/03/2025 00:10;30.4;25;23.9;;21.1;;26.7;46;79;6.3;4.9;74;1,012.40;0;0;0;0;0
1/03/2025 00:20;30.4;25;23.9;;21.1;;26.7;46;80;6.3;5.4;73;1,012.30;0;0;0;0;0
1/03/2025 00:30;30.4;24.9;23.9;;21.1;;26.7;46;80;6.7;5.4;76;1,012.10;0;0;0;0;0
1/03/2025 00:40;30.4;24.9;23.9;;21.1;;26.7;46;80;6.7;5.4;77;1,012.20;0;0;0;0;0
1/03/2025 00:50;30.4;24.9;23.9;;21.1;;26.7;46;80;6.3;4.9;74;1,012.10;0;0;0;0;0
1/03/2025 01:00;30.4;24.9;23.3;;21.1;;26.7;46;80;6.7;5.4;76;1,011.90;0;0.1;0;0;0
1/03/2025 01:10;30.4;24.8;23.3;;21.1;;26.7;46;80;6.3;5.4;76;1,011.90;0;0.1;0;0;0
1/03/2025 01:20;30.4;24.8;23.9;;21.1;;26.7;46;80;6.3;4.9;82;1,011.90;0;0.1;0;0;0
1/03/2025 01:30;30.4;24.8;23.9;;21.1;;26.7;46;79;6.3;4.9;68;1,011.70;0;0.1;0;0;0
1/03/2025 01:40;30.4;24.8;23.9;;21.1;;26.7;47;79;6.3;4.9;68;1,011.60;0;0.1;0;0;0
1/03/2025 01:50;30.4;24.7;23.3;;21.1;;26.1;47;79;5.8;4.9;74;1,011.60;0;0.1;0;0;0
1/03/2025 02:00;30.4;24.7;23.9;;21.1;;26.1;47;79;6.3;4.9;47;1,011.50;0;0.1;0;0;0
1/03/2025 02:10;30.4;24.7;23.9;;21.1;;26.1;47;79;5.8;4.5;58;1,011.40;0;0.1;0;0;0
1/03/2025 02:20;30.4;24.7;24.4;;21.1;;26.1;47;79;5.8;4.5;77;1,011.30;0;0.1;0;0;0
1/03/2025 02:30;30.4;24.7;24.4;;21.1;;26.1;47;79;5.4;4;78;1,011.20;0;0.1;0;0;0
1/03/2025 02:40;30.4;24.7;23.3;;20.6;;26.1;47;79;5.8;3.6;85;1,011.40;0;0.1;0;0;0
1/03/2025 02:50;30.4;24.7;23.9;;20.6;;26.1;47;79;4.9;3.6;65;1,011.40;0;0.1;0;0;0
1/03/2025 03:00;30.4;24.6;24.4;;20.6;;26.1;47;78;3.6;2.7;58;1,011.50;0;0.2;0;0;0
1/03/2025 03:10;30.4;24.6;23.9;;20.6;;26.1;47;78;3.1;2.7;71;1,011.50;0;0.2;0;0;0
1/03/2025 03:20;30.4;24.3;24.4;;20;;25.6;47;78;3.1;1.8;57;1,011.40;0;0.2;0;0;0
1/03/2025 03:30;30.4;24.4;24.4;;20.6;;26.1;47;78;3.6;2.7;66;1,011.50;0;0.2;0;0;0
1/03/2025 03:40;30.4;24.4;24.4;;20.6;;26.1;47;78;3.6;2.7;65;1,011.40;0;0.2;0;0;0
1/03/2025 03:50;30.4;24.4;24.4;;20.6;;26.1;47;78;3.6;2.7;69;1,011.50;0;0.2;0;0;0
1/03/2025 04:00;30.4;24.3;24.4;;20.6;;26.1;47;78;3.6;2.7;62;1,011.60;0;0.2;0;0;0
1/03/2025 04:10;30.4;24.3;24.4;;20.6;;26.1;47;78;3.6;2.2;27;1,011.50;0;0.2;0;0;0
1/03/2025 04:20;30.4;24.4;23.9;;20;;26.1;47;77;3.6;2.2;68;1,011.40;0;0.2;0;0;0
1/03/2025 04:30;30.4;24.6;24.4;;20.6;;26.1;47;77;3.6;2.7;85;1,011.50;0;0.2;0;0;0
1/03/2025 04:40;30.4;24.6;24.4;;20.6;;26.1;47;77;4.5;2.7;73;1,011.50;0;0.2;0;0;0
1/03/2025 04:50;30.4;24.6;24.4;;20;;26.1;47;76;4;2.7;72;1,011.60;0;0.2;0;0;0
1/03/2025 05:00;30.4;24.4;24.4;;19.4;;25.6;47;75;2.7;1.8;71;1,011.60;0;0.3;0;0;0
