Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : BUENA VISTA
Departamento :,ANCASH,Provincia :,CASMA,Distrito :,BUENA VISTA ALTA
Latitud :,9°26'1.38'',Longitud :,78°12'29.8'',Altitud :,206 msnm.
Tipo :,EMA - Meteorológica,Código :,109096
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/11/01,00:00,16.4,0.0,84,235,0.8
2021/11/01,01:00,15.8,0.0,87,232,1.8
2021/11/01,02:00,15.7,0.0,86,213,0.4
2021/11/01,03:00,16.0,0.0,85,178,0.8
2021/11/01,04:00,16.1,0.0,86,231,0.9
2021/11/01,05:00,16.0,0.0,86,213,1.2
2021/11/01,06:00,16.1,0.0,86,278,1.3
2021/11/01,07:00,16.3,0.0,82,199,0.4
2021/11/01,08:00,16.9,0.0,80,228,2.5
2021/11/01,09:00,17.8,0.0,75,248,2.5
2021/11/01,10:00,19.5,0.0,67,242,1.4
2021/11/01,11:00,21.6,0.0,58,286,1.2
2021/11/01,12:00,24.1,0.0,53,243,2.5
2021/11/01,13:00,25.0,0.0,53,251,3.4
2021/11/01,14:00,24.9,0.0,52,307,3.1
2021/11/01,15:00,25.2,0.0,51,235,3.1
2021/11/01,16:00,24.9,0.0,50,247,2.9
2021/11/01,17:00,24.8,0.0,52,255,2.6
2021/11/01,18:00,23.0,0.0,60,245,3.0
2021/11/01,19:00,20.6,0.0,65,258,2.0
2021/11/01,20:00,19.3,0.0,71,262,1.8
2021/11/01,21:00,17.5,0.0,77,260,2.2
2021/11/01,22:00,16.6,0.0,80,287,1.1
2021/11/01,23:00,16.1,0.0,82,269,0.0
2021/11/02,00:00,15.7,0.0,84,298,0.0
2021/11/02,01:00,15.9,0.0,82,231,0.0
2021/11/02,02:00,16.2,0.0,82,242,0.0
2021/11/02,03:00,16.3,0.0,82,312,0.0
2021/11/02,04:00,16.3,0.0,82,215,0.1
2021/11/02,05:00,16.2,0.0,83,233,1.0
2021/11/02,06:00,16.0,0.0,84,242,0.1
2021/11/02,07:00,16.1,0.0,82,241,0.4
2021/11/02,08:00,17.9,0.0,69,234,1.3
2021/11/02,09:00,20.2,0.0,60,247,0.8
2021/11/02,10:00,22.8,0.0,54,247,2.2
2021/11/02,11:00,24.9,0.0,51,228,3.3
2021/11/02,12:00,25.8,0.0,47,230,4.1
2021/11/02,13:00,26.6,0.0,44,273,2.6
2021/11/02,14:00,26.0,0.0,49,279,3.7
2021/11/02,15:00,25.1,0.0,51,301,3.5
2021/11/02,16:00,24.6,0.0,54,279,2.9
2021/11/02,17:00,23.6,0.0,60,305,3.8
2021/11/02,18:00,21.3,0.0,66,300,2.3
2021/11/02,19:00,21.3,0.0,66,300,2.3
2021/11/02,20:00,18.3,0.0,77,230,1.9
2021/11/02,21:00,17.5,0.0,79,229,1.9
2021/11/02,22:00,17.0,0.0,82,245,1.2
2021/11/02,23:00,16.1,0.0,86,274,0.5
2021/11/03,00:00,15.8,0.0,86,265,0.4
2021/11/03,01:00,16.3,0.0,84,180,0.0
2021/11/03,02:00,16.2,0.0,85,223,0.8
2021/11/03,03:00,16.3,0.0,85,221,0.4
2021/11/03,04:00,16.3,0.0,84,231,0.8
2021/11/03,05:00,16.4,0.0,84,225,0.0
2021/11/03,06:00,16.4,0.0,84,231,0.1
2021/11/03,07:00,16.3,0.0,85,275,1.4
2021/11/03,08:00,16.4,0.0,84,234,1.8
2021/11/03,09:00,16.9,0.0,81,288,0.9
2021/11/03,10:00,17.5,0.0,78,215,0.9
2021/11/03,11:00,18.9,0.0,71,236,1.8
2021/11/03,12:00,20.8,0.0,62,256,3.1
2021/11/03,13:00,21.9,0.0,59,227,2.3
2021/11/03,14:00,24.0,0.0,53,263,3.0
2021/11/03,15:00,24.4,0.0,51,257,2.9
2021/11/03,16:00,24.7,0.0,52,254,2.8
2021/11/03,17:00,23.8,0.0,55,258,2.6
2021/11/03,18:00,22.2,0.0,61,264,2.5
2021/11/03,19:00,22.2,0.0,61,264,2.5
