Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : BUENA VISTA
Departamento :,ANCASH,Provincia :,CASMA,Distrito :,BUENA VISTA ALTA
Latitud :,9°26'1.38'',Longitud :,78°12'29.8'',Altitud :,206 msnm.
Tipo :,EMA - Meteorológica,Código :,109096
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/08/01,00:00,15.1,0.0,85,325,0.5
2022/08/01,01:00,14.9,0.0,84,200,0.0
2022/08/01,02:00,14.7,0.0,85,182,0.6
2022/08/01,03:00,14.2,0.0,88,134,0.0
2022/08/01,04:00,13.8,0.0,89,262,0.0
2022/08/01,05:00,13.4,0.0,91,215,0.2
2022/08/01,06:00,13.4,0.0,92,144,0.0
2022/08/01,07:00,13.3,0.0,92,188,0.0
2022/08/01,08:00,13.6,0.0,92,269,0.3
2022/08/01,09:00,14.8,0.0,85,252,1.3
2022/08/01,10:00,16.6,0.0,77,271,1.9
2022/08/01,11:00,18.7,0.0,68,262,1.4
2022/08/01,12:00,20.8,0.0,58,243,2.3
2022/08/01,13:00,22.4,0.0,57,241,3.0
2022/08/01,14:00,23.2,0.0,53,268,2.0
2022/08/01,15:00,23.4,0.0,54,250,2.7
2022/08/01,16:00,23.6,0.0,54,242,3.2
2022/08/01,17:00,22.9,0.0,56,294,2.2
2022/08/01,18:00,21.2,0.0,65,241,2.6
2022/08/01,19:00,21.2,0.0,65,241,2.6
2022/08/01,20:00,16.6,0.0,81,233,2.1
2022/08/01,21:00,15.6,0.0,85,239,2.1
2022/08/01,22:00,14.8,0.0,89,268,1.1
2022/08/01,23:00,14.0,0.0,91,325,0.2
2022/08/02,00:00,13.6,0.0,92,283,0.3
2022/08/02,01:00,13.5,0.0,93,279,0.2
2022/08/02,02:00,13.9,0.0,93,288,0.1
2022/08/02,03:00,14.0,0.0,92,254,0.2
2022/08/02,04:00,14.0,0.0,92,247,0.1
2022/08/02,05:00,13.8,0.0,92,238,1.3
2022/08/02,06:00,13.6,0.0,93,227,0.0
2022/08/02,07:00,14.0,0.0,92,70,0.0
2022/08/02,08:00,14.4,0.0,89,334,0.1
2022/08/02,09:00,14.4,0.0,89,334,0.1
2022/08/02,10:00,17.6,0.0,73,269,2.1
2022/08/02,11:00,19.3,0.0,67,267,2.5
2022/08/02,12:00,21.5,0.0,61,230,2.6
2022/08/02,13:00,23.3,0.0,54,263,2.3
2022/08/02,14:00,24.7,0.0,51,265,2.4
2022/08/02,15:00,25.8,0.0,50,262,2.7
2022/08/02,16:00,25.0,0.0,52,261,2.6
2022/08/02,17:00,23.2,0.0,58,254,2.5
2022/08/02,18:00,21.0,0.0,66,241,2.9
2022/08/02,19:00,21.0,0.0,66,241,2.9
2022/08/02,20:00,16.9,0.0,81,254,1.4
2022/08/02,21:00,15.9,0.0,83,242,0.7
2022/08/02,22:00,15.4,0.0,86,237,1.1
2022/08/02,23:00,14.6,0.0,90,271,0.8
2022/08/03,00:00,14.3,0.0,91,247,1.3
2022/08/03,02:00,14.5,0.0,91,213,0.1
2022/08/03,03:00,14.6,0.0,91,229,0.5
2022/08/03,04:00,14.6,0.0,91,318,0.0
2022/08/03,05:00,14.5,0.0,92,255,1.5
2022/08/03,06:00,14.4,0.0,92,232,0.1
2022/08/03,07:00,14.5,0.0,92,225,0.6
2022/08/03,08:00,14.7,0.0,92,243,0.6
2022/08/03,09:00,14.9,0.0,88,304,0.8
2022/08/03,10:00,15.8,0.0,84,339,0.1
2022/08/03,11:00,17.1,0.0,79,239,3.1
2022/08/03,12:00,17.1,0.0,79,239,3.1
2022/08/03,13:00,18.9,0.0,72,257,2.8
2022/08/03,14:00,19.9,0.0,67,274,2.3
2022/08/03,15:00,21.1,0.0,64,222,2.7
2022/08/03,16:00,21.7,0.0,60,240,3.2
2022/08/03,17:00,20.9,0.0,66,227,2.7
2022/08/03,18:00,18.9,0.0,72,247,1.4
2022/08/03,19:00,18.9,0.0,72,247,1.4
2022/08/03,20:00,15.2,0.0,86,279,1.3
2022/08/03,21:00,14.8,0.0,87,208,3.0
2022/08/03,22:00,14.6,0.0,89,294,0.9
2022/08/03,23:00,14.2,0.0,89,352,0.3
2022/08/04,00:00,14.1,0.0,91,279,0.2
2022/08/04,01:00,14.1,0.0,91,281,0.0
2022/08/04,02:00,14.3,0.0,89,326,0.0
2022/08/04,03:00,14.3,0.0,90,278,0.6
2022/08/04,04:00,14.4,0.0,88,238,0.2
2022/08/04,05:00,14.7,0.0,87,231,0.0
2022/08/04,06:00,14.6,0.0,89,239,0.6
2022/08/04,07:00,14.5,0.0,89,219,0.6
2022/08/04,08:00,15.0,0.0,85,291,0.0
2022/08/04,09:00,16.0,0.0,78,219,1.3
2022/08/04,10:00,17.1,0.0,74,250,1.7
2022/08/04,11:00,18.7,0.0,66,229,2.1
2022/08/04,12:00,21.0,0.0,58,218,2.2
2022/08/04,13:00,22.8,0.0,56,251,2.9
2022/08/04,14:00,23.5,0.0,54,254,2.6
2022/08/04,15:00,23.8,0.0,53,250,3.4
2022/08/04,16:00,23.4,0.0,55,295,3.0
2022/08/04,17:00,22.0,0.0,59,271,3.2
2022/08/04,18:00,20.3,0.0,66,239,2.7
2022/08/04,19:00,20.3,0.0,66,239,2.7
2022/08/04,20:00,16.0,0.0,80,272,1.3
2022/08/04,21:00,15.2,0.0,83,275,0.3
2022/08/04,22:00,14.7,0.0,86,278,1.3
2022/08/04,23:00,14.6,0.0,86,7,0.1
2022/08/05,00:00,14.6,0.0,87,281,0.6
2022/08/05,01:00,14.3,0.0,89,280,0.0
2022/08/05,02:00,14.0,0.0,90,287,0.5
2022/08/05,03:00,13.6,0.0,91,317,0.1
2022/08/05,04:00,13.3,0.0,92,310,0.1
2022/08/05,05:00,13.1,0.0,93,310,0.0
2022/08/05,06:00,13.3,0.0,93,311,0.0
2022/08/05,07:00,13.1,0.0,93,263,0.1
