Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : BUENA VISTA
Departamento :,ANCASH,Provincia :,CASMA,Distrito :,BUENA VISTA ALTA
Latitud :,9°26'1.38'',Longitud :,78°12'29.8'',Altitud :,206 msnm.
Tipo :,EMA - Meteorológica,Código :,109096
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/09/01,00:00,14.8,0.0,90,274,0.7
2025/09/01,01:00,14.4,0.0,92,280,0.7
2025/09/01,02:00,14.6,0.0,91,231,0.0
2025/09/01,03:00,14.6,0.0,90,233,0.5
2025/09/01,04:00,15.0,0.0,88,237,0.5
2025/09/01,05:00,15.1,0.0,89,267,0.2
2025/09/01,06:00,15.1,0.0,88,237,0.0
2025/09/01,07:00,15.2,0.0,88,247,1.3
2025/09/01,08:00,15.3,0.0,88,322,0.2
2025/09/01,09:00,15.6,0.0,85,154,0.1
2025/09/01,10:00,15.6,0.0,85,154,0.1
2025/09/01,11:00,18.7,0.0,68,235,1.9
2025/09/01,12:00,21.1,0.0,61,251,2.6
2025/09/01,13:00,23.3,0.0,53,253,3.1
2025/09/01,14:00,24.3,0.0,50,272,3.2
2025/09/01,15:00,24.5,0.0,53,272,3.3
2025/09/01,16:00,23.7,0.0,53,231,3.0
2025/09/01,17:00,22.6,0.0,56,246,2.0
2025/09/01,18:00,20.9,0.0,65,283,1.5
2025/09/01,19:00,18.2,0.0,75,253,2.0
2025/09/01,20:00,16.3,0.0,82,271,1.3
2025/09/01,21:00,15.5,0.0,86,294,0.4
2025/09/01,22:00,14.8,0.0,88,313,0.0
2025/09/01,23:00,14.3,0.0,92,300,0.2
2025/09/02,00:00,14.0,0.0,93,336,0.1
2025/09/02,01:00,14.1,0.0,94,289,0.6
2025/09/02,02:00,14.4,0.0,93,253,0.9
2025/09/02,03:00,14.8,0.0,91,193,0.0
2025/09/02,04:00,15.1,0.0,90,281,0.0
2025/09/02,05:00,15.0,0.0,90,236,1.6
2025/09/02,06:00,15.1,0.0,89,235,0.8
2025/09/02,07:00,15.2,0.0,88,239,0.2
2025/09/02,08:00,15.5,0.0,87,229,1.8
2025/09/02,09:00,15.6,0.0,85,193,0.6
2025/09/02,10:00,16.7,0.0,78,245,1.2
2025/09/02,11:00,16.7,0.0,78,245,1.2
2025/09/02,12:00,20.2,0.0,65,248,3.2
2025/09/02,13:00,21.7,0.0,58,254,2.7
2025/09/02,14:00,22.6,0.0,58,284,3.6
2025/09/02,15:00,22.5,0.0,57,287,3.8
2025/09/02,16:00,22.1,0.0,60,292,3.6
2025/09/02,17:00,21.0,0.0,64,270,2.7
2025/09/02,18:00,19.4,0.0,72,216,2.3
2025/09/02,19:00,19.4,0.0,72,216,2.3
2025/09/02,20:00,16.0,0.0,82,267,1.6
2025/09/02,21:00,15.2,0.0,86,308,0.1
2025/09/02,22:00,14.6,0.0,89,274,0.9
2025/09/02,23:00,14.3,0.0,88,332,0.1
2025/09/03,00:00,14.1,0.0,91,262,1.3
2025/09/03,01:00,14.5,0.0,88,218,0.1
2025/09/03,02:00,15.0,0.0,85,209,0.1
2025/09/03,03:00,15.1,0.0,87,244,0.9
2025/09/03,04:00,15.1,0.0,85,235,1.0
2025/09/03,05:00,15.0,0.0,86,318,0.0
2025/09/03,06:00,15.0,0.0,86,192,0.8
2025/09/03,07:00,15.1,0.0,86,239,1.9
2025/09/03,08:00,15.3,0.0,84,254,1.6
2025/09/03,09:00,15.9,0.0,81,229,0.8
2025/09/03,10:00,16.4,0.0,79,244,0.8
2025/09/03,11:00,17.8,0.0,70,282,1.9
2025/09/03,12:00,19.9,0.0,59,263,2.4
2025/09/03,13:00,21.8,0.0,56,228,2.1
2025/09/03,14:00,23.0,0.0,52,291,2.2
2025/09/03,16:00,22.4,0.0,59,275,3.1
2025/09/03,17:00,21.5,0.0,60,249,3.2
2025/09/03,18:00,19.6,0.0,68,263,1.5
2025/09/03,19:00,19.6,0.0,68,263,1.5
2025/09/03,20:00,15.9,0.0,82,263,1.3
2025/09/03,21:00,15.4,0.0,84,260,0.5
2025/09/03,22:00,15.4,0.0,84,260,0.5
2025/09/03,23:00,14.7,0.0,87,249,0.3
2025/09/04,00:00,14.5,0.0,89,288,0.1
2025/09/04,01:00,14.1,0.0,92,269,0.3
2025/09/04,02:00,13.5,0.0,94,266,0.2
2025/09/04,03:00,13.2,0.0,95,309,0.0
2025/09/04,04:00,13.2,0.0,95,286,0.5
2025/09/04,05:00,13.9,0.0,93,315,0.3
2025/09/04,06:00,14.3,0.0,93,251,0.1
2025/09/04,07:00,14.3,0.0,90,187,0.0
2025/09/04,08:00,14.6,0.0,88,280,0.8
2025/09/04,09:00,15.0,0.0,87,262,1.1
2025/09/04,10:00,15.6,0.0,83,74,0.2
2025/09/04,11:00,16.5,0.0,77,257,1.7
2025/09/04,12:00,18.4,0.0,65,183,0.9
2025/09/04,13:00,21.2,0.0,57,313,1.4
2025/09/04,14:00,23.0,0.0,53,237,2.7
2025/09/04,15:00,23.6,0.0,53,272,3.1
2025/09/04,16:00,23.4,0.0,55,283,2.6
2025/09/04,17:00,22.1,0.0,59,243,2.8
2025/09/04,18:00,19.5,0.0,68,221,3.6
2025/09/04,19:00,19.5,0.0,68,221,3.6
2025/09/04,20:00,15.4,0.0,84,301,0.5
2025/09/04,21:00,14.7,0.0,87,335,0.7
2025/09/04,22:00,14.7,0.0,87,335,0.7
2025/09/04,23:00,13.9,0.0,89,334,0.2
2025/09/05,00:00,13.9,0.0,91,303,0.0
2025/09/05,01:00,13.7,0.0,91,294,0.0
2025/09/05,02:00,13.5,0.0,93,284,0.0
2025/09/05,03:00,13.6,0.0,91,223,0.0
2025/09/05,04:00,13.9,0.0,92,276,0.0
2025/09/05,05:00,14.1,0.0,91,245,0.5
2025/09/05,06:00,14.1,0.0,92,257,1.3
2025/09/05,07:00,14.3,0.0,89,242,1.5
2025/09/05,08:00,14.8,0.0,86,252,0.7
2025/09/05,09:00,15.4,0.0,82,268,1.6
2025/09/05,10:00,16.1,0.0,77,275,1.0
2025/09/05,11:00,17.9,0.0,69,243,2.6
2025/09/05,12:00,19.9,0.0,60,260,2.6
2025/09/05,13:00,21.3,0.0,56,270,2.6
2025/09/05,14:00,22.8,0.0,53,265,2.6
2025/09/05,15:00,22.8,0.0,53,265,2.6
2025/09/05,16:00,22.6,0.0,55,271,2.7
2025/09/05,17:00,21.6,0.0,58,280,2.3
2025/09/05,18:00,19.9,0.0,67,277,2.2
2025/09/05,19:00,17.7,0.0,75,263,0.3
2025/09/05,20:00,16.3,0.0,83,267,1.7
2025/09/05,21:00,15.2,0.0,85,300,0.3
2025/09/05,22:00,14.6,0.0,89,276,0.8
2025/09/05,23:00,14.3,0.0,89,273,0.1
2025/09/06,00:00,14.4,0.0,89,357,0.4
2025/09/06,01:00,14.2,0.0,90,314,0.0
2025/09/06,02:00,13.8,0.0,91,24,0.1
2025/09/06,03:00,13.9,0.0,92,334,0.0
2025/09/06,04:00,13.6,0.0,94,227,0.3
2025/09/06,05:00,13.3,0.0,95,217,0.0
2025/09/06,06:00,13.4,0.0,94,152,0.0
