Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : FONAGRO
Departamento :,ICA,Provincia :,CHINCHA,Distrito :,ALTO LARAN
Latitud :,13°27'34'',Longitud :,76°9'6'',Altitud :,47 msnm.
Tipo :,EAMA - Meteorológica,Código :,4728B11C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/12/01,00:00,20.1,0.0,82,259,0.6
2023/12/01,01:00,20.1,0.0,85,302,1.2
2023/12/01,02:00,19.9,0.0,86,252,0.8
2023/12/01,03:00,19.7,0.0,88,221,0.9
2023/12/01,04:00,19.5,0.0,88,187,0.0
2023/12/01,05:00,19.4,0.0,87,197,0.3
2023/12/01,06:00,19.1,0.0,87,196,0.1
2023/12/01,07:00,20.1,0.0,81,179,0.5
2023/12/01,08:00,22.5,0.0,71,223,0.6
2023/12/01,09:00,23.8,0.0,70,249,1.8
2023/12/01,10:00,24.2,0.0,70,267,2.5
2023/12/01,11:00,24.6,0.0,71,269,2.9
2023/12/01,12:00,24.9,0.0,69,269,2.8
2023/12/01,13:00,25.4,0.0,64,262,3.2
2023/12/01,14:00,25.6,0.0,62,266,2.9
2023/12/01,15:00,25.5,0.0,63,270,2.6
2023/12/01,16:00,25.7,0.0,63,261,2.2
2023/12/01,17:00,25.3,0.0,64,274,2.2
2023/12/01,18:00,24.3,0.0,67,273,2.4
2023/12/01,19:00,22.4,0.0,81,290,1.5
2023/12/01,20:00,21.6,0.0,81,215,1.0
2023/12/01,21:00,21.1,0.0,82,222,1.0
2023/12/01,22:00,21.0,0.0,82,196,0.5
2023/12/01,23:00,20.8,0.0,81,177,0.3
2023/12/02,00:00,20.6,0.0,81,337,0.2
2023/12/02,01:00,20.2,0.0,84,331,0.9
2023/12/02,02:00,20.2,0.0,88,302,1.5
2023/12/02,03:00,19.7,0.0,89,241,0.7
2023/12/02,04:00,19.1,0.0,89,128,0.8
2023/12/02,05:00,19.3,0.0,87,121,0.0
2023/12/02,06:00,19.7,0.0,87,175,0.3
2023/12/02,07:00,20.3,0.0,86,177,0.6
2023/12/02,08:00,21.5,0.0,82,216,0.8
2023/12/02,09:00,23.0,0.0,77,241,1.6
2023/12/02,10:00,24.1,0.0,72,250,2.7
2023/12/02,11:00,24.1,0.0,72,263,3.3
2023/12/02,12:00,24.4,0.0,71,258,2.9
2023/12/02,13:00,25.1,0.0,67,251,2.9
2023/12/02,14:00,25.8,0.0,63,240,3.0
2023/12/02,15:00,26.1,0.0,60,235,2.7
2023/12/02,16:00,25.8,0.0,61,250,2.9
2023/12/02,17:00,25.0,0.0,63,240,2.5
2023/12/02,18:00,23.8,0.0,67,228,1.8
2023/12/02,19:00,22.1,0.0,75,224,1.6
2023/12/02,20:00,20.9,0.0,81,213,1.1
2023/12/02,21:00,20.4,0.0,83,247,0.8
2023/12/02,22:00,20.1,0.0,85,285,0.2
2023/12/02,23:00,19.7,0.0,84,220,0.3
2023/12/03,00:00,19.2,0.0,83,278,0.3
2023/12/03,01:00,19.1,0.0,87,282,0.8
2023/12/03,02:00,18.6,0.0,88,344,0.2
2023/12/03,03:00,18.3,0.0,90,309,0.6
2023/12/03,04:00,18.6,0.0,92,335,1.3
2023/12/03,05:00,19.0,0.0,91,307,2.0
2023/12/03,06:00,18.9,0.0,90,302,2.2
2023/12/03,07:00,18.7,0.0,92,297,2.3
2023/12/03,08:00,18.6,0.0,95,296,1.6
2023/12/03,09:00,19.0,0.0,95,287,1.4
2023/12/03,10:00,19.7,0.0,90,270,2.0
2023/12/03,11:00,20.3,0.0,86,264,1.9
2023/12/03,12:00,21.5,0.0,80,252,1.8
2023/12/03,13:00,23.2,0.0,73,236,2.5
2023/12/03,14:00,23.6,0.0,71,243,2.9
2023/12/03,15:00,23.9,0.0,70,250,3.0
2023/12/03,16:00,23.6,0.0,69,256,3.2
2023/12/03,17:00,23.4,0.0,69,265,2.7
2023/12/03,18:00,22.9,0.0,71,266,1.4
2023/12/03,19:00,21.3,0.0,78,241,1.6
2023/12/03,20:00,20.2,0.0,80,222,1.4
2023/12/03,21:00,19.5,0.0,79,290,0.3
2023/12/03,22:00,18.9,0.0,83,328,1.0
2023/12/03,23:00,18.8,0.0,87,337,2.0
2023/12/04,00:00,18.5,0.0,87,323,1.8
2023/12/04,01:00,18.0,0.0,89,325,1.5
2023/12/04,02:00,17.6,0.0,91,331,1.4
2023/12/04,03:00,17.3,0.0,92,332,1.3
2023/12/04,04:00,17.4,0.0,92,338,1.1
2023/12/04,05:00,17.8,0.0,93,323,0.8
2023/12/04,06:00,18.4,0.0,93,314,2.0
2023/12/04,07:00,18.6,0.0,91,297,1.5
2023/12/04,08:00,18.8,0.0,90,309,1.3
2023/12/04,09:00,19.4,0.0,88,268,2.2
2023/12/04,10:00,19.8,0.0,85,271,2.5
2023/12/04,11:00,20.8,0.0,80,281,2.6
2023/12/04,12:00,21.9,0.0,75,273,2.2
2023/12/04,13:00,22.7,0.0,72,275,3.4
2023/12/04,14:00,22.6,0.0,72,275,3.8
2023/12/04,15:00,22.3,0.0,72,276,3.5
2023/12/04,16:00,22.1,0.0,73,278,3.3
2023/12/04,17:00,21.6,0.0,76,279,2.6
2023/12/04,18:00,20.9,0.0,77,264,2.0
2023/12/04,19:00,20.0,0.0,81,267,0.5
2023/12/04,20:00,19.4,0.0,83,24,0.2
2023/12/04,21:00,19.0,0.0,86,289,0.0
2023/12/04,22:00,18.5,0.0,87,310,0.9
2023/12/04,23:00,18.1,0.0,89,325,0.7
2023/12/05,00:00,17.6,0.0,90,342,1.0
2023/12/05,01:00,17.5,0.0,91,323,1.0
2023/12/05,02:00,17.3,0.0,91,329,1.0
2023/12/05,03:00,16.9,0.0,91,348,0.7
2023/12/05,04:00,16.9,0.0,92,11,0.5
2023/12/05,05:00,16.9,0.0,93,344,0.8
2023/12/05,06:00,16.9,0.0,94,8,0.1
2023/12/05,07:00,17.9,0.0,94,194,0.0
2023/12/05,08:00,19.1,0.0,90,301,1.0
2023/12/05,09:00,20.5,0.0,82,280,0.9
2023/12/05,10:00,22.1,0.0,76,270,2.0
2023/12/05,11:00,23.3,0.0,70,277,2.5
2023/12/05,12:00,24.1,0.0,68,263,3.0
2023/12/05,13:00,24.8,0.0,65,257,3.1
2023/12/05,14:00,24.4,0.0,66,253,3.0
2023/12/05,15:00,24.3,0.0,66,260,3.0
2023/12/05,16:00,23.2,0.0,71,278,2.7
2023/12/05,17:00,22.1,0.0,77,280,2.6
2023/12/05,18:00,21.5,0.0,80,297,2.0
2023/12/05,19:00,20.9,0.0,83,296,1.5
2023/12/05,20:00,20.3,0.0,87,291,1.5
2023/12/05,21:00,20.0,0.0,88,309,1.3
2023/12/05,22:00,19.8,0.0,89,301,0.9
2023/12/05,23:00,19.6,S/D,90,S/D,S/D
2023/12/06,00:00,19.3,0.0,91,276,0.2
2023/12/06,01:00,19.2,0.0,91,297,0.9
2023/12/06,02:00,19.0,0.0,91,309,0.9
2023/12/06,03:00,18.6,0.0,93,333,0.8
2023/12/06,04:00,18.3,0.0,94,318,0.7
2023/12/06,05:00,18.0,0.0,95,344,0.8
2023/12/06,06:00,18.4,0.0,95,333,0.9
2023/12/06,07:00,19.1,0.0,93,351,0.7
2023/12/06,08:00,20.7,0.0,84,251,1.1
2023/12/06,09:00,22.0,0.0,79,255,1.8
2023/12/06,10:00,23.2,0.0,75,262,2.4
2023/12/06,11:00,23.7,0.0,73,266,2.9
2023/12/06,12:00,23.9,0.0,72,266,3.3
2023/12/06,13:00,23.9,0.0,72,276,3.1
2023/12/06,14:00,23.9,0.0,72,271,3.3
2023/12/06,15:00,24.3,0.0,69,269,3.3
2023/12/06,16:00,23.8,0.0,71,274,3.1
2023/12/06,17:00,23.4,0.0,74,280,3.0
2023/12/06,18:00,22.6,0.0,77,275,1.8
