Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : FONAGRO
Departamento :,ICA,Provincia :,CHINCHA,Distrito :,ALTO LARAN
Latitud :,13°27'34'',Longitud :,76°9'6'',Altitud :,47 msnm.
Tipo :,EAMA - Meteorológica,Código :,4728B11C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/05/01,00:00,S/D,S/D,S/D,S/D,S/D
2022/05/01,01:00,16.8,0.0,91,49,0.2
2022/05/01,02:00,16.8,0.0,91,37,0.6
2022/05/01,03:00,16.7,0.0,91,300,0.2
2022/05/01,04:00,16.3,0.0,93,133,0.5
2022/05/01,05:00,15.7,0.0,94,77,0.5
2022/05/01,06:00,15.6,0.0,94,80,0.3
2022/05/01,07:00,15.7,0.0,94,293,0.1
2022/05/01,08:00,17.9,0.0,88,334,1.0
2022/05/01,09:00,19.9,0.0,81,291,2.3
2022/05/01,10:00,20.3,0.0,78,287,3.3
2022/05/01,11:00,20.6,0.0,77,281,3.5
2022/05/01,12:00,21.2,0.0,73,279,3.5
2022/05/01,13:00,22.0,0.0,68,282,3.4
2022/05/01,14:00,22.5,0.0,66,279,2.8
2022/05/01,15:00,22.3,0.0,68,266,2.8
2022/05/01,16:00,22.0,0.0,70,271,2.0
2022/05/01,17:00,21.3,0.0,73,272,2.3
2022/05/01,18:00,19.5,0.0,81,303,2.2
2022/05/01,19:00,19.1,0.0,81,314,1.6
2022/05/01,20:00,19.0,0.0,81,305,1.0
2022/05/01,21:00,18.9,0.0,80,288,0.3
2022/05/01,22:00,18.7,0.0,83,289,1.2
2022/05/01,23:00,18.1,0.0,88,313,1.6
2022/05/02,00:00,17.9,0.0,87,315,1.8
2022/05/02,01:00,17.5,0.0,88,319,0.9
2022/05/02,02:00,17.1,0.0,90,324,1.2
2022/05/02,03:00,16.8,0.0,90,276,0.6
2022/05/02,04:00,16.1,0.0,93,316,0.5
2022/05/02,05:00,15.5,0.0,94,63,0.1
2022/05/02,06:00,15.3,0.0,94,112,1.0
2022/05/02,07:00,15.2,0.0,94,68,1.0
2022/05/02,08:00,17.6,0.0,88,45,0.4
2022/05/02,09:00,19.9,0.0,78,196,0.6
2022/05/02,10:00,21.3,0.0,75,238,2.4
2022/05/02,11:00,20.9,0.0,77,251,3.0
2022/05/02,12:00,21.1,0.0,74,261,2.9
2022/05/02,13:00,21.6,0.0,70,263,2.0
2022/05/02,14:00,22.2,0.0,68,266,2.6
2022/05/02,15:00,22.5,0.0,68,264,2.1
2022/05/02,16:00,22.6,0.0,66,269,2.4
2022/05/02,17:00,21.6,0.0,71,274,2.4
2022/05/02,18:00,19.8,0.0,78,297,2.1
2022/05/02,19:00,18.5,0.0,84,295,1.2
2022/05/02,20:00,18.2,0.0,86,282,0.9
2022/05/02,21:00,17.6,0.0,89,30,0.4
2022/05/02,22:00,17.1,0.0,89,47,1.0
2022/05/02,23:00,16.9,0.0,89,175,0.6
2022/05/03,00:00,16.3,0.0,92,272,0.1
2022/05/03,01:00,16.1,0.0,92,151,0.4
2022/05/03,02:00,15.9,0.0,92,83,1.1
2022/05/03,03:00,15.3,0.0,93,26,0.7
2022/05/03,04:00,15.3,0.0,94,250,0.4
2022/05/03,05:00,14.8,0.0,94,48,0.2
2022/05/03,06:00,14.7,0.0,95,45,1.1
2022/05/03,07:00,15.3,0.0,95,86,0.1
2022/05/03,08:00,17.8,0.0,88,349,0.8
2022/05/03,09:00,19.9,0.0,75,259,0.7
2022/05/03,10:00,21.9,0.0,68,259,1.5
2022/05/03,18:00,S/D,S/D,S/D,S/D,S/D
2022/05/03,19:00,19.4,0.0,79,318,0.3
2022/05/03,20:00,18.9,0.0,80,190,0.8
2022/05/03,21:00,18.2,0.0,83,150,0.3
2022/05/03,22:00,17.6,0.0,85,146,0.4
2022/05/03,23:00,17.0,0.0,88,48,0.1
2022/05/04,00:00,16.8,0.0,89,94,0.4
2022/05/04,01:00,16.4,0.0,89,58,0.5
2022/05/04,02:00,15.8,0.0,91,17,0.3
2022/05/04,03:00,15.7,0.0,92,13,1.0
2022/05/04,04:00,15.6,0.0,92,81,0.2
2022/05/04,05:00,15.4,0.0,93,134,0.4
2022/05/04,06:00,15.1,0.0,94,53,0.4
2022/05/04,07:00,15.6,0.0,94,98,0.2
2022/05/04,08:00,17.8,0.0,90,23,0.4
2022/05/04,09:00,19.1,0.0,84,281,0.5
2022/05/04,10:00,20.4,0.0,80,279,1.5
2022/05/04,11:00,22.2,0.0,71,282,2.3
2022/05/04,12:00,22.5,0.0,69,288,3.6
2022/05/04,13:00,23.4,0.0,65,289,3.1
2022/05/04,14:00,22.4,0.0,71,273,3.8
2022/05/04,15:00,21.0,0.0,76,272,3.3
2022/05/04,16:00,20.7,0.0,75,281,2.2
2022/05/04,17:00,20.4,0.0,75,268,1.6
2022/05/04,18:00,19.5,0.0,78,313,1.4
2022/05/04,19:00,18.6,0.0,81,344,0.8
2022/05/04,20:00,18.2,0.0,86,279,1.0
2022/05/04,21:00,17.5,0.0,92,272,1.3
2022/05/04,22:00,17.0,0.0,93,321,1.1
2022/05/04,23:00,16.5,0.0,95,326,1.2
2022/05/05,00:00,15.9,0.0,95,2,1.1
2022/05/05,01:00,15.8,0.0,95,358,0.9
2022/05/05,02:00,15.3,0.0,95,39,0.4
2022/05/05,03:00,15.0,0.0,95,181,0.1
2022/05/05,04:00,15.0,0.0,95,45,0.5
2022/05/05,05:00,16.0,0.0,95,341,0.6
2022/05/05,06:00,16.3,0.0,95,346,0.4
2022/05/05,07:00,16.3,0.0,94,344,0.8
2022/05/05,08:00,16.4,0.0,94,289,1.0
2022/05/05,09:00,16.6,0.0,92,319,0.5
2022/05/05,10:00,17.8,0.0,87,349,0.6
2022/05/05,11:00,20.6,0.0,75,270,0.9
2022/05/05,12:00,22.2,0.0,72,266,1.9
2022/05/05,13:00,22.6,0.0,68,262,3.8
2022/05/05,14:00,21.6,0.0,72,256,3.3
2022/05/05,15:00,21.2,0.0,75,255,2.6
2022/05/05,19:00,S/D,0.0,S/D,319,1.9
2022/05/05,20:00,17.7,0.0,90,305,1.3
2022/05/05,21:00,17.5,0.0,91,297,1.6
2022/05/05,22:00,17.3,0.0,93,316,1.4
2022/05/05,23:00,17.1,0.0,93,329,1.3
2022/05/06,00:00,16.5,0.0,94,0,1.5
2022/05/06,01:00,16.0,0.0,94,348,0.9
2022/05/06,02:00,15.5,0.0,95,347,1.0
2022/05/06,03:00,15.4,0.0,95,325,0.9
2022/05/06,04:00,16.1,0.0,94,12,0.6
2022/05/06,05:00,16.5,0.0,93,333,0.5
2022/05/06,06:00,16.5,0.0,92,316,0.6
2022/05/06,07:00,16.7,0.0,91,267,0.6
2022/05/06,08:00,17.1,0.0,89,172,0.2
2022/05/06,09:00,17.8,0.0,86,208,0.5
2022/05/06,10:00,18.6,0.0,83,212,0.3
2022/05/06,11:00,20.5,0.0,77,287,0.8
2022/05/06,12:00,21.9,0.0,73,266,2.8
2022/05/06,13:00,22.4,0.0,70,236,2.8
2022/05/06,14:00,22.8,0.0,68,237,3.0
2022/05/06,15:00,23.3,0.0,68,240,2.8
2022/05/06,19:00,S/D,0.0,S/D,278,1.4
2022/05/06,20:00,18.1,0.0,91,291,1.5
2022/05/06,21:00,17.8,0.0,92,294,1.4
2022/05/06,22:00,17.4,0.0,94,299,1.3
2022/05/06,23:00,17.2,0.0,95,328,1.5
2022/05/07,00:00,17.1,0.0,94,323,1.8
2022/05/07,01:00,16.7,0.0,95,319,2.0
2022/05/07,02:00,16.4,0.0,96,309,1.9
2022/05/07,03:00,16.0,0.0,97,322,1.6
2022/05/07,04:00,16.1,0.0,96,320,1.5
2022/05/07,05:00,16.2,0.0,95,305,0.8
2022/05/07,06:00,16.0,0.0,96,276,0.9
2022/05/07,07:00,16.0,0.0,96,131,0.3
2022/05/07,08:00,16.5,0.0,93,117,0.7
2022/05/07,09:00,18.0,0.0,86,87,0.7
2022/05/07,10:00,21.2,0.0,73,55,0.3
2022/05/07,11:00,23.7,0.0,64,267,1.5
2022/05/07,12:00,24.8,0.0,60,265,2.5
2022/05/07,14:00,S/D,0.0,S/D,239,3.5
2022/05/07,15:00,21.5,0.0,75,233,3.1
2022/05/07,16:00,20.9,0.0,78,235,2.4
2022/05/07,17:00,20.5,0.0,79,250,1.5
2022/05/07,18:00,19.0,0.0,86,278,1.5
2022/05/07,19:00,17.9,0.0,90,320,0.8
2022/05/07,20:00,17.6,0.0,90,194,0.4
2022/05/07,21:00,17.3,0.0,91,191,0.8
2022/05/07,22:00,16.9,0.0,92,158,0.7
2022/05/07,23:00,16.3,0.0,93,83,0.7
2022/05/08,00:00,15.7,0.0,94,54,0.4
2022/05/08,01:00,15.4,0.0,94,165,0.0
2022/05/08,02:00,15.2,0.0,95,85,0.6
2022/05/08,03:00,15.3,0.0,95,94,0.9
2022/05/08,04:00,14.6,0.0,95,108,0.1
2022/05/08,05:00,14.9,0.0,96,190,0.2
2022/05/08,06:00,15.8,0.0,97,110,0.8
2022/05/08,07:00,16.0,0.0,98,93,0.7
2022/05/08,08:00,16.3,0.0,98,344,0.2
2022/05/08,09:00,17.0,0.0,95,7,0.6
2022/05/08,10:00,20.0,0.0,82,302,0.7
2022/05/08,11:00,21.3,0.0,77,266,2.3
2022/05/08,12:00,21.8,0.0,74,259,2.8
2022/05/08,13:00,21.8,0.0,72,264,3.2
2022/05/08,14:00,22.2,0.0,70,279,2.5
2022/05/08,19:00,S/D,0.0,S/D,317,1.5
2022/05/08,20:00,18.1,0.0,90,313,1.6
2022/05/08,21:00,17.7,0.0,91,312,1.5
2022/05/08,22:00,17.1,0.0,93,320,0.9
2022/05/08,23:00,16.6,0.0,94,348,1.0
2022/05/09,00:00,16.1,0.0,94,16,1.1
2022/05/09,01:00,15.7,0.0,95,355,1.5
2022/05/09,02:00,16.3,0.0,95,338,1.2
2022/05/09,03:00,16.5,0.0,95,356,0.9
2022/05/09,04:00,16.1,0.0,96,1,0.5
2022/05/09,05:00,16.1,0.0,95,337,0.2
2022/05/09,06:00,16.0,0.0,96,210,0.1
