Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : FONAGRO
Departamento :,ICA,Provincia :,CHINCHA,Distrito :,ALTO LARAN
Latitud :,13°27'34'',Longitud :,76°9'6'',Altitud :,47 msnm.
Tipo :,EAMA - Meteorológica,Código :,4728B11C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/12/15,15:00,S/D,S/D,S/D,S/D,S/D
2021/12/15,16:00,22.4,0.0,75,348,3.0
2021/12/15,17:00,21.5,0.0,79,0,3.0
2021/12/15,18:00,20.9,0.0,82,0,2.1
2021/12/15,19:00,19.4,0.0,88,0,2.1
2021/12/15,20:00,18.8,0.0,90,0,1.6
2021/12/15,21:00,18.6,2.8,91,0,1.3
2021/12/15,22:00,18.3,S/D,92,0,1.0
2021/12/15,23:00,18.0,S/D,93,0,1.1
2021/12/16,00:00,17.6,S/D,94,0,0.7
2021/12/16,01:00,17.1,S/D,95,0,1.1
2021/12/16,02:00,16.8,S/D,95,0,1.0
2021/12/16,03:00,17.4,S/D,95,0,1.4
2021/12/16,04:00,17.6,S/D,96,0,1.6
2021/12/16,05:00,17.6,S/D,95,0,1.2
2021/12/16,06:00,17.6,S/D,94,0,0.8
2021/12/16,07:00,17.8,S/D,94,0,0.5
2021/12/16,08:00,18.2,S/D,92,0,0.6
2021/12/16,09:00,18.8,S/D,89,0,1.0
2021/12/16,10:00,18.8,S/D,90,0,1.8
2021/12/16,11:00,19.9,S/D,85,0,1.4
2021/12/16,13:00,S/D,0.2,S/D,272,3.3
2021/12/16,14:00,22.7,0.0,73,264,3.1
2021/12/16,15:00,22.1,1.8,75,270,2.9
2021/12/16,16:00,22.0,0.0,75,279,2.7
2021/12/16,17:00,21.5,0.7,77,280,2.9
2021/12/16,18:00,20.7,0.0,81,297,2.4
2021/12/16,19:00,19.9,0.0,85,304,1.9
2021/12/16,20:00,19.4,0.0,88,311,2.3
2021/12/16,21:00,19.2,0.0,89,315,1.8
2021/12/16,22:00,18.8,0.0,90,319,1.3
2021/12/16,23:00,18.6,0.0,91,334,1.4
