Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : FONAGRO
Departamento :,ICA,Provincia :,CHINCHA,Distrito :,ALTO LARAN
Latitud :,13°27'34'',Longitud :,76°9'6'',Altitud :,47 msnm.
Tipo :,EAMA - Meteorológica,Código :,4728B11C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/12/01,00:00,19.6,0.0,92,326,1.1
2024/12/01,01:00,19.6,0.0,91,324,1.4
2024/12/01,02:00,19.4,0.0,91,312,1.6
2024/12/01,03:00,19.4,0.0,92,331,1.1
2024/12/01,04:00,19.5,0.0,92,314,0.8
2024/12/01,05:00,19.4,0.0,90,254,0.8
2024/12/01,06:00,19.4,0.0,90,293,0.2
2024/12/01,07:00,20.0,0.0,89,330,1.4
2024/12/01,08:00,21.1,0.0,84,319,1.4
2024/12/01,09:00,21.6,0.0,81,287,2.3
2024/12/01,10:00,22.4,0.0,76,277,2.5
2024/12/01,11:00,23.8,0.0,73,275,3.0
2024/12/01,12:00,24.1,0.0,72,275,3.1
2024/12/01,13:00,24.6,0.0,69,271,3.2
2024/12/01,14:00,24.4,0.0,72,264,3.1
2024/12/01,15:00,23.7,0.0,71,251,2.6
2024/12/01,16:00,23.2,0.0,73,278,1.9
2024/12/01,17:00,22.6,0.0,78,280,2.4
2024/12/01,18:00,21.8,0.0,80,286,2.0
2024/12/01,19:00,21.0,0.0,83,263,1.4
2024/12/01,20:00,20.7,0.0,83,213,0.7
2024/12/01,21:00,20.6,0.0,83,317,0.5
2024/12/01,22:00,20.5,0.0,86,293,1.2
2024/12/01,23:00,20.1,0.0,89,322,1.7
2024/12/02,00:00,19.7,0.0,90,300,1.4
2024/12/02,01:00,19.6,0.0,90,306,1.4
2024/12/02,02:00,19.5,0.0,91,310,2.0
2024/12/02,03:00,19.2,0.0,93,299,1.8
2024/12/02,04:00,19.0,0.0,94,304,0.8
2024/12/02,05:00,19.1,0.0,94,315,0.9
2024/12/02,06:00,19.2,0.0,94,288,1.4
2024/12/02,07:00,19.3,0.0,93,294,1.6
2024/12/02,08:00,20.0,0.0,89,294,1.7
2024/12/02,09:00,20.6,0.0,86,286,2.5
2024/12/02,10:00,21.8,0.0,80,282,1.9
2024/12/02,11:00,23.1,0.0,76,290,2.2
2024/12/02,12:00,22.9,0.0,76,274,3.3
2024/12/02,13:00,23.4,0.0,74,269,3.1
2024/12/02,14:00,23.6,0.0,73,263,3.8
