Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : FONAGRO
Departamento :,ICA,Provincia :,CHINCHA,Distrito :,ALTO LARAN
Latitud :,13°27'34'',Longitud :,76°9'6'',Altitud :,47 msnm.
Tipo :,EAMA - Meteorológica,Código :,4728B11C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/11/01,00:00,16.7,0.0,93,346,1.3
2023/11/01,01:00,16.3,0.0,94,357,1.1
2023/11/01,02:00,16.0,0.0,95,9,1.4
2023/11/01,03:00,16.2,0.0,95,1,1.2
2023/11/01,04:00,16.1,0.0,96,343,1.1
2023/11/01,05:00,16.9,0.0,96,342,1.4
2023/11/01,06:00,17.2,0.0,96,314,2.5
2023/11/01,07:00,17.3,0.0,96,313,2.5
2023/11/01,08:00,17.4,0.0,96,301,2.2
2023/11/01,09:00,17.5,0.0,96,287,2.3
2023/11/01,10:00,17.8,0.0,96,289,2.5
2023/11/01,11:00,18.6,0.0,90,283,2.7
2023/11/01,12:00,19.3,0.0,85,275,2.4
2023/11/01,13:00,19.5,0.0,84,274,2.5
2023/11/01,14:00,19.6,0.0,83,269,2.4
2023/11/01,15:00,20.0,0.0,81,271,2.3
2023/11/01,16:00,19.9,0.0,82,265,2.2
2023/11/01,17:00,19.6,0.0,82,277,2.0
2023/11/01,18:00,19.3,0.0,81,303,1.8
2023/11/01,19:00,19.0,0.0,83,303,1.6
2023/11/01,20:00,18.7,0.0,84,299,1.3
2023/11/01,21:00,18.6,0.0,85,318,1.1
2023/11/01,22:00,18.5,0.0,86,326,1.1
2023/11/01,23:00,18.4,0.0,87,285,1.7
2023/11/02,00:00,18.3,0.0,87,295,1.5
2023/11/02,01:00,18.2,0.0,89,307,1.3
2023/11/02,02:00,18.0,0.0,88,215,0.5
2023/11/02,03:00,18.0,0.0,88,261,0.2
2023/11/02,04:00,17.9,0.0,90,316,1.8
2023/11/02,05:00,17.7,0.0,91,314,1.6
2023/11/02,06:00,17.7,0.0,91,310,1.1
2023/11/02,07:00,17.8,0.0,90,300,1.5
2023/11/02,08:00,18.7,0.0,86,302,2.3
2023/11/02,09:00,19.8,0.0,80,292,2.2
2023/11/02,10:00,20.0,0.0,78,282,2.9
2023/11/02,11:00,21.2,0.0,73,279,2.6
2023/11/02,12:00,21.9,0.0,69,281,2.9
2023/11/02,13:00,22.4,0.0,68,269,3.0
2023/11/02,15:00,23.2,0.0,63,254,3.6
2023/11/02,16:00,22.9,0.0,63,253,3.1
2023/11/02,17:00,22.3,0.0,65,229,2.3
2023/11/02,18:00,20.8,0.0,75,220,2.6
2023/11/02,19:00,19.5,0.0,82,263,1.3
2023/11/02,20:00,19.1,0.0,83,296,1.6
2023/11/02,21:00,18.2,0.0,87,312,1.8
2023/11/02,22:00,17.1,0.0,90,321,1.1
2023/11/02,23:00,16.2,0.0,91,342,1.2
2023/11/03,00:00,15.6,0.0,92,346,0.7
2023/11/03,01:00,15.0,0.0,93,327,0.6
2023/11/03,02:00,14.4,0.0,94,76,0.7
2023/11/03,03:00,15.1,0.0,94,81,0.8
2023/11/03,04:00,16.3,0.0,94,99,0.2
2023/11/03,05:00,16.9,0.0,93,94,0.1
2023/11/03,06:00,17.2,0.0,92,319,0.0
2023/11/03,07:00,17.5,0.0,91,86,0.0
2023/11/03,08:00,18.1,0.0,89,220,0.6
2023/11/03,09:00,18.6,0.0,85,264,1.3
2023/11/03,10:00,18.9,0.0,83,269,1.5
2023/11/03,11:00,19.4,0.0,81,268,1.9
2023/11/03,12:00,19.7,0.0,79,274,2.3
2023/11/03,13:00,20.7,0.0,75,258,2.2
2023/11/03,14:00,21.5,0.0,71,256,2.1
2023/11/03,15:00,21.6,0.0,71,262,2.3
2023/11/03,16:00,21.3,0.0,71,254,2.1
2023/11/03,17:00,21.3,0.0,70,237,2.5
2023/11/03,18:00,20.1,0.0,74,226,2.3
2023/11/03,19:00,18.8,0.0,81,202,0.8
2023/11/03,20:00,17.7,0.0,85,54,0.2
2023/11/03,21:00,18.0,0.0,83,172,1.1
2023/11/03,22:00,17.3,0.0,85,219,0.5
2023/11/04,00:00,15.4,0.0,91,43,0.8
2023/11/04,01:00,14.7,0.0,92,27,1.1
2023/11/04,02:00,14.0,0.0,93,7,0.7
2023/11/04,03:00,14.0,0.0,94,331,1.4
2023/11/04,04:00,13.9,0.0,95,2,1.4
2023/11/04,05:00,13.1,0.0,95,61,1.6
2023/11/04,06:00,12.7,0.0,95,66,1.8
2023/11/04,07:00,15.0,0.0,92,45,1.2
2023/11/04,08:00,18.8,0.0,85,310,1.9
2023/11/04,09:00,20.1,0.0,79,283,3.0
2023/11/04,10:00,21.3,0.0,73,282,3.4
