Fecha,DV,VV
2026-05-01 13:40:00,319.0,6.2
2026-05-01 13:50:00,317.0,5.8
2026-05-01 14:00:00,322.0,5.2
2026-05-01 14:10:00,313.0,5.2
2026-05-01 14:20:00,322.0,5.6
2026-05-01 14:30:00,318.0,5.9
2026-05-01 14:40:00,326.0,4.8
2026-05-01 14:50:00,314.0,5.3
2026-05-01 15:00:00,327.0,5.6
2026-05-01 15:10:00,312.0,5.8
2026-05-01 15:20:00,309.0,5.2
2026-05-01 15:30:00,319.0,5.3
2026-05-01 15:40:00,333.0,4.7
2026-05-01 15:50:00,310.0,5.7
2026-05-01 16:00:00,340.0,5.5
2026-05-01 16:10:00,334.0,6.0
2026-05-01 16:20:00,328.0,5.5
2026-05-01 16:30:00,337.0,4.9
2026-05-01 16:40:00,286.0,4.3
2026-05-01 16:50:00,305.0,4.1
2026-05-01 17:00:00,306.0,4.7
2026-05-01 17:10:00,301.0,4.6
2026-05-01 17:20:00,323.0,4.0
2026-05-01 17:30:00,305.0,4.6
2026-05-01 17:40:00,314.0,4.0
2026-05-01 17:50:00,321.0,4.3
2026-05-01 18:00:00,331.0,4.6
2026-05-01 18:10:00,342.0,4.7
2026-05-01 18:20:00,338.0,4.3
2026-05-01 18:30:00,325.0,5.0
2026-05-01 18:40:00,331.0,5.1
2026-05-01 18:50:00,331.0,4.5
2026-05-01 19:00:00,329.0,4.3
2026-05-01 19:10:00,318.0,4.8
2026-05-01 19:20:00,330.0,5.0
2026-05-01 19:30:00,314.0,4.3
2026-05-01 19:40:00,328.0,5.0
2026-05-01 19:50:00,331.0,4.9
2026-05-01 20:00:00,330.0,4.8
2026-05-01 20:10:00,320.0,5.0
2026-05-01 20:20:00,323.0,3.9
2026-05-01 20:30:00,328.0,4.7
2026-05-01 20:40:00,310.0,4.7
2026-05-01 20:50:00,334.0,5.1
2026-05-01 21:00:00,332.0,5.1
2026-05-01 21:10:00,335.0,4.8
2026-05-01 21:20:00,329.0,4.6
2026-05-01 21:30:00,337.0,5.3
2026-05-01 21:40:00,312.0,5.8
2026-05-01 21:50:00,334.0,5.9
2026-05-01 22:00:00,330.0,4.9
2026-05-01 22:10:00,317.0,5.4
2026-05-01 22:20:00,322.0,4.3
2026-05-01 22:30:00,323.0,4.8
2026-05-01 22:40:00,329.0,5.4
2026-05-01 22:50:00,325.0,4.6
2026-05-01 23:00:00,312.0,4.9
2026-05-01 23:10:00,318.0,5.0
2026-05-01 23:20:00,319.0,4.8
2026-05-01 23:30:00,331.0,4.8
2026-05-01 23:40:00,315.0,5.1
2026-05-01 23:50:00,334.0,4.7
2026-05-02 00:00:00,317.0,5.1
2026-05-02 00:10:00,330.0,5.1
2026-05-02 00:20:00,337.0,4.8
2026-05-02 00:30:00,325.0,5.2
2026-05-02 00:40:00,314.0,5.1
2026-05-02 00:50:00,328.0,5.3
2026-05-02 01:00:00,325.0,5.4
2026-05-02 01:10:00,319.0,4.9
2026-05-02 01:20:00,312.0,4.7
2026-05-02 01:30:00,330.0,5.3
2026-05-02 01:40:00,330.0,4.8
2026-05-02 01:50:00,336.0,4.9
2026-05-02 02:00:00,319.0,5.2
2026-05-02 02:10:00,319.0,4.8
2026-05-02 02:20:00,326.0,5.5
2026-05-02 02:30:00,325.0,5.4
2026-05-02 02:40:00,317.0,5.4
2026-05-02 02:50:00,326.0,5.5
2026-05-02 03:00:00,316.0,5.2
2026-05-02 03:10:00,308.0,5.5
2026-05-02 03:20:00,324.0,5.5
2026-05-02 03:30:00,309.0,5.7
2026-05-02 03:40:00,327.0,5.6
2026-05-02 03:50:00,328.0,6.0
2026-05-02 04:00:00,330.0,5.9
2026-05-02 04:10:00,335.0,5.7
2026-05-02 04:20:00,327.0,5.9
2026-05-02 04:30:00,326.0,5.8
2026-05-02 04:40:00,327.0,5.6
2026-05-02 04:50:00,336.0,5.8
2026-05-02 05:00:00,319.0,5.9
2026-05-02 05:10:00,320.0,5.5
2026-05-02 05:20:00,320.0,5.9
2026-05-02 05:30:00,321.0,5.9
2026-05-02 05:40:00,317.0,5.6
2026-05-02 05:50:00,319.0,5.6
2026-05-02 06:00:00,326.0,6.5
2026-05-02 06:10:00,319.0,5.5
2026-05-02 06:20:00,319.0,5.8
2026-05-02 06:30:00,326.0,6.2
2026-05-02 06:40:00,314.0,5.5
2026-05-02 06:50:00,341.0,5.4
2026-05-02 07:00:00,306.0,5.3
2026-05-02 07:10:00,319.0,5.6
2026-05-02 07:20:00,328.0,5.7
2026-05-02 07:30:00,326.0,5.5
2026-05-02 07:40:00,328.0,6.4
2026-05-02 07:50:00,329.0,6.0
2026-05-02 08:00:00,323.0,5.1
2026-05-02 08:10:00,316.0,6.2
2026-05-02 08:20:00,314.0,5.4
2026-05-02 08:30:00,312.0,6.0
2026-05-02 08:40:00,315.0,5.2
2026-05-02 08:50:00,315.0,5.1
2026-05-02 09:00:00,314.0,5.2
2026-05-02 09:10:00,323.0,5.8
2026-05-02 09:20:00,324.0,5.4
2026-05-02 09:30:00,316.0,5.4
2026-05-02 09:40:00,311.0,6.0
2026-05-02 09:50:00,323.0,6.0
2026-05-02 10:00:00,329.0,5.7
2026-05-02 10:10:00,317.0,5.6
2026-05-02 10:20:00,308.0,5.5
2026-05-02 10:30:00,310.0,5.2
2026-05-02 10:40:00,311.0,6.0
2026-05-02 10:50:00,319.0,6.5
2026-05-02 11:00:00,316.0,6.3
2026-05-02 11:10:00,310.0,6.3
2026-05-02 11:20:00,318.0,6.2
2026-05-02 11:30:00,317.0,6.8
2026-05-02 11:40:00,312.0,6.9
2026-05-02 11:50:00,318.0,7.4
2026-05-02 12:00:00,302.0,7.3
2026-05-02 12:10:00,321.0,7.1
2026-05-02 12:20:00,315.0,7.3
2026-05-02 12:30:00,314.0,6.9
2026-05-02 12:40:00,312.0,6.1
2026-05-02 12:50:00,307.0,5.6
2026-05-02 13:00:00,311.0,6.0
2026-05-02 13:10:00,328.0,5.6
2026-05-02 13:20:00,316.0,5.2
2026-05-02 13:30:00,318.0,5.7
2026-05-02 13:40:00,337.0,6.1
2026-05-02 13:50:00,325.0,5.7
2026-05-02 14:00:00,322.0,6.2
2026-05-02 14:10:00,305.0,6.4
2026-05-02 14:20:00,330.0,6.1
2026-05-02 14:30:00,310.0,6.1
2026-05-02 14:40:00,308.0,6.6
2026-05-02 14:50:00,324.0,5.9
2026-05-02 15:00:00,318.0,5.8
2026-05-02 15:10:00,311.0,5.6
2026-05-02 15:20:00,310.0,5.3
2026-05-02 15:30:00,336.0,4.8
2026-05-02 15:40:00,310.0,4.8
2026-05-02 15:50:00,314.0,4.6
2026-05-02 16:00:00,319.0,4.4
2026-05-02 16:10:00,303.0,4.4
2026-05-02 16:20:00,324.0,5.4
2026-05-02 16:30:00,320.0,5.2
2026-05-02 16:40:00,337.0,4.7
2026-05-02 16:50:00,296.0,4.8
2026-05-02 17:00:00,305.0,4.6
2026-05-02 17:10:00,309.0,4.5
2026-05-02 17:20:00,317.0,3.5
2026-05-02 17:30:00,282.0,3.9
2026-05-02 17:40:00,21.0,3.3
2026-05-02 17:50:00,334.0,3.9
2026-05-02 18:00:00,320.0,3.8
2026-05-02 18:10:00,21.0,3.8
2026-05-02 18:20:00,311.0,3.2
2026-05-02 18:30:00,29.0,4.0
2026-05-02 18:40:00,246.0,3.5
2026-05-02 18:50:00,14.0,3.4
2026-05-02 19:00:00,35.0,3.5
2026-05-02 19:10:00,251.0,3.0
2026-05-02 19:20:00,282.0,3.8
2026-05-02 19:30:00,8.0,3.6
2026-05-02 19:40:00,350.0,4.1
2026-05-02 19:50:00,203.0,3.4
2026-05-02 20:00:00,71.0,3.7
2026-05-02 20:10:00,100.0,2.8
2026-05-02 20:20:00,25.0,3.6
2026-05-02 20:30:00,80.0,4.2
2026-05-02 20:40:00,346.0,3.2
2026-05-02 20:50:00,339.0,3.7
2026-05-02 21:00:00,23.0,3.6
2026-05-02 21:10:00,24.0,3.6
2026-05-02 21:20:00,40.0,4.0
2026-05-02 21:30:00,48.0,3.4
2026-05-02 21:40:00,245.0,2.9
2026-05-02 21:50:00,338.0,3.5
2026-05-02 22:00:00,276.0,3.1
2026-05-02 22:10:00,279.0,3.6
2026-05-02 22:20:00,221.0,3.8
2026-05-02 22:30:00,269.0,3.2
2026-05-02 22:40:00,5.0,3.5
2026-05-02 22:50:00,342.0,3.8
2026-05-02 23:00:00,290.0,3.0
2026-05-02 23:10:00,22.0,3.1
2026-05-02 23:20:00,96.0,4.0
2026-05-02 23:30:00,30.0,4.0
2026-05-02 23:40:00,74.0,3.1
2026-05-02 23:50:00,67.0,3.5
2026-05-03 00:00:00,45.0,3.4
2026-05-03 00:10:00,13.0,2.9
2026-05-03 00:20:00,21.0,3.5
2026-05-03 00:30:00,48.0,3.7
2026-05-03 00:40:00,354.0,3.4
2026-05-03 00:50:00,50.0,3.9
2026-05-03 01:00:00,35.0,3.8
2026-05-03 01:10:00,68.0,3.6
2026-05-03 01:20:00,14.0,3.4
2026-05-03 01:30:00,5.0,3.7
2026-05-03 01:40:00,4.0,3.7
2026-05-03 01:50:00,8.0,3.7
2026-05-03 02:00:00,339.0,3.7
2026-05-03 02:10:00,238.0,3.9
2026-05-03 02:20:00,278.0,4.3
2026-05-03 02:30:00,59.0,3.3
2026-05-03 02:40:00,264.0,4.3
2026-05-03 02:50:00,75.0,3.4
2026-05-03 03:00:00,210.0,3.8
2026-05-03 03:10:00,353.0,3.9
2026-05-03 03:20:00,32.0,3.0
2026-05-03 03:30:00,152.0,3.8
2026-05-03 03:40:00,239.0,3.0
2026-05-03 03:50:00,24.0,4.0
2026-05-03 04:00:00,19.0,3.0
2026-05-03 04:10:00,357.0,3.7
2026-05-03 04:20:00,344.0,3.8
2026-05-03 04:30:00,1.0,3.1
2026-05-03 04:40:00,193.0,3.6
2026-05-03 04:50:00,0.0,3.2
2026-05-03 05:00:00,315.0,3.6
2026-05-03 05:10:00,345.0,3.0
2026-05-03 05:20:00,323.0,3.3
2026-05-03 05:30:00,30.0,3.5
2026-05-03 05:40:00,263.0,3.0
2026-05-03 05:50:00,350.0,3.7
2026-05-03 06:00:00,316.0,3.6
2026-05-03 06:10:00,343.0,3.5
2026-05-03 06:20:00,15.0,3.6
2026-05-03 06:30:00,351.0,3.1
2026-05-03 06:40:00,85.0,3.5
2026-05-03 06:50:00,60.0,3.7
2026-05-03 07:00:00,303.0,3.5
2026-05-03 07:10:00,4.0,4.0
2026-05-03 07:20:00,298.0,3.1
2026-05-03 07:30:00,268.0,2.9
2026-05-03 07:40:00,292.0,3.5
2026-05-03 07:50:00,340.0,3.8
2026-05-03 08:00:00,317.0,3.4
2026-05-03 08:10:00,325.0,4.2
2026-05-03 08:20:00,315.0,3.7
2026-05-03 08:30:00,299.0,3.3
2026-05-03 08:40:00,183.0,3.8
2026-05-03 08:50:00,348.0,3.7
2026-05-03 09:00:00,10.0,4.2
2026-05-03 09:10:00,329.0,4.3
2026-05-03 09:20:00,301.0,4.1
2026-05-03 09:30:00,316.0,4.4
2026-05-03 09:40:00,315.0,4.2
2026-05-03 09:50:00,337.0,4.3
2026-05-03 10:00:00,336.0,4.3
2026-05-03 10:10:00,316.0,4.0
2026-05-03 10:20:00,320.0,3.8
2026-05-03 10:30:00,328.0,4.1
2026-05-03 10:40:00,332.0,4.0
2026-05-03 10:50:00,312.0,4.8
2026-05-03 11:00:00,310.0,4.2
2026-05-03 11:10:00,289.0,3.5
2026-05-03 11:20:00,15.0,3.7
2026-05-03 11:30:00,339.0,3.7
2026-05-03 11:40:00,277.0,3.7
2026-05-03 11:50:00,21.0,3.8
2026-05-03 12:00:00,309.0,4.0
2026-05-03 12:10:00,243.0,3.2
2026-05-03 12:20:00,106.0,3.5
2026-05-03 12:30:00,237.0,3.2
2026-05-03 12:40:00,302.0,4.0
2026-05-03 12:50:00,293.0,3.5
2026-05-03 13:00:00,312.0,4.3
2026-05-03 13:10:00,8.0,4.1
2026-05-03 13:20:00,298.0,3.5
2026-05-03 13:30:00,335.0,3.9
2026-05-03 13:40:00,266.0,3.9
2026-05-03 13:50:00,274.0,4.2
2026-05-03 14:00:00,322.0,4.2
2026-05-03 14:10:00,350.0,4.0
2026-05-03 14:20:00,66.0,4.2
2026-05-03 14:30:00,132.0,3.8
2026-05-03 14:40:00,161.0,3.7
2026-05-03 14:50:00,160.0,3.6
2026-05-03 15:00:00,163.0,3.3
2026-05-03 15:10:00,291.0,3.8
2026-05-03 15:20:00,246.0,3.8
2026-05-03 15:30:00,315.0,3.3
2026-05-03 15:40:00,78.0,3.5
2026-05-03 15:50:00,107.0,3.9
2026-05-03 16:00:00,283.0,3.9
2026-05-03 16:10:00,354.0,3.9
2026-05-03 16:20:00,328.0,3.9
2026-05-03 16:30:00,259.0,4.4
2026-05-03 16:40:00,316.0,4.2
2026-05-03 16:50:00,229.0,3.9
2026-05-03 17:00:00,231.0,3.6
2026-05-03 17:10:00,249.0,3.9
2026-05-03 17:20:00,298.0,3.2
2026-05-03 17:30:00,123.0,2.8
2026-05-03 17:40:00,196.0,3.3
2026-05-03 17:50:00,169.0,3.4
2026-05-03 18:00:00,156.0,3.8
2026-05-03 18:10:00,151.0,4.2
2026-05-03 18:20:00,146.0,3.6
2026-05-03 18:30:00,116.0,3.4
2026-05-03 18:40:00,179.0,3.5
2026-05-03 18:50:00,119.0,3.5
2026-05-03 19:00:00,129.0,3.5
2026-05-03 19:10:00,170.0,3.9
2026-05-03 19:20:00,108.0,2.9
2026-05-03 19:30:00,184.0,3.4
2026-05-03 19:40:00,139.0,4.0
2026-05-03 19:50:00,143.0,3.6
2026-05-03 20:00:00,124.0,3.7
2026-05-03 20:10:00,173.0,3.4
2026-05-03 20:20:00,92.0,3.6
2026-05-03 20:30:00,135.0,3.7
2026-05-03 20:40:00,121.0,4.5
2026-05-03 20:50:00,146.0,4.2
2026-05-03 21:00:00,164.0,3.6
2026-05-03 21:10:00,102.0,3.6
2026-05-03 21:20:00,158.0,3.6
2026-05-03 21:30:00,120.0,4.2
2026-05-03 21:40:00,191.0,3.9
2026-05-03 21:50:00,156.0,3.9
2026-05-03 22:00:00,142.0,3.7
2026-05-03 22:10:00,111.0,3.4
2026-05-03 22:20:00,110.0,3.3
2026-05-03 22:30:00,87.0,3.6
2026-05-03 22:40:00,106.0,3.8
2026-05-03 22:50:00,187.0,3.1
2026-05-03 23:00:00,162.0,3.5
2026-05-03 23:10:00,108.0,2.9
2026-05-03 23:20:00,137.0,3.5
2026-05-03 23:30:00,65.0,3.8
2026-05-03 23:40:00,140.0,3.6
2026-05-03 23:50:00,160.0,4.2
