Fecha,"Imarpe Santa Rosa - Temperatura Med - Val (ºC)","Imarpe Santa Rosa - Precipitación Acumulada - Val (mm)","Imarpe Santa Rosa - Batería - Val (V)","Imarpe Santa Rosa - Humedad Relativa - Val (%)","Imarpe Santa Rosa - Direccion de Viento - Val (º)","Imarpe Santa Rosa - Velocidad de Viento - Val (m/s)","Imarpe Santa Rosa - Presion Atmosférica - Val (hPa)","Imarpe Santa Rosa - Radiación Solar - Val (W/m2)"
"2020-02-07 10:00",20.3,0.0,14.0,100,145,3.8,1016.5,549
"2020-02-07 10:10",20.5,0.0,14.1,100,150,4.3,1016.5,599
"2020-02-07 10:20",20.3,0.0,14.1,100,155,5.0,1016.5,582
"2020-02-07 10:30",20.5,0.0,14.1,100,158,4.9,1016.4,625
"2020-02-07 10:40",20.5,0.0,14.0,100,159,4.5,1016.3,347
"2020-02-07 10:50",20.8,0.0,14.1,100,161,4.5,1016.3,717
"2020-02-07 11:00",21.2,0.0,14.1,100,158,4.5,1016.3,752
"2020-02-07 11:10",21.2,0.0,14.1,100,152,4.6,1016.2,644
"2020-02-07 11:20",21.1,0.0,14.1,100,154,4.6,1016.1,664
"2020-02-07 11:30",21.5,0.0,14.1,100,155,4.6,1016.1,1010
"2020-02-07 11:40",21.7,0.0,14.1,100,159,5.0,1016.1,967
"2020-02-07 11:50",21.7,0.0,14.1,100,154,4.4,1016.0,878
"2020-02-07 12:00",21.8,0.0,14.1,99,155,4.5,1016.0,823
"2020-02-07 12:10",21.7,0.0,14.1,99,151,4.6,1015.9,932
"2020-02-07 12:20",22.2,0.0,14.1,98,158,3.9,1015.9,1029
"2020-02-07 12:30",22.8,0.0,14.1,96,163,3.3,1015.8,1005
"2020-02-07 12:40",23.2,0.0,14.1,94,165,3.3,1015.7,1026
"2020-02-07 12:50",23.2,0.0,14.1,92,163,3.6,1015.6,1027
"2020-02-07 13:00",23.1,0.0,14.1,90,162,3.7,1015.6,1031
"2020-02-07 13:10",23.0,0.0,14.1,89,172,4.0,1015.5,1038
"2020-02-07 13:20",22.8,0.0,14.1,89,167,4.7,1015.3,1048
"2020-02-07 13:30",22.7,0.0,14.1,89,173,5.0,1015.3,1073
"2020-02-07 13:40",23.0,0.0,14.1,89,167,4.2,1015.2,728
"2020-02-07 13:50",22.9,0.0,14.1,88,162,4.1,1015.1,639
"2020-02-07 14:00",22.7,0.0,14.1,88,171,4.4,1015.0,738
"2020-02-07 14:10",22.7,0.0,14.1,89,173,3.7,1015.0,711
"2020-02-07 14:20",23.2,0.0,14.1,89,174,3.5,1015.0,668
"2020-02-07 14:30",22.5,0.0,14.1,88,172,4.0,1015.0,638
"2020-02-07 14:40",22.5,0.0,14.1,89,174,3.7,1014.9,534
"2020-02-07 14:50",22.8,0.0,14.1,90,182,3.9,1014.8,544
"2020-02-07 15:00",22.8,0.0,14.1,89,183,3.9,1014.6,638
"2020-02-07 15:10",23.5,0.0,14.1,89,177,3.4,1014.6,922
"2020-02-07 15:20",23.3,0.0,14.1,88,174,4.1,1014.5,849
"2020-02-07 15:30",22.8,0.0,14.1,88,174,4.5,1014.4,806
"2020-02-07 15:40",22.9,0.0,14.1,89,172,4.5,1014.2,796
"2020-02-07 15:50",22.4,0.0,14.1,89,170,4.9,1014.1,597
"2020-02-07 16:00",22.3,0.0,14.1,90,175,4.3,1014.1,561
"2020-02-07 16:10",22.6,0.0,14.1,91,161,4.3,1014.0,688
"2020-02-07 16:20",22.4,0.0,14.1,91,154,4.3,1014.2,633
"2020-02-07 16:30",22.1,0.0,14.1,91,149,4.6,1014.2,594
"2020-02-07 16:40",21.9,0.0,14.1,92,150,4.4,1014.1,503
"2020-02-07 16:50",21.9,0.0,14.1,92,148,4.3,1014.1,501
"2020-02-07 17:00",21.9,0.0,14.1,93,147,4.1,1014.1,449
"2020-02-07 17:10",22.4,0.0,14.1,93,140,3.8,1014.1,396
"2020-02-07 17:20",22.3,0.0,14.1,93,143,3.7,1014.1,357
"2020-02-07 17:30",22.4,0.0,14.1,92,142,3.6,1014.1,322
"2020-02-07 17:40",22.3,0.0,14.1,92,138,4.2,1014.2,288
"2020-02-07 17:50",22.4,0.0,14.1,92,135,3.8,1014.2,237
"2020-02-07 18:00",22.3,0.0,14.0,92,141,3.4,1014.4,198
"2020-02-07 18:10",22.2,0.0,14.0,92,141,3.3,1014.4,148
"2020-02-07 18:20",22.0,0.0,14.0,92,139,3.0,1014.5,92
"2020-02-07 18:30",21.7,0.0,14.0,92,137,3.2,1014.5,60
"2020-02-07 18:40",21.8,0.0,13.2,93,138,3.3,1014.6,26
"2020-02-07 18:50",21.8,0.0,13.0,93,129,3.0,1014.7,7
"2020-02-07 19:00",21.8,0.0,13.0,93,134,3.1,1014.7,1
"2020-02-07 19:10",21.7,0.0,13.0,93,129,3.2,1014.9,0
"2020-02-07 19:20",21.6,0.0,13.0,93,131,2.6,1014.9,0
"2020-02-07 19:30",21.6,0.0,13.0,94,126,2.5,1015.1,0
"2020-02-07 19:40",21.7,0.0,13.0,94,130,3.2,1015.1,0
"2020-02-07 19:50",21.7,0.0,13.0,94,129,3.1,1015.2,0
"2020-02-07 20:00",21.5,0.0,13.0,94,137,3.2,1015.3,0
"2020-02-07 20:10",21.4,0.0,13.0,94,142,2.9,1015.4,0
"2020-02-07 20:20",21.1,0.0,13.0,94,144,3.1,1015.4,0
"2020-02-07 20:30",20.9,0.0,13.0,95,149,4.3,1015.5,0
"2020-02-07 20:40",20.8,0.0,13.0,95,149,4.5,1015.6,0
"2020-02-07 20:50",20.7,0.0,13.0,96,154,5.1,1015.7,0
"2020-02-07 21:00",20.7,0.0,13.0,96,152,4.9,1015.8,0
"2020-02-07 21:10",20.5,0.0,13.0,97,150,3.8,1015.8,0
"2020-02-07 21:20",20.5,0.0,13.0,97,152,3.7,1015.9,0
