Fecha,"Imarpe Santa Rosa - Temperatura Med - Val (ºC)","Imarpe Santa Rosa - Precipitación Acumulada - Val (mm)","Imarpe Santa Rosa - Batería - Val (V)","Imarpe Santa Rosa - Humedad Relativa - Val (%)","Imarpe Santa Rosa - Direccion de Viento - Val (º)","Imarpe Santa Rosa - Velocidad de Viento - Val (m/s)","Imarpe Santa Rosa - Presion Atmosférica - Val (hPa)","Imarpe Santa Rosa - Radiación Solar - Val (W/m2)"
"2022-01-01 17:30",19.7,0.0,14.0,,178,2.4,1015.7,149
"2022-01-01 17:40",19.3,0.0,14.0,,166,3.0,1015.8,85
"2022-01-01 17:50",19.1,0.0,14.0,,159,3.1,1015.8,63
"2022-01-01 18:00",19.2,0.0,13.7,,153,3.0,1015.9,52
"2022-01-01 18:10",19.3,0.0,13.1,,150,3.8,1015.9,40
"2022-01-01 18:20",19.2,0.0,13.1,,149,3.4,1016.0,27
"2022-01-01 18:30",19.3,0.0,13.0,,150,3.5,1016.1,17
"2022-01-01 18:40",19.3,0.0,13.0,,149,3.4,1016.2,10
"2022-01-01 18:50",19.0,0.0,13.0,,154,3.6,1016.2,4
"2022-01-01 19:00",18.8,0.0,13.0,,158,2.9,1016.2,1
"2022-01-01 19:10",18.8,0.0,13.0,,150,3.4,1016.3,1
"2022-01-01 19:20",18.7,0.0,13.0,,149,3.5,1016.4,1
"2022-01-01 19:30",18.7,0.0,13.0,,146,3.1,1016.5,1
"2022-01-01 19:40",18.8,0.0,13.0,,147,3.4,1016.7,1
"2022-01-01 19:50",18.7,0.0,13.0,,150,4.2,1016.8,1
"2022-01-01 20:00",18.6,0.0,13.0,,150,4.4,1016.9,1
"2022-01-01 20:10",18.6,0.0,13.0,,150,4.6,1017.0,1
"2022-01-01 20:20",18.7,0.0,13.0,,148,4.5,1017.0,1
"2022-01-01 20:30",18.7,0.0,13.0,,149,4.3,1017.1,1
"2022-01-01 20:40",18.7,0.0,13.0,,148,4.1,1017.2,1
"2022-01-01 20:50",18.7,0.0,13.0,,146,4.3,1017.3,1
"2022-01-01 21:00",18.7,0.0,13.0,,149,4.6,1017.3,1
"2022-01-01 21:10",18.7,0.0,13.0,,146,3.9,1017.5,1
"2022-01-01 21:20",18.7,0.0,13.0,,144,4.0,1017.5,1
"2022-01-01 21:30",18.6,0.0,13.0,,155,3.8,1017.5,1
"2022-01-01 21:40",18.4,0.0,13.0,,150,3.5,1017.5,1
"2022-01-01 21:50",18.3,0.0,13.0,,154,3.5,1017.5,1
"2022-01-01 22:00",18.2,0.0,13.0,,153,3.1,1017.6,1
"2022-01-01 22:10",18.4,0.0,13.0,,150,3.0,1017.8,1
"2022-01-01 22:20",18.3,0.0,13.0,,150,3.1,1017.8,1
"2022-01-01 22:30",18.3,0.0,13.0,,153,3.2,1017.8,1
"2022-01-01 22:40",18.2,0.0,13.0,,154,3.5,1017.8,1
"2022-01-01 22:50",18.1,0.0,12.9,,153,3.0,1017.8,1
"2022-01-01 23:00",17.9,0.0,12.9,,155,3.0,1017.8,1
"2022-01-01 23:10",17.9,0.0,12.9,,152,2.5,1017.8,1
"2022-01-01 23:20",18.1,0.0,12.9,,151,3.2,1017.8,1
"2022-01-01 23:30",18.2,0.0,12.9,,155,2.9,1017.8,1
"2022-01-01 23:40",18.3,0.0,12.9,,152,3.4,1017.8,1
"2022-01-01 23:50",18.1,0.0,12.9,,161,3.4,1017.8,1
"2022-01-02 00:00",18.0,0.0,12.9,,155,2.4,1017.8,1
"2022-01-02 00:10",17.9,0.0,12.9,,162,3.1,1017.7,1
"2022-01-02 00:20",17.9,0.0,12.9,,160,3.1,1017.6,1
"2022-01-02 00:30",17.8,0.0,12.9,,162,3.1,1017.6,1
"2022-01-02 00:40",17.8,0.0,12.9,,157,2.7,1017.5,1
"2022-01-02 00:50",18.1,0.0,12.9,,145,2.5,1017.4,1
"2022-01-02 01:00",18.3,0.0,12.9,,139,2.4,1017.3,1
"2022-01-02 01:10",18.4,0.0,12.9,,141,2.6,1017.3,1
"2022-01-02 01:20",18.5,0.0,12.9,,145,2.7,1017.1,1
"2022-01-02 01:30",18.4,0.0,12.9,,152,2.8,1017.0,1
"2022-01-02 01:40",18.3,0.0,12.9,,152,3.3,1017.0,1
"2022-01-02 01:50",18.2,0.0,12.9,,148,3.6,1016.8,1
"2022-01-02 02:00",18.3,0.0,12.9,,141,2.9,1016.7,1
"2022-01-02 02:10",18.4,0.0,12.9,,139,3.1,1016.6,1
"2022-01-02 02:20",18.5,0.0,12.9,,135,2.8,1016.6,1
"2022-01-02 02:30",18.3,0.0,12.9,,146,3.4,1016.5,1
"2022-01-02 02:40",18.0,0.0,12.9,,148,3.2,1016.3,1
"2022-01-02 02:50",18.0,0.0,12.9,,140,2.7,1016.4,1
"2022-01-02 03:00",18.0,0.0,12.9,,137,2.5,1016.3,0
"2022-01-02 03:10",18.0,0.0,12.9,,142,2.3,1016.4,0
"2022-01-02 03:20",17.9,0.0,12.9,,146,2.3,1016.4,0
"2022-01-02 03:30",17.9,0.0,12.9,,145,2.1,1016.4,0
"2022-01-02 03:40",17.8,0.0,12.9,,155,2.9,1016.4,0
"2022-01-02 03:50",17.6,0.0,12.9,,153,2.5,1016.3,0
"2022-01-02 04:00",17.5,0.0,12.9,,155,2.6,1016.3,0
"2022-01-02 04:10",17.5,0.0,12.9,,153,2.4,1016.3,0
"2022-01-02 04:20",17.4,0.0,12.9,,153,2.3,1016.3,0
"2022-01-02 04:30",17.4,0.0,12.8,,149,2.7,1016.3,0
"2022-01-02 04:40",17.7,0.0,12.8,,147,2.7,1016.4,0
"2022-01-02 04:50",17.8,0.0,12.8,,146,2.3,1016.4,0
"2022-01-02 05:00",17.8,0.0,12.8,,147,2.4,1016.5,0
"2022-01-02 05:10",17.3,0.0,12.8,,158,2.7,1016.5,1
"2022-01-02 05:20",17.2,0.0,12.8,,161,2.5,1016.7,0
"2022-01-02 05:30",17.1,0.0,12.8,,162,2.7,1016.7,0
"2022-01-02 05:40",17.0,0.0,12.8,,163,2.7,1016.7,0
"2022-01-02 05:50",17.0,0.0,12.8,,163,2.9,1016.7,0
"2022-01-02 06:00",17.0,0.0,12.8,,154,2.5,1016.7,0
"2022-01-02 06:10",17.2,0.0,12.8,,155,2.3,1016.8,2
"2022-01-02 06:20",17.1,0.0,12.8,,161,2.7,1016.9,10
"2022-01-02 06:30",17.1,0.0,12.8,,159,2.7,1016.9,25
"2022-01-02 06:40",17.2,0.0,12.8,,161,2.9,1017.0,50
"2022-01-02 06:50",17.2,0.0,12.8,,161,2.5,1017.1,74
"2022-01-02 07:00",17.3,0.0,12.8,,157,2.4,1017.1,98
"2022-01-02 07:10",17.4,0.0,12.9,,158,2.6,1017.2,125
"2022-01-02 07:20",17.5,0.0,13.1,,161,2.8,1017.3,156
"2022-01-02 07:30",17.6,0.0,13.3,,157,2.7,1017.3,206
"2022-01-02 07:40",17.8,0.0,13.4,,157,2.8,1017.4,249
"2022-01-02 07:50",18.1,0.0,13.5,,151,2.6,1017.4,293
"2022-01-02 08:00",18.4,0.0,13.5,,158,2.9,1017.5,335
"2022-01-02 08:10",18.2,0.0,13.6,,161,3.3,1017.6,379
"2022-01-02 08:20",18.2,0.0,13.6,,163,3.3,1017.7,417
"2022-01-02 08:30",18.0,0.0,13.6,,167,3.1,1017.8,395
"2022-01-02 08:40",17.8,0.0,13.7,,163,3.4,1017.9,429
"2022-01-02 08:50",17.9,0.0,13.8,,166,2.9,1017.9,465
"2022-01-02 09:00",17.9,0.0,13.9,,169,2.5,1018.0,510
"2022-01-02 09:10",18.0,0.0,13.9,,166,3.0,1018.0,567
"2022-01-02 09:20",18.1,0.0,14.0,,163,3.4,1017.9,639
"2022-01-02 09:30",18.2,0.0,14.0,,165,3.4,1018.0,681
"2022-01-02 09:40",18.6,0.0,14.0,,167,2.9,1018.0,622
"2022-01-02 09:50",19.0,0.0,14.0,,174,2.3,1018.0,505
"2022-01-02 10:00",19.3,0.0,14.0,,177,2.5,1017.9,495
"2022-01-02 10:10",19.5,0.0,14.0,,183,2.5,1017.9,338
"2022-01-02 10:20",19.5,0.0,14.0,,169,2.9,1017.8,609
"2022-01-02 10:30",19.7,0.0,14.1,,171,2.4,1017.8,628
"2022-01-02 10:40",19.8,0.0,14.1,,198,2.2,1017.9,711
"2022-01-02 10:50",20.2,0.0,14.1,,198,2.1,1017.8,717
"2022-01-02 11:00",20.1,0.0,14.1,,201,2.3,1017.7,863
"2022-01-02 11:10",19.9,0.0,14.1,,201,2.7,1017.6,909
"2022-01-02 11:20",20.0,0.0,14.1,,201,2.6,1017.7,927
"2022-01-02 11:30",20.2,0.0,14.1,,199,2.7,1017.7,944
"2022-01-02 11:40",20.4,0.0,14.1,,207,2.8,1017.6,957
"2022-01-02 11:50",20.7,0.0,14.1,,203,2.8,1017.5,966
"2022-01-02 12:00",20.5,0.0,14.1,,199,3.0,1017.4,973
"2022-01-02 12:10",20.7,0.0,14.1,,200,3.0,1017.4,979
"2022-01-02 12:20",21.2,0.0,14.1,,197,2.9,1017.4,979
"2022-01-02 12:30",21.1,0.0,14.1,,200,2.9,1017.4,983
"2022-01-02 12:40",21.1,0.0,14.1,,200,3.3,1017.3,984
"2022-01-02 12:50",21.8,0.0,14.1,,200,2.7,1017.2,979
"2022-01-02 13:00",22.3,0.0,14.1,,196,2.7,1017.1,975
"2022-01-02 13:10",22.2,0.0,14.1,,190,2.9,1017.1,923
"2022-01-02 13:20",21.6,0.0,14.1,,181,3.9,1017.1,746
"2022-01-02 13:30",20.8,0.0,14.1,,170,5.5,1017.1,682
"2022-01-02 13:40",20.6,0.0,14.1,,169,5.1,1017.0,648
"2022-01-02 13:50",20.2,0.0,14.1,,163,5.8,1016.9,705
"2022-01-02 14:00",20.0,0.0,14.1,,164,5.9,1016.8,731
"2022-01-02 14:10",20.3,0.0,14.1,,160,5.0,1016.8,617
"2022-01-02 14:20",20.1,0.0,14.1,,161,5.8,1016.8,526
"2022-01-02 14:30",19.6,0.0,14.1,,164,6.2,1016.6,562
"2022-01-02 14:40",19.8,0.0,14.1,,163,5.1,1016.6,570
"2022-01-02 14:50",20.1,0.0,14.1,,162,4.9,1016.6,568
"2022-01-02 15:00",20.1,0.0,14.1,,162,4.6,1016.5,614
"2022-01-02 15:10",20.1,0.0,14.1,,162,4.7,1016.4,716
"2022-01-02 15:20",20.2,0.0,14.1,,162,4.5,1016.4,710
"2022-01-02 15:30",20.2,0.0,14.1,,157,4.3,1016.3,679
"2022-01-02 15:40",20.1,0.0,14.1,,161,4.6,1016.4,638
"2022-01-02 15:50",19.5,0.0,14.1,,163,5.2,1016.4,540
"2022-01-02 16:00",19.4,0.0,14.1,,164,5.1,1016.2,587
"2022-01-02 16:10",19.6,0.0,14.1,,170,3.8,1016.3,531
"2022-01-02 16:20",19.7,0.0,14.1,,167,4.1,1016.3,488
"2022-01-02 16:30",19.5,0.0,14.1,,165,4.2,1016.3,417
"2022-01-02 16:40",19.4,0.0,14.1,,164,4.2,1016.3,305
"2022-01-02 16:50",19.1,0.0,14.1,,166,4.5,1016.3,258
"2022-01-02 17:00",19.2,0.0,14.1,,167,4.2,1016.3,276
"2022-01-02 17:10",19.2,0.0,14.1,,174,3.8,1016.3,234
"2022-01-02 17:20",19.2,0.0,14.1,,170,3.8,1016.4,234
"2022-01-02 17:30",19.1,0.0,14.0,,167,4.3,1016.4,224
"2022-01-02 17:40",19.0,0.0,14.0,,164,4.5,1016.4,180
"2022-01-02 17:50",18.9,0.0,14.0,,163,4.8,1016.4,134
"2022-01-02 18:00",18.7,0.0,13.3,,163,4.9,1016.4,63
"2022-01-02 18:10",18.6,0.0,13.1,,164,4.8,1016.5,45
"2022-01-02 18:20",18.6,0.0,13.0,,158,4.1,1016.7,36
"2022-01-02 18:30",18.6,0.0,13.0,,156,3.4,1016.7,21
"2022-01-02 18:40",18.7,0.0,13.0,,152,3.8,1016.7,11
"2022-01-02 18:50",18.7,0.0,13.0,,147,3.9,1016.8,4
"2022-01-02 19:00",18.6,0.0,13.0,,148,4.4,1016.9,2
"2022-01-02 19:10",18.6,0.0,13.0,,148,4.1,1016.9,1
"2022-01-02 19:20",18.6,0.0,13.0,,153,4.2,1017.1,1
"2022-01-02 19:30",18.5,0.0,13.0,,152,4.6,1017.2,1
"2022-01-02 19:40",18.4,0.0,13.0,,151,4.1,1017.3,1
"2022-01-02 19:50",18.4,0.0,13.0,,147,4.4,1017.4,1
"2022-01-02 20:00",18.4,0.0,13.0,,146,4.0,1017.5,1
"2022-01-02 20:10",18.5,0.0,13.0,,143,4.3,1017.5,1
"2022-01-02 20:20",18.5,0.0,13.0,,151,3.3,1017.6,1
"2022-01-02 20:30",18.4,0.0,13.0,,149,4.1,1017.6,1
"2022-01-02 20:40",18.3,0.0,13.0,,148,3.8,1017.7,1
"2022-01-02 20:50",18.2,0.0,13.0,,157,4.3,1017.7,1
"2022-01-02 21:00",18.2,0.0,13.0,,157,4.5,1017.9,1
"2022-01-02 21:10",18.1,0.0,13.0,,157,4.3,1018.1,1
"2022-01-02 21:20",18.1,0.0,13.0,,163,5.1,1018.0,1
"2022-01-02 21:30",18.0,0.0,13.0,,160,4.5,1018.0,0
"2022-01-02 21:40",17.9,0.0,13.0,,149,3.8,1018.1,1
"2022-01-02 21:50",17.9,0.0,13.0,,147,3.4,1018.2,1
"2022-01-02 22:00",17.9,0.0,13.0,,148,3.4,1018.4,1
"2022-01-02 22:10",18.0,0.0,13.0,,148,3.5,1018.3,1
"2022-01-02 22:20",18.0,0.0,13.0,,145,3.8,1018.3,1
"2022-01-02 22:30",18.0,0.0,13.0,,146,3.9,1018.3,1
"2022-01-02 22:40",18.0,0.0,12.9,,145,3.4,1018.4,1
"2022-01-02 22:50",18.0,0.0,12.9,,147,3.7,1018.4,0
"2022-01-02 23:00",18.0,0.0,12.9,,149,3.3,1018.4,1
"2022-01-02 23:10",17.9,0.0,12.9,,156,3.5,1018.4,0
"2022-01-02 23:20",17.8,0.0,12.9,,155,3.4,1018.3,1
"2022-01-02 23:30",17.7,0.0,12.9,,153,2.9,1018.4,1
"2022-01-02 23:40",17.7,0.0,12.9,,155,2.8,1018.4,1
"2022-01-02 23:50",17.7,0.0,12.9,,154,2.8,1018.3,1
"2022-01-03 00:00",17.6,0.0,12.9,,155,3.0,1018.3,1
"2022-01-03 00:10",17.6,0.0,12.9,,155,3.4,1018.2,1
"2022-01-03 00:20",17.7,0.0,12.9,,151,3.1,1018.0,1
"2022-01-03 00:30",17.7,0.0,12.9,,150,2.9,1018.0,1
"2022-01-03 00:40",17.6,0.0,12.9,,156,3.2,1017.9,1
"2022-01-03 00:50",17.7,0.0,12.9,,150,3.1,1017.9,1
"2022-01-03 01:00",17.7,0.0,12.9,,149,3.4,1017.8,1
"2022-01-03 01:10",17.7,0.0,12.9,,153,3.6,1017.7,1
"2022-01-03 01:20",17.7,0.0,12.9,,150,3.3,1017.7,1
"2022-01-03 01:30",17.8,0.0,12.9,,145,3.0,1017.6,1
"2022-01-03 01:40",17.9,0.0,12.9,,144,3.6,1017.5,1
"2022-01-03 01:50",17.9,0.0,12.9,,145,3.5,1017.4,1
"2022-01-03 02:00",17.8,0.0,12.9,,150,3.1,1017.3,1
"2022-01-03 02:10",17.9,0.0,12.9,,142,2.9,1017.3,1
"2022-01-03 02:20",18.1,0.0,12.9,,129,2.3,1017.3,1
"2022-01-03 02:30",18.1,0.0,12.9,,139,2.8,1017.3,1
"2022-01-03 02:40",18.1,0.0,12.9,,141,2.6,1017.3,1
"2022-01-03 02:50",18.2,0.0,12.9,,141,2.9,1017.2,1
"2022-01-03 03:00",18.2,0.0,12.9,,148,3.6,1017.1,1
"2022-01-03 03:10",17.7,0.0,12.9,,160,4.2,1017.1,1
"2022-01-03 03:20",17.5,0.0,12.9,,146,3.0,1017.1,1
"2022-01-03 03:30",17.5,0.0,12.9,,137,2.2,1017.0,1
"2022-01-03 03:40",17.6,0.0,12.9,,148,2.5,1017.0,1
"2022-01-03 03:50",17.6,0.0,12.9,,149,2.6,1017.0,1
"2022-01-03 04:00",17.4,0.0,12.9,,153,2.3,1017.0,1
"2022-01-03 04:10",17.4,0.0,12.8,,165,2.5,1017.0,1
"2022-01-03 04:20",17.3,0.0,12.8,,164,2.8,1017.1,1
"2022-01-03 04:30",17.2,0.0,12.8,,162,2.2,1017.2,1
"2022-01-03 04:40",17.1,0.0,12.8,,156,2.5,1017.2,1
"2022-01-03 04:50",17.2,0.0,12.8,,153,2.2,1017.2,1
"2022-01-03 05:00",17.4,0.0,12.8,,151,2.4,1017.2,1
"2022-01-03 05:10",17.3,0.0,12.8,,157,2.6,1017.2,1
"2022-01-03 05:20",17.1,0.0,12.8,,163,2.7,1017.2,1
"2022-01-03 05:30",17.0,0.0,12.8,,163,2.2,1017.3,1
"2022-01-03 05:40",17.0,0.0,12.8,,175,1.7,1017.4,1
"2022-01-03 05:50",17.0,0.0,12.8,,187,1.5,1017.5,1
"2022-01-03 06:00",16.9,0.0,12.8,,195,1.4,1017.7,1
"2022-01-03 06:10",16.9,0.0,12.8,,192,1.3,1017.8,2
"2022-01-03 06:20",17.0,0.0,12.8,,182,1.3,1017.8,6
"2022-01-03 06:30",17.0,0.0,12.8,,167,1.9,1018.0,15
"2022-01-03 06:40",17.0,0.0,12.8,,170,1.8,1018.0,23
"2022-01-03 06:50",17.1,0.0,12.8,,180,1.7,1018.0,36
"2022-01-03 07:00",17.0,0.0,12.8,,196,2.1,1018.0,54
"2022-01-03 07:10",17.1,0.0,12.9,,195,2.2,1018.0,73
"2022-01-03 07:20",17.2,0.0,13.0,,223,2.0,1018.2,73
"2022-01-03 07:30",17.1,0.0,13.0,,243,2.1,1018.4,70
"2022-01-03 07:40",17.1,0.0,13.1,,226,1.8,1018.4,96
"2022-01-03 07:50",17.3,0.0,13.4,,201,1.2,1018.4,161
"2022-01-03 08:00",17.3,0.0,13.5,,164,1.2,1018.5,221
"2022-01-03 08:10",17.6,0.0,13.6,,158,1.8,1018.6,288
"2022-01-03 08:20",18.0,0.0,13.6,,155,1.8,1018.6,306
"2022-01-03 08:30",18.1,0.0,13.7,,165,2.2,1018.6,340
"2022-01-03 08:40",18.0,0.0,13.7,,165,2.3,1018.7,401
"2022-01-03 08:50",18.0,0.0,13.6,,165,2.2,1018.7,283
"2022-01-03 09:00",18.0,0.0,13.7,,167,1.8,1018.8,310
"2022-01-03 09:10",18.0,0.0,13.6,,163,1.6,1018.8,261
"2022-01-03 09:20",18.3,0.0,13.9,,181,1.8,1018.7,465
"2022-01-03 09:30",18.7,0.0,14.0,,196,1.6,1018.6,462
"2022-01-03 09:40",18.7,0.0,14.0,,198,1.9,1018.5,347
"2022-01-03 09:50",19.0,0.0,14.0,,200,1.9,1018.4,410
"2022-01-03 10:00",18.9,0.0,14.0,,200,2.6,1018.4,487
"2022-01-03 10:10",18.8,0.0,14.0,,204,2.8,1018.4,532
"2022-01-03 10:20",18.9,0.0,14.0,,201,2.4,1018.3,549
"2022-01-03 10:30",19.0,0.0,14.0,,206,2.5,1018.2,742
"2022-01-03 10:40",19.1,0.0,14.0,,204,3.0,1018.1,776
"2022-01-03 10:50",19.2,0.0,14.1,,205,3.2,1018.1,803
"2022-01-03 11:00",19.2,0.0,14.1,,204,3.1,1018.0,818
