Fecha,"Imarpe Santa Rosa - Temperatura Med - Val (ºC)","Imarpe Santa Rosa - Precipitación Acumulada - Val (mm)","Imarpe Santa Rosa - Batería - Val (V)","Imarpe Santa Rosa - Humedad Relativa - Val (%)","Imarpe Santa Rosa - Direccion de Viento - Val (º)","Imarpe Santa Rosa - Velocidad de Viento - Val (m/s)","Imarpe Santa Rosa - Presion Atmosférica - Val (hPa)","Imarpe Santa Rosa - Radiación Solar - Val (W/m2)"
"2024-01-01 00:00",20.7,0.0,12.8,91,144,3.0,1018.0,0
"2024-01-01 00:10",20.6,0.0,12.8,91,145,3.2,1017.8,1
"2024-01-01 00:20",20.6,0.0,12.8,91,143,3.2,1017.8,1
"2024-01-01 00:30",20.6,0.0,12.8,91,146,3.3,1017.7,1
"2024-01-01 00:40",20.6,0.0,12.8,91,134,2.4,1017.6,1
"2024-01-01 00:50",20.7,0.0,12.8,91,125,2.8,1017.7,0
"2024-01-01 01:00",20.7,0.0,12.8,91,129,2.4,1017.5,1
"2024-01-01 01:10",20.6,0.0,12.8,91,134,2.3,1017.5,1
"2024-01-01 01:20",20.5,0.0,12.8,91,137,2.2,1017.4,1
"2024-01-01 01:30",20.5,0.0,12.8,91,137,1.7,1017.3,1
"2024-01-01 01:40",20.5,0.0,12.8,91,138,1.8,1017.3,1
"2024-01-01 01:50",20.5,0.0,12.8,91,137,1.8,1017.2,1
"2024-01-01 02:00",20.5,0.0,12.8,91,133,2.0,1017.1,1
"2024-01-01 02:10",20.5,0.0,12.8,91,137,1.8,1017.1,1
"2024-01-01 02:20",20.5,0.0,12.8,91,131,1.7,1017.1,1
"2024-01-01 02:30",20.5,0.0,12.8,91,129,1.6,1017.0,1
"2024-01-01 02:40",20.6,0.0,12.8,91,126,2.0,1017.0,1
"2024-01-01 02:50",20.6,0.0,12.8,91,121,2.1,1017.0,1
"2024-01-01 03:00",20.6,0.0,12.8,91,131,2.2,1016.9,1
"2024-01-01 03:10",20.5,0.0,12.8,91,130,1.8,1016.9,1
"2024-01-01 03:20",20.5,0.0,12.8,91,137,2.4,1016.8,1
"2024-01-01 03:30",20.4,0.0,12.8,91,140,2.5,1016.8,1
"2024-01-01 03:40",20.3,0.0,12.7,91,140,2.1,1016.7,1
"2024-01-01 03:50",20.3,0.0,12.7,91,144,2.5,1016.7,1
"2024-01-01 04:00",20.3,0.0,12.7,91,142,2.1,1016.7,1
"2024-01-01 04:10",20.4,0.0,12.7,91,136,2.0,1016.7,1
"2024-01-01 04:20",20.4,0.0,12.7,91,135,2.1,1016.8,1
"2024-01-01 04:30",20.2,0.0,12.7,91,140,2.2,1016.9,1
"2024-01-01 04:40",20.2,0.0,12.7,91,136,1.9,1016.9,1
"2024-01-01 04:50",20.1,0.0,12.7,91,141,2.2,1017.0,1
"2024-01-01 05:00",20.1,0.0,12.7,91,140,2.2,1017.0,1
"2024-01-01 05:10",20.0,0.0,12.7,91,140,2.4,1017.0,1
"2024-01-01 05:20",20.0,0.0,12.7,91,145,2.9,1017.0,1
"2024-01-01 05:30",20.0,0.0,12.7,91,149,3.0,1017.0,1
"2024-01-01 05:40",19.9,0.0,12.7,91,146,2.6,1017.1,1
"2024-01-01 05:50",19.9,0.0,12.7,91,143,2.7,1017.1,1
"2024-01-01 06:00",19.9,0.0,12.7,91,137,2.3,1017.3,1
"2024-01-01 06:10",19.9,0.0,12.7,91,133,2.0,1017.5,2
"2024-01-01 06:20",19.9,0.0,12.7,91,136,1.9,1017.5,4
"2024-01-01 06:30",19.8,0.0,12.7,91,136,1.9,1017.5,11
"2024-01-01 06:40",19.8,0.0,12.7,91,138,2.1,1017.6,18
"2024-01-01 06:50",19.9,0.0,12.7,91,136,2.0,1017.7,25
"2024-01-01 07:00",19.9,0.0,12.7,91,129,2.5,1017.7,36
"2024-01-01 07:10",19.9,0.0,12.8,91,138,2.2,1017.8,55
"2024-01-01 07:20",19.9,0.0,12.8,92,132,2.0,1017.8,78
"2024-01-01 07:30",20.1,0.0,13.0,91,131,2.7,1018.0,105
"2024-01-01 07:40",20.2,0.0,13.2,92,142,2.7,1018.0,150
"2024-01-01 07:50",20.1,0.0,13.3,92,145,2.8,1018.0,160
"2024-01-01 08:00",20.2,0.0,13.3,92,146,3.0,1018.1,155
"2024-01-01 08:10",20.2,0.0,13.4,92,142,3.3,1018.2,187
"2024-01-01 08:20",20.2,0.0,13.5,92,142,3.4,1018.3,227
"2024-01-01 08:30",20.2,0.0,13.5,92,145,3.5,1018.3,241
"2024-01-01 08:40",20.2,0.0,13.6,92,143,3.4,1018.2,308
"2024-01-01 08:50",20.3,0.0,13.7,92,142,3.0,1018.2,384
"2024-01-01 09:00",20.4,0.0,13.8,93,143,3.1,1018.3,444
"2024-01-01 09:10",20.4,0.0,13.9,93,145,3.1,1018.4,483
"2024-01-01 09:20",20.4,0.0,13.9,93,153,3.4,1018.2,502
"2024-01-01 09:30",20.4,0.0,13.9,93,151,3.8,1018.2,511
"2024-01-01 09:40",20.6,0.0,13.9,93,154,3.7,1018.2,557
"2024-01-01 09:50",20.7,0.0,13.9,92,153,3.8,1018.2,504
"2024-01-01 10:00",20.7,0.0,14.0,92,154,4.1,1018.2,536
"2024-01-01 10:10",20.9,0.0,14.0,92,160,3.7,1018.2,553
"2024-01-01 10:20",21.1,0.0,14.0,92,159,3.6,1018.2,562
"2024-01-01 10:30",21.2,0.0,14.0,91,157,3.9,1018.1,568
"2024-01-01 10:40",21.5,0.0,14.0,90,165,3.6,1018.0,576
"2024-01-01 10:50",21.8,0.0,14.0,89,163,3.8,1018.0,578
"2024-01-01 11:00",22.1,0.0,14.0,88,164,3.7,1018.0,644
"2024-01-01 11:10",22.6,0.0,14.0,87,162,3.6,1017.9,671
"2024-01-01 11:20",22.6,0.0,14.0,86,161,4.2,1017.9,716
"2024-01-01 11:30",22.6,0.0,14.0,87,167,4.6,1017.8,821
"2024-01-01 11:40",22.6,0.0,14.0,88,168,4.1,1017.8,802
"2024-01-01 11:50",22.6,0.0,14.0,89,172,4.6,1017.6,770
"2024-01-01 12:00",22.4,0.0,14.0,90,167,4.5,1017.6,696
"2024-01-01 12:10",22.6,0.0,14.0,90,167,4.4,1017.5,716
