Fecha,"Imarpe Santa Rosa - Temperatura Med - Val (ºC)","Imarpe Santa Rosa - Precipitación Acumulada - Val (mm)","Imarpe Santa Rosa - Batería - Val (V)","Imarpe Santa Rosa - Humedad Relativa - Val (%)","Imarpe Santa Rosa - Direccion de Viento - Val (º)","Imarpe Santa Rosa - Velocidad de Viento - Val (m/s)","Imarpe Santa Rosa - Presion Atmosférica - Val (hPa)","Imarpe Santa Rosa - Radiación Solar - Val (W/m2)"
"2025-01-01 03:40",15.0,0.0,13.3,,150,2.0,1017.2,1
"2025-01-01 03:50",15.1,0.1,13.3,,152,2.5,1017.2,1
"2025-01-01 04:00",15.2,0.0,13.3,,151,2.1,1017.2,1
"2025-01-01 04:10",15.1,0.0,13.3,,155,2.7,1017.3,1
"2025-01-01 04:20",15.2,0.1,13.3,,149,1.6,1017.3,1
"2025-01-01 04:30",15.3,0.3,13.3,,132,0.8,1017.4,1
"2025-01-01 04:40",15.7,0.1,13.3,,130,0.7,1017.5,1
"2025-01-01 04:50",15.5,0.1,13.3,,147,1.2,1017.6,1
"2025-01-01 05:00",15.3,0.1,13.3,,152,2.1,1017.5,1
"2025-01-01 05:10",15.1,0.1,13.3,,157,2.6,1017.6,1
"2025-01-01 05:20",15.1,0.1,13.3,,150,2.2,1017.6,1
"2025-01-01 05:30",15.3,0.0,13.3,,152,2.2,1017.8,1
"2025-01-01 05:40",15.1,0.0,13.3,,153,2.4,1017.8,1
"2025-01-01 05:50",15.0,0.0,13.3,,152,2.2,1017.8,1
"2025-01-01 06:00",15.2,0.0,13.3,,146,2.0,1017.9,1
"2025-01-01 06:10",15.3,0.0,13.2,,144,1.9,1017.9,2
"2025-01-01 06:20",15.3,0.0,13.2,,151,1.7,1018.0,3
"2025-01-01 06:30",15.4,0.0,13.2,,149,1.7,1018.1,6
"2025-01-01 06:40",15.6,0.0,13.2,,151,3.0,1018.1,13
"2025-01-01 06:50",15.5,0.0,13.3,,154,3.3,1018.2,19
"2025-01-01 07:00",15.6,0.0,13.3,,129,1.9,1018.4,23
"2025-01-01 07:10",15.7,0.0,13.3,,137,2.3,1018.4,35
"2025-01-01 07:20",15.7,0.0,13.4,,138,2.3,1018.4,46
"2025-01-01 07:30",15.6,0.0,13.5,,149,2.3,1018.5,53
"2025-01-01 07:40",15.2,0.0,13.7,,150,2.8,1018.5,66
"2025-01-01 07:50",15.2,0.0,13.9,,148,2.4,1018.6,77
"2025-01-01 08:00",15.2,0.0,14.1,,139,2.5,1018.6,94
"2025-01-01 08:10",15.3,0.0,14.2,,142,2.7,1018.8,109
"2025-01-01 08:20",15.3,0.0,14.2,,140,2.5,1018.8,121
"2025-01-01 08:30",15.2,0.0,14.3,,150,2.2,1018.7,133
"2025-01-01 08:40",15.0,0.0,14.3,,143,2.4,1018.7,137
"2025-01-01 08:50",15.0,0.0,14.4,,147,2.7,1018.7,134
"2025-01-01 09:00",14.6,0.0,14.4,,148,2.8,1018.7,133
"2025-01-01 09:10",14.5,0.0,14.6,,151,3.3,1018.7,175
"2025-01-01 09:20",14.7,0.0,14.7,,146,2.2,1018.8,217
"2025-01-01 09:30",15.2,0.0,14.7,,135,2.3,1019.0,230
"2025-01-01 09:40",15.1,0.0,14.7,,153,3.1,1018.9,260
"2025-01-01 09:50",15.0,0.0,14.8,,151,2.8,1018.9,320
"2025-01-01 10:00",15.0,0.0,14.8,,152,3.2,1018.8,384
"2025-01-01 10:10",15.0,0.0,14.8,,152,3.2,1018.7,382
"2025-01-01 10:20",15.1,0.0,14.8,,154,3.7,1018.7,410
"2025-01-01 10:30",14.8,0.0,14.8,,157,3.6,1018.6,426
"2025-01-01 10:40",14.9,0.0,14.8,,157,3.4,1018.6,586
"2025-01-01 10:50",14.9,0.0,14.8,,159,3.4,1018.6,442
"2025-01-01 11:00",15.0,0.0,14.8,,159,3.8,1018.6,567
"2025-01-01 11:10",15.1,0.0,14.8,,157,3.8,1018.4,471
"2025-01-01 11:20",15.1,0.0,14.8,,158,3.8,1018.4,391
"2025-01-01 11:30",15.1,0.0,14.8,,158,4.2,1018.2,351
"2025-01-01 11:40",15.3,0.0,14.8,,153,3.1,1018.3,419
"2025-01-01 11:50",15.6,0.0,14.8,,155,3.0,1018.2,924
"2025-01-01 12:00",15.7,0.0,14.8,,161,3.3,1018.1,930
"2025-01-01 12:10",15.8,0.0,14.8,,162,3.2,1018.0,873
"2025-01-01 12:20",15.7,0.0,14.8,,159,3.5,1018.0,722
"2025-01-01 12:30",15.8,0.0,14.8,,156,3.2,1017.9,829
"2025-01-01 12:40",15.9,0.0,14.8,,152,3.5,1017.8,765
"2025-01-01 12:50",15.9,0.0,14.8,,156,3.6,1017.7,921
"2025-01-01 13:00",16.3,0.0,14.8,,165,2.5,1017.6,938
"2025-01-01 13:10",16.6,0.0,14.8,,165,3.3,1017.4,980
"2025-01-01 13:20",16.5,0.0,14.8,,163,3.7,1017.4,986
"2025-01-01 13:30",16.5,0.0,14.8,,159,4.0,1017.2,886
"2025-01-01 13:40",16.5,0.0,14.8,,157,4.3,1017.3,1048
"2025-01-01 13:50",16.6,0.0,14.8,,160,4.2,1017.1,1038
"2025-01-01 14:00",16.3,0.0,14.8,,156,4.4,1016.9,581
"2025-01-01 14:10",16.3,0.0,14.8,,153,4.0,1016.8,443
"2025-01-01 14:20",16.6,0.0,14.8,,150,3.6,1016.9,998
"2025-01-01 14:30",16.3,0.0,14.8,,152,3.9,1016.9,485
"2025-01-01 14:40",16.1,0.0,14.8,,156,3.1,1016.7,363
"2025-01-01 14:50",16.5,0.0,14.8,,168,3.1,1016.6,721
"2025-01-01 15:00",16.7,0.0,14.8,,168,2.5,1016.6,811
"2025-01-01 15:10",16.4,0.0,14.8,,166,2.2,1016.5,386
"2025-01-01 15:20",16.5,0.0,14.8,,177,2.1,1016.4,539
"2025-01-01 15:30",16.3,0.0,14.8,,179,2.3,1016.3,457
"2025-01-01 15:40",16.4,0.0,14.8,,180,2.0,1016.2,399
"2025-01-01 15:50",16.2,0.0,14.8,,168,2.0,1016.1,313
"2025-01-01 16:00",16.3,0.0,14.8,,163,2.3,1016.0,622
"2025-01-01 16:10",16.4,0.0,14.8,,160,2.8,1016.0,520
"2025-01-01 16:20",16.0,0.0,14.8,,158,3.1,1016.0,380
"2025-01-01 16:30",15.9,0.0,14.8,,157,3.4,1016.0,538
"2025-01-01 16:40",15.9,0.0,14.8,,157,3.2,1016.0,491
"2025-01-01 16:50",15.9,0.0,14.8,,158,2.8,1016.0,426
"2025-01-01 17:00",15.9,0.0,14.8,,151,3.0,1016.0,388
"2025-01-01 17:10",15.9,0.0,14.8,,156,3.1,1016.1,342
"2025-01-01 17:20",15.8,0.0,14.8,,157,3.7,1015.9,290
"2025-01-01 17:30",15.8,0.0,14.8,,152,3.8,1016.0,247
"2025-01-01 17:40",15.9,0.0,14.8,,150,3.5,1015.9,249
"2025-01-01 17:50",16.0,0.0,14.8,,149,3.5,1015.9,209
"2025-01-01 18:00",15.8,0.0,14.8,,150,3.3,1015.9,182
"2025-01-01 18:10",15.8,0.0,14.8,,147,3.1,1016.0,133
"2025-01-01 18:20",15.8,0.0,14.7,,145,3.0,1016.0,78
"2025-01-01 18:30",15.9,0.0,14.0,,143,3.4,1016.1,46
"2025-01-01 18:40",15.7,0.0,13.7,,149,3.0,1016.2,20
"2025-01-01 18:50",15.7,0.0,13.6,,143,3.2,1016.3,5
"2025-01-01 19:00",15.6,0.0,13.5,,146,3.2,1016.4,2
"2025-01-01 19:10",15.6,0.0,13.4,,145,3.4,1016.5,1
"2025-01-01 19:20",15.4,0.0,13.4,,142,2.4,1016.6,1
"2025-01-01 19:30",15.3,0.0,13.4,,145,3.2,1016.7,1
"2025-01-01 19:40",15.2,0.0,13.4,,148,3.0,1016.9,1
"2025-01-01 19:50",15.2,0.0,13.4,,144,3.1,1017.1,1
"2025-01-01 20:00",15.3,0.0,13.4,,148,3.5,1017.2,1
"2025-01-01 20:10",15.2,0.0,13.4,,152,3.6,1017.3,1
"2025-01-01 20:20",15.2,0.0,13.4,,149,3.0,1017.3,1
"2025-01-01 20:30",15.3,0.0,13.4,,150,2.9,1017.4,1
"2025-01-01 20:40",15.2,0.0,13.4,,147,2.6,1017.4,1
"2025-01-01 20:50",15.4,0.0,13.4,,132,2.5,1017.5,1
"2025-01-01 21:00",15.5,0.0,13.4,,125,2.0,1017.6,1
"2025-01-01 21:10",15.4,0.0,13.4,,143,2.8,1017.6,1
"2025-01-01 21:20",15.2,0.0,13.4,,144,2.9,1017.6,1
"2025-01-01 21:30",15.2,0.0,13.4,,141,3.0,1017.6,1
"2025-01-01 21:40",15.2,0.0,13.4,,144,3.5,1017.8,1
"2025-01-01 21:50",15.1,0.0,13.4,,154,3.8,1017.8,1
"2025-01-01 22:00",15.0,0.0,13.4,,153,4.1,1017.8,1
"2025-01-01 22:10",15.0,0.0,13.4,,148,3.5,1017.9,1
"2025-01-01 22:20",15.1,0.0,13.4,,147,3.5,1018.0,1
"2025-01-01 22:30",15.1,0.0,13.4,,145,2.7,1018.0,1
"2025-01-01 22:40",15.0,0.0,13.4,,149,2.5,1018.1,1
"2025-01-01 22:50",15.0,0.0,13.4,,144,2.3,1018.1,1
"2025-01-01 23:00",15.0,0.0,13.4,,140,2.3,1018.1,1
"2025-01-01 23:10",15.0,0.0,13.4,,148,2.7,1018.2,1
"2025-01-01 23:20",15.0,0.0,13.4,,148,3.6,1018.2,1
"2025-01-01 23:30",15.0,0.0,13.4,,145,3.4,1018.2,1
"2025-01-01 23:40",15.0,0.0,13.4,,148,4.0,1018.1,1
"2025-01-01 23:50",15.0,0.0,13.4,,151,4.1,1018.1,1
"2025-01-02 00:00",14.9,0.0,13.4,,149,3.8,1018.1,1
"2025-01-02 00:10",14.9,0.0,13.4,,152,4.2,1018.0,1
"2025-01-02 00:20",14.8,0.0,13.4,,148,3.4,1018.0,1
"2025-01-02 00:30",14.9,0.0,13.4,,141,3.2,1017.9,1
"2025-01-02 00:40",14.9,0.0,13.4,,143,3.5,1017.8,1
"2025-01-02 00:50",14.9,0.0,13.4,,143,3.6,1017.6,1
"2025-01-02 01:00",14.9,0.0,13.4,,139,3.3,1017.4,1
"2025-01-02 01:10",14.9,0.0,13.4,,139,3.5,1017.3,1
"2025-01-02 01:20",14.9,0.0,13.4,,141,3.5,1017.2,1
"2025-01-02 01:30",14.8,0.0,13.4,,140,3.2,1017.1,1
"2025-01-02 01:40",14.7,0.0,13.4,,147,3.3,1017.1,1
"2025-01-02 01:50",14.7,0.0,13.4,,149,3.3,1017.2,1
"2025-01-02 02:00",14.6,0.0,13.4,,149,3.5,1017.2,1
"2025-01-02 02:10",14.5,0.0,13.3,,154,3.1,1017.0,1
"2025-01-02 02:20",14.5,0.0,13.3,,150,2.7,1017.0,1
"2025-01-02 02:30",14.5,0.0,13.3,,150,2.0,1017.0,1
"2025-01-02 02:40",14.5,0.0,13.3,,168,2.4,1017.0,1
"2025-01-02 02:50",14.4,0.0,13.3,,162,2.8,1017.1,1
"2025-01-02 03:00",14.4,0.0,13.3,,158,2.7,1017.0,1
"2025-01-02 03:10",14.4,0.0,13.3,,154,2.4,1016.9,1
"2025-01-02 03:20",14.5,0.0,13.3,,154,2.1,1016.9,1
"2025-01-02 03:30",14.5,0.0,13.3,,158,1.8,1017.0,1
"2025-01-02 03:40",14.5,0.0,13.3,,159,1.8,1016.9,1
"2025-01-02 03:50",14.4,0.0,13.3,,151,2.3,1016.8,1
"2025-01-02 04:00",14.5,0.0,13.3,,143,1.9,1016.8,1
"2025-01-02 04:10",14.5,0.0,13.3,,150,1.7,1016.9,1
"2025-01-02 04:20",14.5,0.0,13.3,,143,1.3,1016.9,1
"2025-01-02 04:30",14.6,0.0,13.3,,131,1.0,1017.1,1
"2025-01-02 04:40",14.8,0.0,13.3,,143,1.1,1017.1,1
"2025-01-02 04:50",14.8,0.0,13.3,,133,0.9,1017.2,1
"2025-01-02 05:00",14.9,0.0,13.3,,127,1.1,1017.3,1
"2025-01-02 05:10",15.0,0.0,13.3,,143,1.1,1017.4,1
"2025-01-02 05:20",14.9,0.0,13.3,,155,1.4,1017.5,1
"2025-01-02 05:30",14.8,0.0,13.3,,147,2.3,1017.4,1
"2025-01-02 05:40",14.8,0.0,13.3,,157,3.4,1017.4,1
"2025-01-02 05:50",14.8,0.0,13.3,,163,2.8,1017.4,1
"2025-01-02 06:00",14.7,0.0,13.3,,160,2.3,1017.5,1
"2025-01-02 06:10",14.7,0.0,13.3,,175,1.7,1017.6,1
"2025-01-02 06:20",14.7,0.0,13.3,,165,2.2,1017.6,2
"2025-01-02 06:30",14.9,0.0,13.3,,173,2.0,1017.7,9
"2025-01-02 06:40",14.9,0.0,13.3,,171,1.8,1017.8,22
"2025-01-02 06:50",14.9,0.0,13.4,,134,1.0,1017.9,36
"2025-01-02 07:00",14.8,0.0,13.4,,153,1.2,1017.9,39
"2025-01-02 07:10",15.2,0.0,13.5,,142,1.3,1018.0,46
"2025-01-02 07:20",15.1,0.0,13.6,,143,1.2,1018.1,50
"2025-01-02 07:30",15.1,0.0,13.7,,160,1.4,1018.1,60
"2025-01-02 07:40",15.2,0.0,13.9,,160,1.4,1018.3,89
"2025-01-02 07:50",15.2,0.0,14.2,,167,1.9,1018.3,136
"2025-01-02 08:00",15.2,0.0,14.5,,156,1.7,1018.3,182
"2025-01-02 08:10",15.3,0.0,14.6,,153,2.1,1018.3,200
"2025-01-02 08:20",15.3,0.0,14.7,,150,2.3,1018.2,197
"2025-01-02 08:30",15.3,0.0,14.7,,151,2.2,1018.2,259
"2025-01-02 08:40",15.7,0.0,14.7,,126,1.8,1018.3,270
"2025-01-02 08:50",15.9,0.0,14.7,,139,2.7,1018.3,216
"2025-01-02 09:00",15.9,0.0,14.7,,136,3.4,1018.3,240
"2025-01-02 09:10",16.1,0.0,14.8,,136,3.5,1018.4,306
"2025-01-02 09:20",16.3,0.0,14.8,,141,3.1,1018.4,322
"2025-01-02 09:30",16.2,0.0,14.8,,148,3.1,1018.4,374
"2025-01-02 09:40",16.1,0.0,14.8,,153,3.5,1018.4,517
"2025-01-02 09:50",16.2,0.0,14.8,,153,3.6,1018.3,756
"2025-01-02 10:00",16.3,0.0,14.8,,153,3.6,1018.3,609
"2025-01-02 10:10",16.1,0.0,14.8,,149,3.6,1018.3,394
"2025-01-02 10:20",16.3,0.0,14.8,,149,3.4,1018.3,359
"2025-01-02 10:30",16.2,0.0,14.8,,151,3.5,1018.3,341
"2025-01-02 10:40",16.0,0.0,14.8,,151,3.5,1018.4,344
"2025-01-02 10:50",16.2,0.0,14.8,,150,3.5,1018.4,311
"2025-01-02 11:00",16.0,0.0,14.8,,153,3.7,1018.4,306
"2025-01-02 11:10",15.8,0.0,14.8,,154,3.7,1018.2,328
"2025-01-02 11:20",15.7,0.0,14.8,,158,3.8,1018.2,345
"2025-01-02 11:30",15.7,0.0,14.8,,159,2.9,1018.2,336
"2025-01-02 11:40",15.9,0.0,14.8,,175,2.0,1018.2,289
"2025-01-02 11:50",16.0,0.0,14.8,,183,2.2,1018.1,331
"2025-01-02 12:00",16.1,0.0,14.8,,184,2.1,1018.2,335
"2025-01-02 12:10",16.2,0.0,14.8,,187,1.6,1018.2,392
"2025-01-02 12:20",16.2,0.0,14.8,,186,1.9,1018.2,433
"2025-01-02 12:30",16.2,0.0,14.8,,190,2.1,1018.2,467
"2025-01-02 12:40",16.1,0.0,14.8,,193,1.8,1018.2,420
"2025-01-02 12:50",16.4,0.0,14.8,,187,2.1,1018.1,389
"2025-01-02 13:00",16.3,0.0,14.8,,190,2.2,1018.0,337
"2025-01-02 13:10",16.1,0.0,14.8,,192,2.2,1018.0,300
"2025-01-02 13:20",16.2,0.0,14.8,,185,2.2,1017.9,244
"2025-01-02 13:30",16.2,0.0,14.8,,169,2.2,1017.7,287
"2025-01-02 13:40",16.2,0.0,14.8,,158,2.9,1017.7,357
"2025-01-02 13:50",16.1,0.0,14.8,,158,2.6,1017.7,342
"2025-01-02 14:00",16.1,0.0,14.8,,158,2.9,1017.6,319
"2025-01-02 14:10",16.0,0.0,14.8,,154,2.8,1017.5,337
"2025-01-02 14:20",16.0,0.0,14.8,,160,3.1,1017.3,325
"2025-01-02 14:30",16.1,0.0,14.8,,161,2.4,1017.3,292
"2025-01-02 14:40",15.9,0.0,14.8,,157,2.7,1017.2,290
"2025-01-02 14:50",16.0,0.0,14.8,,157,2.7,1017.1,329
"2025-01-02 15:00",16.0,0.0,14.8,,161,2.4,1017.0,287
"2025-01-02 15:10",15.9,0.0,14.8,,158,3.1,1016.9,296
"2025-01-02 15:20",15.8,0.0,14.8,,154,3.3,1016.8,264
"2025-01-02 15:30",15.9,0.0,14.8,,152,3.3,1016.7,225
"2025-01-02 15:40",16.0,0.0,14.8,,148,2.9,1016.6,221
"2025-01-02 15:50",16.2,0.0,14.8,,145,3.0,1016.6,191
"2025-01-02 16:00",16.0,0.0,14.8,,148,2.9,1016.6,186
"2025-01-02 16:10",16.1,0.0,14.8,,136,3.1,1016.5,186
"2025-01-02 16:20",16.3,0.0,14.8,,141,3.1,1016.6,189
"2025-01-02 16:30",16.0,0.0,14.8,,147,3.1,1016.5,148
"2025-01-02 16:40",16.0,0.0,14.8,,147,2.7,1016.6,111
"2025-01-02 16:50",15.9,0.0,14.8,,150,2.7,1016.6,95
"2025-01-02 17:00",15.8,0.0,14.8,,145,2.6,1016.5,95
"2025-01-02 17:10",16.0,0.0,14.8,,140,3.3,1016.5,102
"2025-01-02 17:20",16.1,0.0,14.8,,136,3.7,1016.4,95
"2025-01-02 17:30",16.0,0.0,14.8,,139,3.6,1016.5,73
"2025-01-02 17:40",15.9,0.0,14.8,,138,3.5,1016.5,71
"2025-01-02 17:50",15.8,0.0,14.8,,144,3.0,1016.5,67
"2025-01-02 18:00",15.5,0.0,14.7,,146,3.3,1016.5,47
"2025-01-02 18:10",15.4,0.0,14.2,,149,4.2,1016.4,32
"2025-01-02 18:20",15.3,0.0,13.7,,151,3.9,1016.5,21
"2025-01-02 18:30",15.2,0.0,13.6,,152,3.8,1016.6,12
"2025-01-02 18:40",15.2,0.0,13.5,,152,3.9,1016.8,7
"2025-01-02 18:50",15.2,0.0,13.4,,148,3.4,1017.0,2
"2025-01-02 19:00",15.2,0.0,13.4,,151,4.3,1017.1,1
"2025-01-02 19:10",15.3,0.0,13.4,,146,3.9,1017.2,0
"2025-01-02 19:20",15.4,0.1,13.4,,146,3.8,1017.4,0
"2025-01-02 19:30",15.4,0.0,13.4,,149,4.0,1017.5,0
"2025-01-02 19:40",15.5,0.0,13.4,,148,3.7,1017.5,0
"2025-01-02 19:50",15.5,0.0,13.4,,146,3.2,1017.5,0
"2025-01-02 20:00",15.6,0.0,13.4,,138,3.2,1017.6,1
"2025-01-02 20:10",15.6,0.1,13.4,,140,3.2,1017.7,1
"2025-01-02 20:20",15.6,0.0,13.4,,136,3.5,1017.8,1
"2025-01-02 20:30",15.6,0.0,13.4,,139,3.2,1017.9,1
"2025-01-02 20:40",15.5,0.0,13.4,,144,3.4,1018.0,1
"2025-01-02 20:50",15.4,0.0,13.4,,142,3.5,1018.2,1
"2025-01-02 21:00",15.3,0.0,13.4,,140,3.1,1018.3,1
"2025-01-02 21:10",15.3,0.0,13.4,,141,3.3,1018.3,1
"2025-01-02 21:20",15.3,0.0,13.4,,142,3.0,1018.3,1
"2025-01-02 21:30",15.2,0.0,13.4,,135,2.9,1018.4,1
"2025-01-02 21:40",15.2,0.0,13.4,,137,3.2,1018.5,1
"2025-01-02 21:50",15.2,0.0,13.4,,137,2.9,1018.6,1
"2025-01-02 22:00",15.2,0.0,13.4,,139,2.8,1018.5,1
"2025-01-02 22:10",15.2,0.0,13.4,,132,3.3,1018.5,1
"2025-01-02 22:20",15.2,0.0,13.4,,132,3.4,1018.6,1
"2025-01-02 22:30",15.2,0.0,13.4,,134,2.9,1018.7,1
"2025-01-02 22:40",15.3,0.0,13.4,,124,2.4,1018.8,1
"2025-01-02 22:50",15.3,0.0,13.4,,133,3.4,1018.9,0
"2025-01-02 23:00",15.4,0.0,13.4,,136,2.9,1018.9,0
"2025-01-02 23:10",15.3,0.1,13.4,,138,2.7,1018.9,1
"2025-01-02 23:20",15.2,0.0,13.4,,137,2.8,1018.8,1
"2025-01-02 23:30",15.3,0.0,13.4,,135,3.1,1018.8,0
"2025-01-02 23:40",15.3,0.0,13.4,,136,3.1,1018.7,1
"2025-01-02 23:50",15.3,0.1,13.4,,142,2.8,1018.8,1
"2025-01-03 00:00",15.2,0.0,13.4,,147,2.7,1018.8,1
"2025-01-03 00:10",15.0,0.0,13.4,,150,2.6,1018.8,1
"2025-01-03 00:20",15.0,0.0,13.4,,144,3.0,1018.7,1
"2025-01-03 00:30",15.0,0.0,13.4,,138,3.2,1018.6,1
"2025-01-03 00:40",14.9,0.0,13.4,,142,3.0,1018.5,1
"2025-01-03 00:50",14.9,0.0,13.4,,142,2.8,1018.5,1
"2025-01-03 01:00",14.9,0.0,13.4,,139,3.0,1018.3,1
"2025-01-03 01:10",14.8,0.0,13.4,,144,2.5,1018.3,1
"2025-01-03 01:20",14.8,0.0,13.3,,144,2.2,1018.2,1
"2025-01-03 01:30",14.8,0.0,13.3,,141,2.3,1018.1,1
"2025-01-03 01:40",14.8,0.0,13.3,,136,2.0,1018.1,1
"2025-01-03 01:50",14.8,0.0,13.3,,145,2.3,1017.9,1
"2025-01-03 02:00",14.8,0.0,13.3,,142,2.7,1017.8,1
"2025-01-03 02:10",14.8,0.0,13.3,,138,2.8,1017.7,1
"2025-01-03 02:20",15.0,0.1,13.3,,138,3.3,1017.7,1
"2025-01-03 02:30",15.0,0.0,13.3,,136,3.1,1017.7,1
"2025-01-03 02:40",15.0,0.0,13.3,,130,2.9,1017.6,0
"2025-01-03 02:50",15.1,0.1,13.3,,130,2.6,1017.6,1
"2025-01-03 03:00",15.2,0.1,13.3,,126,2.3,1017.6,1
"2025-01-03 03:10",15.3,0.1,13.3,,129,2.3,1017.6,1
"2025-01-03 03:20",15.3,0.0,13.3,,130,2.5,1017.6,1
"2025-01-03 03:30",15.4,0.0,13.3,,139,2.4,1017.6,1
"2025-01-03 03:40",15.1,0.0,13.3,,145,2.6,1017.5,1
"2025-01-03 03:50",14.9,0.0,13.3,,151,3.2,1017.5,2
"2025-01-03 04:00",14.8,0.0,13.3,,153,2.8,1017.6,1
"2025-01-03 04:10",14.7,0.0,13.3,,152,3.2,1017.5,1
"2025-01-03 04:20",14.8,0.0,13.3,,150,3.5,1017.5,1
"2025-01-03 04:30",14.8,0.0,13.3,,151,3.3,1017.5,1
"2025-01-03 04:40",14.7,0.0,13.3,,145,2.7,1017.5,1
"2025-01-03 04:50",14.9,0.0,13.3,,138,2.9,1017.5,1
"2025-01-03 05:00",14.7,0.0,13.3,,145,2.5,1017.7,1
"2025-01-03 05:10",14.7,0.0,13.3,,153,2.7,1017.8,1
"2025-01-03 05:20",14.5,0.0,13.3,,157,2.7,1017.9,2
"2025-01-03 05:30",14.6,0.0,13.3,,148,2.5,1017.9,1
"2025-01-03 05:40",14.6,0.0,13.3,,144,2.2,1017.9,1
"2025-01-03 05:50",14.5,0.1,13.3,,152,2.4,1018.0,1
"2025-01-03 06:00",14.6,0.0,13.3,,141,1.7,1018.1,1
"2025-01-03 06:10",14.6,0.0,13.3,,145,1.7,1018.2,1
"2025-01-03 06:20",14.5,0.0,13.3,,151,2.3,1018.3,3
"2025-01-03 06:30",14.5,0.0,13.3,,147,2.3,1018.3,11
"2025-01-03 06:40",14.6,0.0,13.3,,143,1.9,1018.5,23
"2025-01-03 06:50",14.8,0.0,13.4,,128,1.9,1018.6,39
"2025-01-03 07:00",14.9,0.0,13.6,,135,1.7,1018.6,58
"2025-01-03 07:10",15.1,0.0,13.7,,128,2.2,1018.7,61
"2025-01-03 07:20",15.2,0.0,13.9,,133,2.3,1018.8,78
"2025-01-03 07:30",15.2,0.0,14.2,,138,2.7,1018.8,123
"2025-01-03 07:40",15.3,0.0,14.4,,138,2.6,1018.9,151
"2025-01-03 07:50",15.1,0.0,14.5,,146,3.0,1018.9,164
"2025-01-03 08:00",15.0,0.0,14.5,,147,2.7,1018.9,152
"2025-01-03 08:10",15.1,0.0,14.6,,142,3.1,1018.9,173
"2025-01-03 08:20",15.3,0.0,14.7,,140,3.2,1018.9,296
"2025-01-03 08:30",15.3,0.0,14.7,,146,3.0,1018.9,292
"2025-01-03 08:40",15.3,0.0,14.7,,136,3.0,1018.8,314
"2025-01-03 08:50",15.8,0.0,14.8,,142,2.4,1018.8,335
"2025-01-03 09:00",16.2,0.0,14.8,,139,2.5,1018.8,295
"2025-01-03 09:10",15.5,0.0,14.8,,144,3.3,1018.7,344
"2025-01-03 09:20",15.6,0.0,14.8,,143,3.3,1018.9,504
"2025-01-03 09:30",15.6,0.0,14.8,,148,3.7,1018.9,569
"2025-01-03 09:40",15.4,0.0,14.8,,148,3.1,1019.0,444
"2025-01-03 09:50",15.3,0.0,14.8,,153,3.5,1019.1,513
"2025-01-03 10:00",15.4,0.0,14.8,,154,3.8,1019.0,542
"2025-01-03 10:10",15.3,0.0,14.8,,155,3.4,1018.9,526
"2025-01-03 10:20",15.4,0.0,14.8,,160,3.0,1018.8,499
"2025-01-03 10:30",15.2,0.0,14.8,,159,3.0,1018.7,386
"2025-01-03 10:40",15.4,0.0,14.8,,165,3.0,1018.6,454
"2025-01-03 10:50",15.4,0.0,14.8,,160,3.0,1018.6,556
"2025-01-03 11:00",15.5,0.0,14.8,,156,3.6,1018.5,706
