Fecha,"Imarpe Santa Rosa - Temperatura Med - Val (ºC)","Imarpe Santa Rosa - Precipitación Acumulada - Val (mm)","Imarpe Santa Rosa - Batería - Val (V)","Imarpe Santa Rosa - Humedad Relativa - Val (%)","Imarpe Santa Rosa - Direccion de Viento - Val (º)","Imarpe Santa Rosa - Velocidad de Viento - Val (m/s)","Imarpe Santa Rosa - Presion Atmosférica - Val (hPa)","Imarpe Santa Rosa - Radiación Solar - Val (W/m2)"
"2021-01-01 06:30",17.0,0.0,12.8,99,150,1.7,1017.2,26
"2021-01-01 06:40",17.0,0.0,12.9,99,160,1.8,1017.3,46
"2021-01-01 06:50",17.1,0.0,13.0,99,163,2.0,1017.4,62
"2021-01-01 07:00",17.1,0.0,13.1,99,157,2.0,1017.5,79
"2021-01-01 07:10",17.3,0.0,13.3,99,153,2.0,1017.7,95
"2021-01-01 07:20",17.3,0.0,13.5,99,161,2.3,1017.7,137
"2021-01-01 07:30",17.5,0.0,13.6,99,159,2.4,1017.8,191
"2021-01-01 07:40",17.6,0.0,13.6,98,165,2.2,1017.8,216
"2021-01-01 07:50",17.7,0.0,13.7,98,167,2.1,1017.8,250
"2021-01-01 08:00",17.9,0.0,13.8,98,158,2.1,1017.9,295
"2021-01-01 08:10",18.2,0.0,13.9,97,156,2.5,1018.0,340
"2021-01-01 08:20",18.1,0.0,13.9,96,156,2.5,1018.0,382
"2021-01-01 08:30",18.5,0.0,14.0,96,164,1.8,1018.0,395
"2021-01-01 08:40",18.7,0.0,14.0,95,181,1.9,1018.0,414
"2021-01-01 08:50",18.8,0.0,14.0,95,183,2.0,1017.9,448
"2021-01-01 09:00",18.7,0.0,14.0,94,187,2.1,1017.8,493
"2021-01-01 09:10",19.1,0.0,14.0,93,179,1.9,1017.8,550
"2021-01-01 09:20",19.2,0.0,14.0,92,190,2.2,1017.8,584
"2021-01-01 09:30",19.2,0.0,14.0,92,185,2.5,1017.9,614
"2021-01-01 09:40",19.3,0.0,14.0,91,192,2.6,1017.8,641
"2021-01-01 09:50",19.4,0.0,14.0,90,194,3.0,1017.7,678
"2021-01-01 10:00",19.5,0.0,14.0,90,196,2.9,1017.7,681
"2021-01-01 10:10",19.6,0.0,14.0,89,192,3.0,1017.6,594
"2021-01-01 10:20",19.8,0.0,14.0,89,196,3.0,1017.6,530
"2021-01-01 10:30",19.7,0.0,14.0,88,193,2.7,1017.5,525
"2021-01-01 10:40",19.9,0.0,14.1,88,194,2.8,1017.4,597
"2021-01-01 10:50",20.2,0.0,14.1,88,196,2.8,1017.4,684
"2021-01-01 11:00",20.5,0.0,14.1,87,201,3.2,1017.4,856
"2021-01-01 11:10",20.9,0.0,14.1,87,200,3.4,1017.4,874
"2021-01-01 11:20",20.4,0.0,14.1,86,199,3.2,1017.3,732
"2021-01-01 11:30",20.1,0.0,14.1,86,194,3.2,1017.3,726
"2021-01-01 11:40",20.4,0.0,14.1,86,193,3.1,1017.3,920
"2021-01-01 11:50",20.6,0.0,14.1,86,195,3.2,1017.3,1001
"2021-01-01 12:00",20.4,0.0,14.1,86,192,3.6,1017.3,850
"2021-01-01 12:10",20.8,0.0,14.1,85,193,3.5,1017.3,1016
"2021-01-01 12:20",20.9,0.0,14.1,85,196,3.5,1017.2,811
"2021-01-01 12:30",21.2,0.0,14.1,85,203,4.0,1017.0,839
"2021-01-01 12:40",20.9,0.0,14.1,85,203,4.0,1017.0,794
"2021-01-01 12:50",20.7,0.0,14.1,85,199,3.7,1017.0,638
"2021-01-01 13:00",20.8,0.0,14.1,85,199,3.7,1016.9,713
"2021-01-01 13:10",20.4,0.0,14.1,84,194,3.8,1016.8,589
"2021-01-01 13:20",20.5,0.0,14.1,85,192,3.2,1016.7,627
"2021-01-01 13:30",21.5,0.0,14.1,85,189,3.1,1016.7,922
"2021-01-01 13:40",21.2,0.0,14.1,84,192,3.7,1016.7,957
"2021-01-01 13:50",20.8,0.0,14.1,84,196,3.8,1016.5,763
"2021-01-01 14:00",20.5,0.0,14.1,84,197,3.8,1016.4,567
"2021-01-01 14:10",20.6,0.0,14.1,84,194,3.6,1016.3,751
"2021-01-01 14:20",21.0,0.0,14.1,84,197,3.7,1016.2,708
"2021-01-01 14:30",20.8,0.0,14.1,84,197,3.7,1016.2,695
"2021-01-01 14:40",20.9,0.0,14.1,84,192,3.7,1016.1,658
"2021-01-01 14:50",20.9,0.0,14.1,84,192,3.9,1016.1,774
"2021-01-01 15:00",21.2,0.0,14.1,84,190,3.6,1016.0,816
"2021-01-01 15:10",21.2,0.0,14.1,84,186,3.2,1015.9,799
"2021-01-01 15:20",21.3,0.0,14.1,84,182,3.0,1015.9,822
"2021-01-01 15:30",21.1,0.0,14.1,84,187,3.0,1015.9,766
"2021-01-01 15:40",20.5,0.0,14.0,83,180,3.3,1015.8,404
"2021-01-01 15:50",20.1,0.0,14.1,84,177,3.3,1015.8,302
"2021-01-01 16:00",20.2,0.0,14.1,84,176,3.0,1015.8,616
"2021-01-01 16:10",20.4,0.0,14.0,84,174,2.5,1015.7,382
"2021-01-01 16:20",20.0,0.0,14.0,84,167,2.9,1015.8,233
"2021-01-01 16:30",19.7,0.0,14.0,84,161,3.0,1015.9,193
"2021-01-01 16:40",19.4,0.0,14.0,85,156,3.3,1015.9,160
"2021-01-01 16:50",19.4,0.0,14.0,85,159,3.2,1015.9,153
"2021-01-01 17:00",19.3,0.0,14.0,85,159,3.1,1015.9,161
"2021-01-01 17:10",19.3,0.0,14.0,86,159,2.9,1015.9,148
"2021-01-01 17:20",19.1,0.0,14.0,86,156,3.3,1016.0,101
"2021-01-01 17:30",19.3,0.0,14.0,86,155,2.9,1016.0,84
"2021-01-01 17:40",19.4,0.0,14.0,86,152,3.3,1016.1,78
"2021-01-01 17:50",19.6,0.0,14.0,86,146,3.0,1016.1,66
"2021-01-01 18:00",19.5,0.0,14.0,86,150,3.1,1016.1,50
"2021-01-01 18:10",19.2,0.0,13.6,86,149,2.9,1016.1,39
"2021-01-01 18:20",19.1,0.0,13.1,86,149,2.9,1016.2,24
"2021-01-01 18:30",19.1,0.0,13.0,86,146,2.7,1016.3,14
"2021-01-01 18:40",18.9,0.0,13.0,86,151,3.2,1016.4,6
"2021-01-01 18:50",18.8,0.0,13.0,86,152,3.0,1016.5,2
"2021-01-01 19:00",18.8,0.0,13.0,86,150,3.0,1016.6,1
"2021-01-01 19:10",18.7,0.0,13.0,86,150,3.5,1016.6,0
"2021-01-01 19:20",18.7,0.0,13.0,87,147,3.1,1016.8,0
"2021-01-01 19:30",18.7,0.0,13.0,87,150,3.2,1016.8,0
"2021-01-01 19:40",18.6,0.0,13.0,87,152,3.2,1016.9,0
"2021-01-01 19:50",18.7,0.0,13.0,87,147,2.8,1016.9,0
"2021-01-01 20:00",18.7,0.0,13.0,87,147,3.4,1017.1,0
"2021-01-01 20:10",18.8,0.0,13.0,87,149,3.2,1017.1,1
"2021-01-01 20:20",18.7,0.0,13.0,87,146,3.1,1017.2,1
"2021-01-01 20:30",18.6,0.0,13.0,87,151,2.9,1017.4,0
"2021-01-01 20:40",18.5,0.0,13.0,87,154,3.2,1017.4,1
"2021-01-01 20:50",18.5,0.0,13.0,87,149,3.1,1017.5,1
"2021-01-01 21:00",18.6,0.0,13.0,87,148,3.0,1017.6,0
"2021-01-01 21:10",18.5,0.0,13.0,87,151,2.9,1017.7,1
"2021-01-01 21:20",18.4,0.0,13.0,87,147,3.1,1017.7,1
"2021-01-01 21:30",18.5,0.0,13.0,87,151,2.9,1017.8,1
"2021-01-01 21:40",18.4,0.0,13.0,87,152,2.9,1017.8,1
"2021-01-01 21:50",18.3,0.0,13.0,87,156,3.6,1017.8,0
"2021-01-01 22:00",18.3,0.0,13.0,87,151,3.4,1017.8,1
"2021-01-01 22:10",18.3,0.0,13.0,87,150,2.6,1017.8,0
"2021-01-01 22:20",18.2,0.0,13.0,87,146,2.7,1017.8,0
"2021-01-01 22:30",18.1,0.0,13.0,87,156,3.3,1017.8,0
"2021-01-01 22:40",18.0,0.0,13.0,87,160,3.5,1017.8,0
"2021-01-01 22:50",18.0,0.0,13.0,87,163,3.2,1017.8,0
"2021-01-01 23:00",18.0,0.0,13.0,87,163,3.3,1017.7,0
"2021-01-01 23:10",17.9,0.0,13.0,87,160,3.6,1017.6,0
"2021-01-01 23:20",17.9,0.0,13.0,87,159,3.7,1017.6,1
"2021-01-01 23:30",17.9,0.0,13.0,87,157,3.4,1017.7,0
"2021-01-01 23:40",17.9,0.0,13.0,87,157,3.6,1017.7,0
"2021-01-01 23:50",17.9,0.0,12.9,87,160,3.9,1017.7,1
"2021-01-02 00:00",17.9,0.0,12.9,87,164,3.5,1017.5,1
"2021-01-02 00:10",17.9,0.0,12.9,87,152,3.0,1017.6,0
"2021-01-02 00:20",17.9,0.0,12.9,87,150,2.6,1017.6,0
"2021-01-02 00:30",18.0,0.0,12.9,87,145,2.1,1017.6,0
"2021-01-02 00:40",18.0,0.0,12.9,87,145,1.9,1017.5,0
"2021-01-02 00:50",17.9,0.0,12.9,86,148,2.1,1017.4,0
"2021-01-02 01:00",17.8,0.0,12.9,86,148,1.9,1017.3,0
"2021-01-02 01:10",17.8,0.0,12.9,86,141,2.0,1017.3,0
"2021-01-02 01:20",17.8,0.0,12.9,86,138,1.8,1017.1,0
"2021-01-02 01:30",17.9,0.0,12.9,86,142,1.5,1017.1,0
"2021-01-02 01:40",17.9,0.0,12.9,86,137,1.6,1017.1,0
"2021-01-02 01:50",17.9,0.0,12.9,85,141,1.9,1017.0,0
"2021-01-02 02:00",17.9,0.0,12.9,85,146,2.4,1017.0,0
"2021-01-02 02:10",17.8,0.0,12.9,85,157,3.1,1016.9,0
"2021-01-02 02:20",17.7,0.0,12.9,85,156,3.2,1016.9,0
"2021-01-02 02:30",17.7,0.0,12.9,84,159,3.4,1016.8,0
"2021-01-02 02:40",17.7,0.0,12.9,84,159,4.0,1016.8,0
"2021-01-02 02:50",17.6,0.0,12.9,84,161,4.2,1016.7,0
"2021-01-02 03:00",17.6,0.0,12.9,84,162,3.9,1016.8,0
"2021-01-02 03:10",17.6,0.0,12.9,83,160,3.7,1016.9,0
"2021-01-02 03:20",17.6,0.0,12.9,83,164,3.5,1016.8,0
"2021-01-02 03:30",17.6,0.0,12.9,82,165,3.5,1016.7,0
"2021-01-02 03:40",17.5,0.0,12.9,82,162,3.5,1016.7,0
"2021-01-02 03:50",17.5,0.0,12.9,81,156,3.1,1016.7,0
"2021-01-02 04:00",17.6,0.0,12.9,81,146,2.4,1016.8,0
"2021-01-02 04:10",17.6,0.0,12.9,80,144,2.5,1016.9,0
"2021-01-02 04:20",17.6,0.0,12.9,80,143,2.1,1016.8,0
"2021-01-02 04:30",17.6,0.0,12.9,79,143,2.4,1016.9,0
"2021-01-02 04:40",17.7,0.0,12.9,79,139,2.6,1016.9,0
"2021-01-02 04:50",17.7,0.0,12.8,78,144,2.6,1017.0,0
"2021-01-02 05:00",17.7,0.0,12.8,77,140,2.7,1017.0,0
"2021-01-02 05:10",17.8,0.0,12.8,77,143,3.1,1017.1,1
"2021-01-02 05:20",17.7,0.0,12.8,76,145,3.4,1017.1,1
"2021-01-02 05:30",17.5,0.0,12.8,75,146,3.1,1017.2,1
"2021-01-02 05:40",17.5,0.0,12.8,75,143,2.7,1017.2,1
"2021-01-02 05:50",17.5,0.0,12.8,74,137,2.3,1017.3,0
"2021-01-02 06:00",17.5,0.0,12.8,73,141,2.5,1017.4,1
"2021-01-02 06:10",17.4,0.0,12.8,73,142,2.4,1017.4,2
"2021-01-02 06:20",17.4,0.0,12.8,72,134,2.2,1017.4,4
"2021-01-02 06:30",17.5,0.0,12.8,71,139,2.3,1017.6,10
"2021-01-02 06:40",17.6,0.0,12.8,70,135,2.6,1017.7,18
"2021-01-02 06:50",17.6,0.0,12.8,70,140,2.7,1017.8,30
"2021-01-02 07:00",17.6,0.0,12.9,69,140,2.9,1017.8,44
"2021-01-02 07:10",17.6,0.0,13.0,68,141,3.1,1017.8,62
"2021-01-02 07:20",17.7,0.0,13.2,67,140,3.1,1017.9,79
"2021-01-02 07:30",17.7,0.0,13.4,66,144,3.3,1018.0,109
"2021-01-02 07:40",17.8,0.0,13.5,66,139,3.2,1017.9,124
"2021-01-02 07:50",17.8,0.0,13.5,65,142,3.2,1017.9,122
"2021-01-02 08:00",17.7,0.0,13.5,64,147,3.6,1017.9,136
"2021-01-02 08:10",17.8,0.0,13.6,63,144,3.4,1017.9,164
"2021-01-02 08:20",17.8,0.0,13.7,63,141,3.4,1017.9,190
"2021-01-02 08:30",18.0,0.0,13.8,62,146,3.7,1017.9,231
"2021-01-02 08:40",18.2,0.0,13.9,61,148,3.9,1017.9,300
"2021-01-02 08:50",18.5,0.0,13.9,60,146,3.7,1017.9,404
"2021-01-02 09:00",18.8,0.0,14.0,60,144,3.8,1017.9,466
"2021-01-02 09:10",18.5,0.0,14.0,59,154,3.6,1017.8,411
"2021-01-02 09:20",18.3,0.0,14.0,59,154,3.8,1017.8,523
"2021-01-02 09:30",18.8,0.0,14.0,58,155,3.7,1017.7,669
"2021-01-02 09:40",18.5,0.0,14.0,57,160,4.3,1017.7,691
"2021-01-02 09:50",18.8,0.0,14.0,57,161,3.5,1017.7,748
"2021-01-02 10:00",18.8,0.0,14.0,56,165,3.6,1017.6,751
"2021-01-02 10:10",19.3,0.0,14.0,55,165,3.5,1017.5,849
"2021-01-02 10:20",19.4,0.0,14.0,54,165,3.9,1017.5,769
"2021-01-02 10:30",19.2,0.0,14.0,54,160,4.4,1017.4,662
"2021-01-02 10:40",19.4,0.0,14.1,53,158,4.7,1017.3,916
"2021-01-02 10:50",19.6,0.0,14.1,52,160,4.8,1017.3,916
"2021-01-02 11:00",19.5,0.0,14.1,52,159,5.2,1017.4,897
"2021-01-02 11:10",19.6,0.0,14.1,51,161,4.7,1017.4,899
"2021-01-02 11:20",19.9,0.0,14.1,51,162,4.4,1017.4,877
"2021-01-02 11:30",19.9,0.0,14.1,51,166,4.4,1017.3,911
"2021-01-02 11:40",20.0,0.0,14.1,50,166,4.4,1017.3,913
"2021-01-02 11:50",20.2,0.0,14.1,50,168,4.1,1017.2,908
"2021-01-02 12:00",20.1,0.0,14.1,50,167,4.2,1017.1,939
"2021-01-02 12:10",20.2,0.0,14.1,50,167,3.8,1017.1,959
"2021-01-02 12:20",20.4,0.0,14.1,50,164,3.9,1017.0,977
"2021-01-02 12:30",20.3,0.0,14.1,50,166,4.3,1017.0,969
"2021-01-02 12:40",20.0,0.0,14.1,50,164,4.7,1016.9,947
"2021-01-02 12:50",20.0,0.0,14.1,49,160,5.3,1016.9,920
"2021-01-02 13:00",20.1,0.0,14.1,49,167,4.6,1016.8,951
"2021-01-02 13:10",20.0,0.0,14.1,49,166,4.8,1016.7,945
"2021-01-02 13:20",20.1,0.0,14.1,49,164,4.7,1016.7,968
"2021-01-02 13:30",20.2,0.0,14.1,49,166,4.6,1016.5,986
"2021-01-02 13:40",20.4,0.0,14.1,49,170,4.3,1016.5,983
"2021-01-02 13:50",20.4,0.0,14.1,49,176,4.4,1016.3,980
"2021-01-02 14:00",20.2,0.0,14.1,50,178,4.6,1016.2,968
"2021-01-02 14:10",20.4,0.0,14.1,50,172,4.4,1016.1,944
"2021-01-02 14:20",20.2,0.0,14.1,50,173,4.9,1016.0,931
"2021-01-02 14:30",20.3,0.0,14.1,50,172,4.3,1015.9,916
"2021-01-02 14:40",20.0,0.0,14.1,51,177,5.0,1015.8,909
"2021-01-02 14:50",19.9,0.0,14.1,50,174,5.1,1015.8,918
"2021-01-02 15:00",19.7,0.0,14.1,50,176,4.4,1015.8,506
"2021-01-02 15:10",19.1,0.0,14.1,51,175,4.4,1015.6,557
"2021-01-02 15:20",19.3,0.0,14.1,50,175,4.6,1015.6,688
"2021-01-02 15:30",19.4,0.0,14.1,49,174,4.4,1015.6,697
"2021-01-02 15:40",19.0,0.0,14.1,49,170,4.8,1015.6,419
"2021-01-02 15:50",18.7,0.0,14.1,48,168,5.0,1015.6,348
"2021-01-02 16:00",18.6,0.0,14.1,48,165,4.8,1015.6,257
"2021-01-02 16:10",18.5,0.0,14.0,47,165,4.6,1015.6,187
"2021-01-02 16:20",18.5,0.0,14.0,47,167,4.4,1015.6,152
"2021-01-02 16:30",18.3,0.0,14.0,46,165,4.7,1015.6,162
"2021-01-02 16:40",18.3,0.0,14.0,46,162,5.0,1015.7,170
"2021-01-02 16:50",18.3,0.0,14.0,46,163,4.9,1015.8,164
"2021-01-02 17:00",18.2,0.0,14.0,45,159,4.9,1015.8,132
"2021-01-02 17:10",18.3,0.0,14.0,45,156,4.8,1015.8,95
"2021-01-02 17:20",18.2,0.0,14.0,44,156,5.1,1015.8,102
"2021-01-02 17:30",18.2,0.0,14.0,44,153,4.3,1015.8,86
"2021-01-02 17:40",18.3,0.0,14.0,43,150,3.5,1015.9,77
"2021-01-02 17:50",18.4,0.0,14.0,43,149,3.1,1015.9,75
"2021-01-02 18:00",18.4,0.0,14.0,42,145,3.8,1016.0,81
"2021-01-02 18:10",18.5,0.0,14.0,42,148,3.5,1016.0,74
"2021-01-02 18:20",18.5,0.0,13.9,41,149,3.3,1016.1,46
"2021-01-02 18:30",18.5,0.0,13.1,41,147,3.4,1016.2,30
"2021-01-02 18:40",18.5,0.0,13.0,40,146,3.6,1016.3,16
"2021-01-02 18:50",18.5,0.0,13.0,39,148,3.8,1016.3,5
"2021-01-02 19:00",18.4,0.0,13.0,39,147,3.4,1016.5,1
"2021-01-02 19:10",18.5,0.0,13.0,38,145,3.9,1016.5,1
"2021-01-02 19:20",18.5,0.0,13.0,38,144,3.7,1016.6,1
"2021-01-02 19:30",18.4,0.0,13.0,37,147,3.6,1016.7,1
"2021-01-02 19:40",18.3,0.0,13.0,37,143,3.7,1016.9,1
"2021-01-02 19:50",18.3,0.0,13.0,36,149,3.7,1017.0,1
"2021-01-02 20:00",18.3,0.0,13.0,36,146,3.2,1017.1,1
"2021-01-02 20:10",18.2,0.0,13.0,35,148,3.2,1017.1,1
"2021-01-02 20:20",18.2,0.0,13.0,34,144,3.3,1017.3,0
"2021-01-02 20:30",18.2,0.0,13.0,34,142,3.4,1017.4,1
"2021-01-02 20:40",18.2,0.0,13.0,33,149,3.3,1017.4,0
"2021-01-02 20:50",18.1,0.0,13.0,32,151,3.4,1017.5,0
"2021-01-02 21:00",18.2,0.0,13.0,32,145,4.0,1017.6,0
"2021-01-02 21:10",18.1,0.0,13.0,31,145,3.7,1017.7,0
"2021-01-02 21:20",18.1,0.0,13.0,30,138,3.7,1017.8,0
"2021-01-02 21:30",18.0,0.0,13.0,29,140,3.8,1017.8,0
"2021-01-02 21:40",17.9,0.0,13.0,28,139,3.6,1017.9,1
"2021-01-02 21:50",17.9,0.0,13.0,27,136,3.4,1017.9,0
"2021-01-02 22:00",17.9,0.0,13.0,26,140,3.3,1018.0,1
"2021-01-02 22:10",18.0,0.2,13.0,25,143,3.1,1017.9,0
"2021-01-02 22:20",17.9,0.0,13.0,24,146,3.8,1017.9,1
"2021-01-02 22:30",17.7,0.0,13.0,24,153,4.1,1018.0,0
"2021-01-02 22:40",17.7,0.0,13.0,23,149,4.2,1017.9,1
"2021-01-02 22:50",17.7,0.0,13.0,22,151,4.1,1017.9,0
"2021-01-02 23:00",17.7,0.0,13.0,21,150,4.1,1017.9,0
"2021-01-02 23:10",17.7,0.0,13.0,20,148,4.1,1017.8,0
"2021-01-02 23:20",17.7,0.0,13.0,19,142,3.6,1017.7,0
"2021-01-02 23:30",17.7,0.0,13.0,18,144,2.8,1017.7,1
"2021-01-02 23:40",17.6,0.0,13.0,17,143,3.0,1017.7,1
"2021-01-02 23:50",17.6,0.0,13.0,16,145,2.8,1017.7,1
"2021-01-03 00:00",17.5,0.0,13.0,15,147,2.4,1017.6,1
"2021-01-03 00:10",17.5,0.0,12.9,14,154,2.9,1017.6,1
"2021-01-03 00:20",17.4,0.0,12.9,13,151,2.7,1017.5,1
"2021-01-03 00:30",17.4,0.0,12.9,12,151,2.7,1017.4,1
"2021-01-03 00:40",17.5,0.0,12.9,11,152,2.9,1017.3,1
"2021-01-03 00:50",17.6,0.0,12.9,10,153,3.1,1017.2,0
"2021-01-03 01:00",17.4,0.0,12.9,9,158,3.3,1017.2,1
"2021-01-03 01:10",17.3,0.0,12.9,9,162,3.1,1017.2,1
"2021-01-03 01:20",17.3,0.0,12.9,8,164,3.1,1017.1,1
"2021-01-03 01:30",17.3,0.0,12.9,7,162,3.3,1017.0,0
"2021-01-03 01:40",17.2,0.0,12.9,6,164,3.0,1017.1,0
"2021-01-03 01:50",17.2,0.0,12.9,5,166,2.6,1017.0,1
"2021-01-03 02:00",17.2,0.0,12.9,4,159,2.6,1017.0,1
"2021-01-03 02:10",17.2,0.0,12.9,3,154,2.5,1017.0,1
"2021-01-03 02:20",17.2,0.0,12.9,2,155,3.1,1016.9,0
"2021-01-03 02:30",17.2,0.0,12.9,1,150,2.6,1016.9,0
"2021-01-03 02:40",17.2,0.0,12.9,0,160,3.5,1016.9,1
"2021-01-03 02:50",17.2,0.0,12.9,0,162,3.3,1016.8,0
"2021-01-03 03:00",17.2,0.0,12.9,0,154,3.2,1016.8,1
"2021-01-03 03:10",17.3,0.0,12.9,0,157,3.6,1016.7,0
"2021-01-03 03:20",17.3,0.0,12.9,0,154,3.2,1016.7,0
"2021-01-03 03:30",17.3,0.0,12.9,0,143,3.0,1016.7,1
"2021-01-03 03:40",17.4,0.0,12.9,0,146,2.8,1016.7,0
"2021-01-03 03:50",17.4,0.0,12.9,0,144,2.9,1016.7,0
"2021-01-03 04:00",17.5,0.0,12.9,0,143,2.8,1016.7,0
"2021-01-03 04:10",17.5,0.0,12.9,0,145,2.8,1016.7,1
"2021-01-03 04:20",17.4,0.0,12.9,0,142,2.8,1016.7,0
"2021-01-03 04:30",17.5,0.0,12.9,0,138,2.7,1016.7,0
"2021-01-03 04:40",17.6,0.0,12.9,0,142,3.2,1016.8,0
"2021-01-03 04:50",17.6,0.0,12.9,0,143,3.4,1016.7,0
"2021-01-03 05:00",17.6,0.0,12.9,0,142,3.1,1016.7,1
"2021-01-03 05:10",17.6,0.0,12.8,0,143,2.9,1016.8,1
"2021-01-03 05:20",17.5,0.0,12.8,0,143,3.2,1016.9,0
"2021-01-03 05:30",17.4,0.0,12.8,0,148,2.9,1017.0,0
"2021-01-03 05:40",17.4,0.0,12.8,0,150,2.9,1017.1,0
"2021-01-03 05:50",17.4,0.0,12.8,0,153,3.1,1017.2,0
"2021-01-03 06:00",17.4,0.0,12.8,0,155,3.3,1017.3,1
"2021-01-03 06:10",17.3,0.0,12.8,0,162,4.2,1017.3,1
"2021-01-03 06:20",17.2,0.0,12.8,0,163,4.5,1017.2,5
"2021-01-03 06:30",17.1,0.0,12.8,0,161,4.3,1017.3,10
"2021-01-03 06:40",17.0,0.0,12.8,0,160,4.3,1017.3,16
"2021-01-03 06:50",17.0,0.0,12.8,0,156,4.1,1017.4,30
"2021-01-03 07:00",17.0,0.0,12.9,0,149,3.6,1017.5,41
"2021-01-03 07:10",17.0,0.0,12.9,0,145,3.6,1017.6,50
"2021-01-03 07:20",17.1,0.0,13.0,0,142,3.0,1017.6,61
"2021-01-03 07:30",17.1,0.0,13.2,0,146,3.3,1017.5,76
"2021-01-03 07:40",17.1,0.0,13.4,0,147,3.5,1017.6,99
"2021-01-03 07:50",17.1,0.0,13.5,0,146,3.2,1017.5,118
"2021-01-03 08:00",17.2,0.0,13.6,0,145,3.5,1017.6,136
"2021-01-03 08:10",17.3,0.0,13.6,0,143,3.2,1017.5,161
"2021-01-03 08:20",17.4,0.0,13.7,0,144,3.1,1017.5,190
"2021-01-03 08:30",17.5,0.0,13.7,0,151,3.2,1017.5,208
"2021-01-03 08:40",17.3,0.0,13.8,0,153,3.2,1017.6,237
"2021-01-03 08:50",17.5,0.0,13.9,0,153,3.3,1017.5,291
"2021-01-03 09:00",17.8,0.0,13.9,0,150,3.3,1017.5,343
"2021-01-03 09:10",18.0,0.0,14.0,0,154,3.7,1017.5,444
"2021-01-03 09:20",18.3,0.0,14.0,0,153,3.4,1017.5,443
"2021-01-03 09:30",18.5,0.0,14.0,0,152,3.3,1017.5,462
