Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CAMANA
Departamento :,AREQUIPA,Provincia :,CAMANA,Distrito :,CAMANA
Latitud :,16°38'38.22'',Longitud :,72°42'15.54'',Altitud :,8 msnm.
Tipo :,PE - Meteorológica,Código :,116084
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/10/01,00:00,15.1,0.0,84,106,1.8
2025/10/01,01:00,15.3,0.0,83,103,1.7
2025/10/01,02:00,15.5,0.0,81,108,1.5
2025/10/01,03:00,15.6,0.0,80,74,3.0
2025/10/01,04:00,15.8,0.0,77,106,1.5
2025/10/01,05:00,16.0,0.0,75,85,2.8
2025/10/01,06:00,16.0,0.0,74,78,2.5
2025/10/01,07:00,16.6,0.0,73,106,2.6
2025/10/01,08:00,18.3,0.0,67,90,3.2
2025/10/01,09:00,20.2,0.0,62,114,4.8
2025/10/01,10:00,21.1,0.0,62,126,5.7
2025/10/01,11:00,21.3,0.0,62,127,5.1
2025/10/01,12:00,20.7,0.0,65,138,5.3
2025/10/01,13:00,20.6,0.0,68,137,4.9
2025/10/01,14:00,20.9,0.0,66,124,3.6
2025/10/01,15:00,21.1,0.0,64,118,4.8
2025/10/01,16:00,20.6,0.0,65,120,4.6
2025/10/01,17:00,19.5,0.0,70,122,4.8
2025/10/01,18:00,17.6,0.0,78,115,4.0
2025/10/01,19:00,15.8,0.0,83,113,3.2
2025/10/01,20:00,15.3,0.0,86,106,2.4
2025/10/01,21:00,16.1,0.0,83,110,2.1
2025/10/01,22:00,16.3,0.0,83,118,1.8
2025/10/01,23:00,16.2,0.0,84,105,2.2
2025/10/02,00:00,16.3,0.0,81,111,1.9
2025/10/02,01:00,16.0,0.0,82,107,1.9
2025/10/02,02:00,15.9,0.0,81,104,2.1
2025/10/02,03:00,15.5,0.0,83,118,1.3
2025/10/02,04:00,15.2,0.0,86,113,1.4
2025/10/02,05:00,15.1,0.0,87,115,1.8
2025/10/02,06:00,15.2,0.0,86,114,1.2
2025/10/02,07:00,15.7,0.0,83,109,2.2
2025/10/02,08:00,17.1,0.0,77,112,3.2
