Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CAMANA
Departamento :,AREQUIPA,Provincia :,CAMANA,Distrito :,CAMANA
Latitud :,16°38'38.22'',Longitud :,72°42'15.54'',Altitud :,8 msnm.
Tipo :,PE - Meteorológica,Código :,116084
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/06/01,00:00,15.9,0.0,83,123,0.3
2025/06/01,01:00,15.3,0.0,83,17,0.9
2025/06/01,02:00,14.0,0.0,81,64,0.6
2025/06/01,03:00,13.1,0.0,84,62,0.9
2025/06/01,04:00,12.2,0.0,86,229,0.0
2025/06/01,05:00,11.6,0.0,87,40,0.0
2025/06/01,06:00,11.6,0.0,88,303,0.4
2025/06/01,07:00,12.6,0.0,87,266,0.4
2025/06/01,08:00,14.6,0.0,85,235,1.2
2025/06/01,09:00,16.3,0.0,80,243,1.6
2025/06/01,10:00,18.5,0.0,70,188,2.3
2025/06/01,11:00,20.4,0.0,63,188,2.6
2025/06/01,12:00,20.7,0.0,63,157,3.0
2025/06/01,13:00,21.4,0.0,62,169,3.0
2025/06/01,14:00,21.0,0.0,64,161,3.1
2025/06/01,15:00,21.4,0.0,63,152,3.2
2025/06/01,16:00,21.0,0.0,65,134,3.5
2025/06/01,17:00,19.2,0.0,71,135,3.0
2025/06/01,18:00,17.1,0.0,79,131,2.2
2025/06/01,19:00,15.9,0.0,85,127,2.1
2025/06/01,20:00,15.4,0.0,87,116,1.3
2025/06/01,21:00,15.1,0.0,86,90,1.2
2025/06/01,22:00,14.8,0.0,84,75,1.0
2025/06/01,23:00,15.0,0.0,84,93,1.1
2025/06/02,00:00,14.5,0.0,83,63,0.8
2025/06/02,01:00,14.1,0.0,85,71,1.6
2025/06/02,02:00,14.1,0.0,86,74,1.8
2025/06/02,03:00,14.6,0.0,87,103,0.8
2025/06/02,04:00,14.0,0.0,87,76,1.6
2025/06/02,05:00,14.3,0.0,87,20,0.7
2025/06/02,06:00,13.9,0.0,87,91,0.9
2025/06/02,07:00,13.9,0.0,88,95,0.8
2025/06/02,08:00,17.2,0.0,82,103,3.1
2025/06/02,09:00,19.1,0.0,74,112,3.1
2025/06/02,10:00,20.3,0.0,71,97,3.7
2025/06/02,11:00,21.5,0.0,67,121,3.9
2025/06/02,12:00,21.9,0.0,65,131,4.3
2025/06/02,13:00,22.3,0.0,64,143,4.0
2025/06/02,14:00,22.4,0.0,65,151,3.9
2025/06/02,15:00,21.5,0.0,68,165,3.2
2025/06/02,16:00,20.5,0.0,72,155,3.3
2025/06/02,17:00,19.5,0.0,76,154,3.1
2025/06/02,18:00,17.0,0.0,84,143,1.0
2025/06/02,19:00,16.0,0.0,87,162,0.6
2025/06/02,20:00,16.4,0.0,87,116,0.5
2025/06/02,21:00,16.5,0.0,87,145,0.8
2025/06/02,22:00,16.6,0.0,86,130,1.1
2025/06/02,23:00,16.7,0.0,85,122,1.4
2025/06/03,00:00,16.6,0.0,85,107,1.0
2025/06/03,01:00,16.5,0.0,86,121,0.9
2025/06/03,02:00,16.4,0.0,86,125,1.3
2025/06/03,03:00,16.4,0.0,87,110,1.7
2025/06/03,04:00,16.3,0.0,87,121,1.7
2025/06/03,05:00,16.2,0.0,88,133,1.1
2025/06/03,06:00,16.2,0.0,88,107,1.3
2025/06/03,07:00,16.3,0.0,87,99,1.2
2025/06/03,08:00,17.0,0.0,86,111,1.2
2025/06/03,09:00,18.4,0.0,79,129,2.1
2025/06/03,10:00,20.3,0.0,71,143,3.6
2025/06/03,11:00,21.7,0.0,67,134,3.8
