Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CAMANA
Departamento :,AREQUIPA,Provincia :,CAMANA,Distrito :,CAMANA
Latitud :,16°38'38.22'',Longitud :,72°42'15.54'',Altitud :,8 msnm.
Tipo :,PE - Meteorológica,Código :,116084
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/02/01,00:00,20.6,0.0,90,119,2.9
2025/02/01,01:00,20.5,0.0,90,109,2.7
2025/02/01,02:00,20.6,0.0,87,97,0.7
2025/02/01,03:00,20.2,0.0,87,89,0.7
2025/02/01,04:00,19.9,0.0,87,145,1.2
2025/02/01,05:00,19.3,0.0,91,124,1.3
2025/02/01,06:00,19.0,0.0,93,102,0.9
2025/02/01,07:00,19.7,0.0,92,118,1.6
2025/02/01,08:00,23.5,0.0,80,151,1.1
2025/02/01,09:00,24.8,0.0,74,135,2.3
2025/02/01,10:00,26.1,0.0,71,135,3.0
2025/02/01,11:00,27.0,0.0,67,131,3.1
2025/02/01,12:00,26.9,0.0,68,136,3.2
2025/02/01,13:00,26.8,0.0,68,129,4.1
2025/02/01,14:00,26.7,0.0,68,123,3.4
2025/02/01,15:00,27.3,0.0,66,124,3.7
2025/02/01,16:00,27.0,0.0,67,126,3.0
2025/02/01,17:00,26.3,0.0,69,131,3.4
2025/02/01,18:00,24.2,0.0,75,121,3.3
2025/02/01,19:00,22.1,0.0,81,117,2.6
2025/02/01,20:00,21.4,0.0,85,146,1.2
2025/02/01,21:00,21.0,0.0,87,156,1.2
2025/02/01,22:00,20.5,0.0,89,114,2.2
2025/02/01,23:00,20.1,0.0,89,117,2.8
2025/02/02,00:00,20.0,0.0,89,87,0.4
2025/02/02,01:00,19.6,0.0,89,112,1.8
2025/02/02,02:00,19.5,0.0,92,119,1.4
2025/02/02,03:00,19.3,0.0,92,125,2.0
2025/02/02,04:00,18.9,0.0,93,112,2.3
2025/02/02,05:00,18.8,0.0,94,141,1.3
2025/02/02,06:00,18.2,0.0,94,74,0.8
2025/02/02,07:00,19.7,0.0,94,132,0.7
2025/02/02,08:00,23.3,0.0,81,151,1.4
2025/02/02,09:00,24.5,0.0,77,157,1.4
2025/02/02,10:00,25.5,0.0,74,162,2.3
2025/02/02,11:00,25.4,0.0,76,171,3.0
2025/02/02,12:00,25.6,0.0,77,158,2.5
2025/02/02,13:00,25.9,0.0,76,159,2.3
2025/02/02,14:00,26.7,0.0,73,149,3.4
2025/02/02,15:00,27.2,0.0,70,142,2.1
2025/02/02,16:00,27.0,0.0,71,137,3.1
2025/02/02,17:00,26.1,0.0,74,111,2.8
2025/02/02,18:00,24.9,0.0,78,138,2.0
2025/02/02,19:00,22.8,0.0,85,122,1.8
2025/02/02,20:00,21.8,0.0,90,116,2.4
2025/02/02,21:00,21.6,0.0,90,106,1.8
2025/02/02,22:00,21.3,0.0,90,102,0.7
2025/02/02,23:00,20.9,0.0,90,121,0.8
2025/02/03,00:00,20.5,0.0,91,22,0.8
2025/02/03,01:00,20.3,0.0,91,82,0.9
2025/02/03,02:00,20.1,0.0,89,97,1.0
2025/02/03,03:00,19.9,0.0,89,99,0.8
2025/02/03,04:00,19.6,0.0,89,118,0.5
2025/02/03,05:00,19.6,0.0,88,85,0.1
2025/02/03,06:00,19.8,0.0,90,140,0.5
2025/02/03,07:00,21.2,0.0,89,127,0.4
2025/02/03,08:00,23.7,0.0,80,156,1.9
2025/02/03,09:00,25.5,0.0,76,147,2.6
2025/02/03,10:00,25.5,0.0,75,158,3.1
2025/02/03,11:00,25.4,0.0,78,154,4.0
2025/02/03,12:00,25.7,0.0,78,147,3.7
