Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CAMANA
Departamento :,AREQUIPA,Provincia :,CAMANA,Distrito :,CAMANA
Latitud :,16°38'38.22'',Longitud :,72°42'15.54'',Altitud :,8 msnm.
Tipo :,PE - Meteorológica,Código :,116084
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/04/01,00:00,16.7,0.0,88,116,2.1
2025/04/01,01:00,16.4,0.0,88,119,2.4
2025/04/01,02:00,16.1,0.0,89,155,0.6
2025/04/01,03:00,16.1,0.0,88,106,1.7
2025/04/01,04:00,16.3,0.0,86,127,1.6
2025/04/01,05:00,16.0,0.0,88,204,0.6
2025/04/01,06:00,16.2,0.0,87,171,0.5
2025/04/01,07:00,17.8,0.0,84,121,1.7
2025/04/01,08:00,20.2,0.0,76,131,2.7
2025/04/01,09:00,21.8,0.0,72,132,3.5
2025/04/01,10:00,24.2,0.0,63,134,4.2
2025/04/01,11:00,24.5,0.0,63,120,5.2
2025/04/01,12:00,24.7,0.0,61,121,4.6
2025/04/01,13:00,24.1,0.0,62,119,5.0
2025/04/01,14:00,24.7,0.0,61,115,5.2
2025/04/01,15:00,24.4,0.0,61,117,5.4
2025/04/01,16:00,24.0,0.0,62,114,4.5
2025/04/01,17:00,22.8,0.0,66,115,3.7
2025/04/01,18:00,20.8,0.0,70,118,3.3
2025/04/01,19:00,18.9,0.0,77,116,3.2
2025/04/01,20:00,18.6,0.0,80,122,2.7
2025/04/01,21:00,18.5,0.0,80,115,3.9
2025/04/01,22:00,19.0,0.0,77,125,3.7
2025/04/01,23:00,18.6,0.0,79,108,3.4
2025/04/02,00:00,19.3,0.0,75,108,3.3
2025/04/02,01:00,18.8,0.0,78,106,2.8
2025/04/02,02:00,17.8,0.0,81,118,2.5
2025/04/02,03:00,17.4,0.0,84,150,0.4
2025/04/02,04:00,17.4,0.0,84,119,1.9
2025/04/02,05:00,17.0,0.0,86,124,2.0
2025/04/02,06:00,16.8,0.0,87,126,2.2
2025/04/02,07:00,17.2,0.0,87,158,0.7
2025/04/02,08:00,20.1,0.0,77,127,2.5
2025/04/02,09:00,21.0,0.0,74,122,4.4
2025/04/02,10:00,21.7,0.0,72,123,4.0
2025/04/02,11:00,23.2,0.0,65,106,5.2
2025/04/02,12:00,23.9,0.0,63,110,5.6
2025/04/02,13:00,23.9,0.0,64,107,5.2
2025/04/02,14:00,24.5,0.0,62,110,6.3
2025/04/02,15:00,24.0,0.0,65,110,6.1
2025/04/02,16:00,23.1,0.0,67,112,5.6
2025/04/02,17:00,21.3,0.0,70,110,4.9
2025/04/02,18:00,20.2,0.0,74,112,3.9
2025/04/02,19:00,19.3,0.0,76,111,3.6
2025/04/02,20:00,19.6,0.0,75,105,3.7
2025/04/02,21:00,19.4,0.0,76,113,3.7
2025/04/02,22:00,19.2,0.0,76,103,3.2
2025/04/02,23:00,19.7,0.0,74,106,4.1
2025/04/03,00:00,19.4,0.0,75,109,3.4
2025/04/03,01:00,19.2,0.0,75,106,3.8
2025/04/03,02:00,18.9,0.0,76,110,2.9
2025/04/03,03:00,17.8,0.0,80,109,1.9
2025/04/03,04:00,17.6,0.0,80,98,1.2
2025/04/03,05:00,17.8,0.0,80,128,1.0
2025/04/03,06:00,16.7,0.0,85,121,1.6
2025/04/03,07:00,16.9,0.0,85,124,1.1
2025/04/03,08:00,18.2,0.0,83,170,0.2
2025/04/03,09:00,22.2,0.0,69,170,1.9
2025/04/03,10:00,22.8,0.0,68,137,3.3
2025/04/03,11:00,23.7,0.0,65,125,5.1
2025/04/03,12:00,24.3,0.0,64,121,5.6
2025/04/03,13:00,24.4,0.0,64,122,6.1
2025/04/03,14:00,24.0,0.0,65,120,5.6
2025/04/03,15:00,23.9,0.0,66,125,5.0
2025/04/03,16:00,23.4,0.0,67,123,4.4
2025/04/03,17:00,22.3,0.0,70,117,3.7
2025/04/03,18:00,20.9,0.0,73,116,3.8
2025/04/03,19:00,19.5,0.0,78,121,3.8
2025/04/03,20:00,18.4,0.0,84,119,3.0
2025/04/03,21:00,18.4,0.0,84,119,3.4
2025/04/03,22:00,18.0,0.0,85,115,2.2
2025/04/03,23:00,17.7,0.0,86,108,2.3
2025/04/04,00:00,18.7,0.0,85,101,2.7
2025/04/04,01:00,19.3,0.0,83,135,1.3
2025/04/04,02:00,17.4,0.0,87,122,1.5
2025/04/04,03:00,17.1,0.0,89,101,1.1
2025/04/04,04:00,16.5,0.0,90,83,1.5
2025/04/04,05:00,16.4,0.0,90,120,1.9
2025/04/04,06:00,16.2,0.0,92,119,2.0
2025/04/04,07:00,17.1,0.0,92,110,0.9
2025/04/04,08:00,21.0,0.0,80,118,2.3
2025/04/04,09:00,23.5,0.0,70,158,1.8
2025/04/04,10:00,23.2,0.0,71,159,2.8
2025/04/04,11:00,22.8,0.0,73,132,3.8
2025/04/04,12:00,24.6,0.0,67,133,4.7
2025/04/04,13:00,24.4,0.0,67,133,3.9
2025/04/04,14:00,24.5,0.0,66,120,5.0
2025/04/04,15:00,24.7,0.0,65,118,4.6
2025/04/04,16:00,24.0,0.0,67,119,3.9
2025/04/04,17:00,22.7,0.0,70,125,3.1
2025/04/04,18:00,20.7,0.0,76,120,3.7
2025/04/04,19:00,19.3,0.0,81,124,3.1
2025/04/04,20:00,19.3,0.0,80,119,3.8
2025/04/04,21:00,18.8,0.0,82,116,3.5
2025/04/04,22:00,18.9,0.0,82,118,2.0
2025/04/04,23:00,18.1,0.0,85,132,1.6
2025/04/05,00:00,17.6,0.0,88,131,1.9
2025/04/05,01:00,17.3,0.0,89,124,1.8
2025/04/05,02:00,17.1,0.0,90,132,1.8
2025/04/05,03:00,16.9,0.0,91,132,2.3
2025/04/05,04:00,16.7,0.0,91,81,1.3
2025/04/05,05:00,16.5,0.0,91,140,1.6
2025/04/05,06:00,16.3,0.0,92,134,2.1
2025/04/05,07:00,17.3,0.0,91,131,2.3
2025/04/05,08:00,20.8,0.0,79,135,1.1
2025/04/05,09:00,23.4,0.0,69,123,3.3
2025/04/05,10:00,24.4,0.0,66,132,3.4
2025/04/05,11:00,25.2,0.0,64,129,3.7
2025/04/05,12:00,23.9,0.0,67,123,5.0
2025/04/05,13:00,23.7,0.0,67,119,4.9
2025/04/05,14:00,24.5,0.0,65,112,5.5
2025/04/05,15:00,24.8,0.0,64,115,5.7
2025/04/05,16:00,23.4,0.0,67,120,6.1
2025/04/05,17:00,21.7,0.0,73,123,4.8
2025/04/05,18:00,20.6,0.0,76,117,4.5
2025/04/05,19:00,19.8,0.0,78,105,2.5
2025/04/05,20:00,19.5,0.0,79,122,3.4
2025/04/05,21:00,18.6,0.0,82,123,3.8
2025/04/05,22:00,18.4,0.0,83,112,2.5
2025/04/05,23:00,18.6,0.0,82,124,3.0
2025/04/06,00:00,18.2,0.0,84,109,2.9
2025/04/06,01:00,18.2,0.0,83,129,1.7
2025/04/06,02:00,17.7,0.0,86,116,2.1
2025/04/06,03:00,18.8,0.0,82,101,3.6
2025/04/06,04:00,20.0,0.0,76,117,3.4
2025/04/06,05:00,18.8,0.0,81,124,3.2
2025/04/06,06:00,18.0,0.0,84,100,2.1
