datetime,velocidad,direccion,tsm,estacion
2021-01-03 00:00:00,1.0,275.0,,SNM Casma
2021-01-03 01:00:00,0.0,339.0,,SNM Casma
2021-01-03 02:00:00,0.0,266.0,,SNM Casma
2021-01-03 03:00:00,0.0,246.0,,SNM Casma
2021-01-03 04:00:00,0.0,205.0,,SNM Casma
2021-01-03 05:00:00,0.0,195.0,,SNM Casma
2021-01-03 06:00:00,0.0,137.0,,SNM Casma
2021-01-03 07:00:00,0.0,93.0,,SNM Casma
2021-01-03 08:00:00,0.0,223.0,,SNM Casma
2021-01-03 09:00:00,1.1,243.0,,SNM Casma
2021-01-03 10:00:00,1.0,221.0,,SNM Casma
2021-01-03 11:00:00,2.4,226.0,,SNM Casma
2021-01-03 12:00:00,3.6,236.0,,SNM Casma
2021-01-03 13:00:00,3.6,293.0,,SNM Casma
2021-01-03 14:00:00,3.9,292.0,,SNM Casma
2021-01-03 15:00:00,4.1,293.0,,SNM Casma
2021-01-03 16:00:00,3.2,295.0,,SNM Casma
2021-01-03 17:00:00,2.8,290.0,,SNM Casma
2021-01-03 18:00:00,2.5,270.0,,SNM Casma
2021-01-03 19:00:00,2.5,270.0,,SNM Casma
2021-01-03 20:00:00,1.3,276.0,,SNM Casma
2021-01-03 21:00:00,2.0,235.0,,SNM Casma
2021-01-03 22:00:00,0.3,234.0,,SNM Casma
2021-01-03 23:00:00,0.5,241.0,,SNM Casma
2021-01-04 00:00:00,0.0,237.0,,SNM Casma
2021-01-04 01:00:00,0.0,214.0,,SNM Casma
2021-01-04 02:00:00,0.4,256.0,,SNM Casma
2021-01-04 03:00:00,0.0,245.0,,SNM Casma
2021-01-04 04:00:00,0.2,217.0,,SNM Casma
2021-01-04 05:00:00,1.3,228.0,,SNM Casma
2021-01-04 06:00:00,0.0,216.0,,SNM Casma
2021-01-04 07:00:00,1.2,235.0,,SNM Casma
2021-01-04 08:00:00,0.0,211.0,,SNM Casma
2021-01-04 09:00:00,0.0,258.0,,SNM Casma
2021-01-04 10:00:00,1.7,248.0,,SNM Casma
2021-01-04 11:00:00,2.6,249.0,,SNM Casma
2021-01-04 12:00:00,2.6,226.0,,SNM Casma
2021-01-04 13:00:00,3.5,243.0,,SNM Casma
2021-01-04 14:00:00,4.1,281.0,,SNM Casma
2021-01-04 15:00:00,3.2,268.0,,SNM Casma
2021-01-04 16:00:00,4.0,286.0,,SNM Casma
2021-01-04 17:00:00,3.0,221.0,,SNM Casma
2021-01-04 18:00:00,2.9,208.0,,SNM Casma
2021-01-04 19:00:00,2.9,208.0,,SNM Casma
2021-01-04 20:00:00,1.9,263.0,,SNM Casma
2021-01-04 21:00:00,1.6,257.0,,SNM Casma
2021-01-04 22:00:00,0.2,324.0,,SNM Casma
2021-01-04 23:00:00,0.0,298.0,,SNM Casma
2021-01-05 00:00:00,0.7,141.0,,SNM Casma
2021-01-05 01:00:00,0.4,280.0,,SNM Casma
2021-01-05 02:00:00,0.0,193.0,,SNM Casma
2021-01-05 03:00:00,0.1,49.0,,SNM Casma
2021-01-05 04:00:00,0.0,230.0,,SNM Casma
2021-01-05 05:00:00,0.0,163.0,,SNM Casma
2021-01-05 06:00:00,0.0,358.0,,SNM Casma
2021-01-05 07:00:00,0.0,200.0,,SNM Casma
2021-01-05 08:00:00,0.1,255.0,,SNM Casma
2021-01-05 09:00:00,1.5,253.0,,SNM Casma
2021-01-05 10:00:00,2.8,243.0,,SNM Casma
2021-01-05 11:00:00,3.0,245.0,,SNM Casma
2021-01-05 12:00:00,2.8,258.0,,SNM Casma
2021-01-05 13:00:00,4.2,305.0,,SNM Casma
2021-01-05 14:00:00,3.4,280.0,,SNM Casma
2021-01-05 15:00:00,4.8,302.0,,SNM Casma
2021-01-05 16:00:00,2.6,238.0,,SNM Casma
2021-01-05 17:00:00,3.7,219.0,,SNM Casma
2021-01-05 18:00:00,1.1,277.0,,SNM Casma
2021-01-05 19:00:00,1.1,277.0,,SNM Casma
2021-01-05 20:00:00,0.9,266.0,,SNM Casma
2021-01-05 21:00:00,0.1,320.0,,SNM Casma
2021-01-05 22:00:00,0.6,206.0,,SNM Casma
2021-01-05 23:00:00,0.0,329.0,,SNM Casma
2021-01-06 00:00:00,0.2,315.0,,SNM Casma
2021-01-06 00:00:00,0.2,315.0,,SNM Casma
2021-01-06 01:00:00,0.4,290.0,,SNM Casma
2021-01-06 01:00:00,0.4,290.0,,SNM Casma
2021-01-06 02:00:00,0.2,355.0,,SNM Casma
2021-01-06 02:00:00,0.2,355.0,,SNM Casma
2021-01-06 03:00:00,0.0,353.0,,SNM Casma
2021-01-06 03:00:00,0.0,353.0,,SNM Casma
2021-01-06 04:00:00,0.0,340.0,,SNM Casma
2021-01-06 04:00:00,0.0,340.0,,SNM Casma
2021-01-06 05:00:00,0.0,303.0,,SNM Casma
2021-01-06 05:00:00,0.0,303.0,,SNM Casma
2021-01-06 06:00:00,0.1,241.0,,SNM Casma
2021-01-06 06:00:00,0.1,241.0,,SNM Casma
2021-01-06 07:00:00,0.0,232.0,,SNM Casma
2021-01-06 07:00:00,0.0,232.0,,SNM Casma
2021-01-06 08:00:00,0.0,335.0,,SNM Casma
2021-01-06 08:00:00,0.0,335.0,,SNM Casma
2021-01-06 09:00:00,0.0,335.0,,SNM Casma
2021-01-06 09:00:00,0.0,335.0,,SNM Casma
2021-01-06 10:00:00,0.6,222.0,,SNM Casma
2021-01-06 10:00:00,0.6,222.0,,SNM Casma
2021-01-06 11:00:00,0.2,274.0,,SNM Casma
2021-01-06 11:00:00,0.2,274.0,,SNM Casma
2021-01-06 12:00:00,2.9,235.0,,SNM Casma
2021-01-06 12:00:00,2.9,235.0,,SNM Casma
2021-01-06 13:00:00,2.6,239.0,,SNM Casma
2021-01-06 13:00:00,2.6,239.0,,SNM Casma
2021-01-06 14:00:00,2.3,266.0,,SNM Casma
2021-01-06 14:00:00,2.3,266.0,,SNM Casma
2021-01-06 15:00:00,2.5,250.0,,SNM Casma
2021-01-06 15:00:00,2.5,250.0,,SNM Casma
2021-01-06 16:00:00,2.9,276.0,,SNM Casma
2021-01-06 16:00:00,2.9,276.0,,SNM Casma
2021-01-06 17:00:00,1.4,266.0,,SNM Casma
2021-01-06 17:00:00,1.4,266.0,,SNM Casma
2021-01-06 18:00:00,1.7,226.0,,SNM Casma
2021-01-06 18:00:00,1.7,226.0,,SNM Casma
2021-01-06 19:00:00,1.7,226.0,,SNM Casma
2021-01-06 19:00:00,1.7,226.0,,SNM Casma
2021-01-06 20:00:00,0.7,276.0,,SNM Casma
2021-01-06 20:00:00,0.7,276.0,,SNM Casma
2021-01-06 21:00:00,0.6,249.0,,SNM Casma
2021-01-06 21:00:00,0.6,249.0,,SNM Casma
2021-01-06 22:00:00,0.6,251.0,,SNM Casma
2021-01-06 22:00:00,0.6,251.0,,SNM Casma
2021-01-06 23:00:00,0.7,266.0,,SNM Casma
2021-01-06 23:00:00,0.7,266.0,,SNM Casma
2021-01-07 00:00:00,0.5,250.0,,SNM Casma
2021-01-07 01:00:00,0.9,232.0,,SNM Casma
2021-01-07 02:00:00,0.2,247.0,,SNM Casma
2021-01-07 03:00:00,1.0,237.0,,SNM Casma
2021-01-07 04:00:00,0.5,253.0,,SNM Casma
2021-01-07 05:00:00,0.9,249.0,,SNM Casma
2021-01-07 06:00:00,0.3,214.0,,SNM Casma
2021-01-07 07:00:00,1.5,237.0,,SNM Casma
2021-01-07 08:00:00,2.0,234.0,,SNM Casma
2021-01-07 09:00:00,0.5,240.0,,SNM Casma
2021-01-07 10:00:00,0.8,185.0,,SNM Casma
2021-01-07 11:00:00,0.9,245.0,,SNM Casma
2021-01-07 12:00:00,0.3,276.0,,SNM Casma
2021-01-07 13:00:00,0.7,253.0,,SNM Casma
2021-01-07 14:00:00,1.5,271.0,,SNM Casma
2021-01-07 15:00:00,3.0,283.0,,SNM Casma
2021-01-07 16:00:00,2.8,280.0,,SNM Casma
2021-01-07 17:00:00,2.4,288.0,,SNM Casma
2021-01-07 18:00:00,1.8,284.0,,SNM Casma
2021-01-07 19:00:00,1.8,284.0,,SNM Casma
2021-01-07 20:00:00,0.0,245.0,,SNM Casma
2021-01-07 21:00:00,0.0,284.0,,SNM Casma
2021-01-07 22:00:00,0.4,254.0,,SNM Casma
2021-01-07 23:00:00,0.6,220.0,,SNM Casma
2021-01-08 00:00:00,0.0,274.0,,SNM Casma
2021-01-08 01:00:00,0.1,291.0,,SNM Casma
2021-01-08 02:00:00,0.0,318.0,,SNM Casma
2021-01-08 03:00:00,0.0,245.0,,SNM Casma
2021-01-08 04:00:00,0.5,199.0,,SNM Casma
2021-01-08 05:00:00,0.0,245.0,,SNM Casma
2021-01-08 06:00:00,0.0,168.0,,SNM Casma
2021-01-08 07:00:00,0.0,227.0,,SNM Casma
2021-01-08 08:00:00,0.9,231.0,,SNM Casma
2021-01-08 09:00:00,0.4,265.0,,SNM Casma
2021-01-08 10:00:00,0.4,252.0,,SNM Casma
2021-01-08 11:00:00,0.6,279.0,,SNM Casma
2021-01-08 12:00:00,1.1,266.0,,SNM Casma
2021-01-08 13:00:00,2.0,261.0,,SNM Casma
2021-01-08 14:00:00,2.4,260.0,,SNM Casma
2021-01-08 15:00:00,2.2,287.0,,SNM Casma
2021-01-08 16:00:00,3.2,253.0,,SNM Casma
2021-01-08 17:00:00,2.1,274.0,,SNM Casma
2021-01-08 18:00:00,2.5,258.0,,SNM Casma
2021-01-08 19:00:00,2.5,258.0,,SNM Casma
2021-01-08 20:00:00,0.9,254.0,,SNM Casma
2021-01-08 21:00:00,0.3,262.0,,SNM Casma
2021-01-08 22:00:00,0.2,264.0,,SNM Casma
2021-01-08 23:00:00,0.0,238.0,,SNM Casma
2021-01-09 00:00:00,0.8,293.0,,SNM Casma
2021-01-09 01:00:00,0.1,279.0,,SNM Casma
2021-01-09 02:00:00,0.5,248.0,,SNM Casma
2021-01-09 03:00:00,0.5,255.0,,SNM Casma
2021-01-09 04:00:00,0.8,226.0,,SNM Casma
2021-01-09 05:00:00,0.0,216.0,,SNM Casma
2021-01-09 06:00:00,0.1,258.0,,SNM Casma
