datetime,velocidad,direccion,tsm,estacion
2026-01-01 00:00:00,0.0,285.0,,SNM Casma
2026-01-01 01:00:00,0.2,242.0,,SNM Casma
2026-01-01 02:00:00,0.0,202.0,,SNM Casma
2026-01-01 03:00:00,0.0,202.0,,SNM Casma
2026-01-01 04:00:00,0.0,41.0,,SNM Casma
2026-01-01 05:00:00,0.0,209.0,,SNM Casma
2026-01-01 06:00:00,0.0,195.0,,SNM Casma
2026-01-01 07:00:00,0.0,268.0,,SNM Casma
2026-01-01 08:00:00,0.0,130.0,,SNM Casma
2026-01-01 09:00:00,1.0,251.0,,SNM Casma
2026-01-01 10:00:00,2.2,237.0,,SNM Casma
2026-01-01 11:00:00,2.7,221.0,,SNM Casma
2026-01-01 12:00:00,2.4,230.0,,SNM Casma
2026-01-01 13:00:00,1.7,309.0,,SNM Casma
2026-01-01 14:00:00,2.7,284.0,,SNM Casma
2026-01-01 15:00:00,3.7,273.0,,SNM Casma
2026-01-01 16:00:00,3.2,248.0,,SNM Casma
2026-01-01 17:00:00,2.0,279.0,,SNM Casma
2026-01-01 18:00:00,2.2,266.0,,SNM Casma
2026-01-01 19:00:00,2.2,266.0,,SNM Casma
2026-01-01 20:00:00,0.5,266.0,,SNM Casma
2026-01-01 21:00:00,1.2,221.0,,SNM Casma
2026-01-01 22:00:00,0.7,233.0,,SNM Casma
2026-01-01 23:00:00,0.2,254.0,,SNM Casma
2026-01-02 00:00:00,1.2,31.0,,SNM Casma
2026-01-02 01:00:00,0.2,4.0,,SNM Casma
2026-01-02 02:00:00,0.5,60.0,,SNM Casma
2026-01-02 03:00:00,0.0,40.0,,SNM Casma
2026-01-02 04:00:00,0.0,218.0,,SNM Casma
2026-01-02 05:00:00,0.0,78.0,,SNM Casma
2026-01-02 06:00:00,0.2,53.0,,SNM Casma
2026-01-02 07:00:00,2.7,39.0,,SNM Casma
2026-01-02 08:00:00,2.5,40.0,,SNM Casma
2026-01-02 09:00:00,1.3,53.0,,SNM Casma
2026-01-02 10:00:00,0.8,239.0,,SNM Casma
2026-01-02 11:00:00,1.7,200.0,,SNM Casma
2026-01-02 12:00:00,1.8,203.0,,SNM Casma
2026-01-02 13:00:00,3.1,261.0,,SNM Casma
2026-01-02 14:00:00,3.4,284.0,,SNM Casma
2026-01-02 15:00:00,2.6,279.0,,SNM Casma
2026-01-02 16:00:00,2.7,290.0,,SNM Casma
2026-01-02 17:00:00,2.2,246.0,,SNM Casma
2026-01-02 18:00:00,2.0,275.0,,SNM Casma
2026-01-02 19:00:00,2.0,275.0,,SNM Casma
2026-01-02 20:00:00,0.2,309.0,,SNM Casma
2026-01-02 21:00:00,0.0,351.0,,SNM Casma
2026-01-02 22:00:00,0.0,212.0,,SNM Casma
2026-01-02 23:00:00,0.1,2.0,,SNM Casma
2026-02-01 00:00:00,0.3,202.0,,SNM Casma
2026-02-01 01:00:00,0.4,243.0,,SNM Casma
2026-02-01 02:00:00,1.8,219.0,,SNM Casma
2026-02-01 03:00:00,0.1,222.0,,SNM Casma
2026-02-01 04:00:00,0.0,252.0,,SNM Casma
2026-02-01 05:00:00,0.0,287.0,,SNM Casma
2026-02-01 06:00:00,0.0,271.0,,SNM Casma
2026-02-01 07:00:00,0.0,288.0,,SNM Casma
2026-02-01 08:00:00,0.5,270.0,,SNM Casma
2026-02-01 09:00:00,0.9,223.0,,SNM Casma
2026-02-01 10:00:00,2.6,231.0,,SNM Casma
2026-02-01 11:00:00,2.8,226.0,,SNM Casma
2026-02-01 12:00:00,2.9,258.0,,SNM Casma
2026-02-01 13:00:00,3.7,265.0,,SNM Casma
2026-02-01 14:00:00,4.0,283.0,,SNM Casma
2026-02-01 15:00:00,3.1,229.0,,SNM Casma
2026-02-01 16:00:00,3.5,218.0,,SNM Casma
2026-02-01 17:00:00,2.9,219.0,,SNM Casma
2026-02-01 18:00:00,2.1,237.0,,SNM Casma
2026-02-01 19:00:00,2.1,237.0,,SNM Casma
2026-02-01 20:00:00,1.0,276.0,,SNM Casma
2026-02-01 21:00:00,1.0,267.0,,SNM Casma
2026-02-01 22:00:00,0.5,246.0,,SNM Casma
2026-02-01 23:00:00,1.3,229.0,,SNM Casma
2026-02-02 00:00:00,0.0,202.0,,SNM Casma
2026-02-02 01:00:00,0.0,260.0,,SNM Casma
2026-02-02 02:00:00,0.0,216.0,,SNM Casma
2026-02-02 03:00:00,0.0,219.0,,SNM Casma
2026-02-02 04:00:00,0.0,276.0,,SNM Casma
2026-02-02 05:00:00,0.0,276.0,,SNM Casma
2026-02-02 06:00:00,0.0,128.0,,SNM Casma
2026-02-02 07:00:00,0.0,87.0,,SNM Casma
2026-02-02 08:00:00,0.0,318.0,,SNM Casma
2026-02-02 09:00:00,0.7,271.0,,SNM Casma
2026-02-02 10:00:00,0.8,346.0,,SNM Casma
2026-02-02 11:00:00,3.0,325.0,,SNM Casma
2026-02-02 12:00:00,3.0,306.0,,SNM Casma
2026-02-02 13:00:00,4.0,264.0,,SNM Casma
2026-02-02 14:00:00,3.6,266.0,,SNM Casma
2026-02-02 15:00:00,3.3,261.0,,SNM Casma
2026-02-02 16:00:00,2.3,228.0,,SNM Casma
2026-02-02 17:00:00,0.0,224.0,,SNM Casma
2026-02-02 18:00:00,2.9,72.0,,SNM Casma
2026-02-02 19:00:00,2.9,72.0,,SNM Casma
2026-02-02 20:00:00,1.0,234.0,,SNM Casma
2026-02-02 21:00:00,0.6,289.0,,SNM Casma
2026-02-02 22:00:00,0.6,289.0,,SNM Casma
2026-02-02 23:00:00,0.5,215.0,,SNM Casma
2026-03-01 00:00:00,0.0,303.0,,SNM Casma
2026-03-01 01:00:00,0.1,253.0,,SNM Casma
2026-03-01 02:00:00,1.8,225.0,,SNM Casma
2026-03-01 03:00:00,0.2,210.0,,SNM Casma
2026-03-01 04:00:00,0.1,234.0,,SNM Casma
2026-03-01 05:00:00,0.7,235.0,,SNM Casma
2026-03-01 06:00:00,0.1,201.0,,SNM Casma
2026-03-01 07:00:00,0.0,223.0,,SNM Casma
2026-03-01 08:00:00,0.6,221.0,,SNM Casma
2026-03-01 09:00:00,0.8,253.0,,SNM Casma
2026-03-01 10:00:00,1.9,250.0,,SNM Casma
2026-03-01 11:00:00,2.4,262.0,,SNM Casma
2026-03-01 12:00:00,3.0,258.0,,SNM Casma
2026-03-01 13:00:00,2.7,261.0,,SNM Casma
2026-03-01 14:00:00,1.7,279.0,,SNM Casma
2026-03-01 15:00:00,3.9,305.0,,SNM Casma
2026-03-01 16:00:00,3.1,275.0,,SNM Casma
2026-03-01 17:00:00,2.4,274.0,,SNM Casma
2026-03-01 18:00:00,2.9,285.0,,SNM Casma
2026-03-01 19:00:00,2.9,285.0,,SNM Casma
2026-03-01 20:00:00,0.6,297.0,,SNM Casma
2026-03-01 21:00:00,0.0,341.0,,SNM Casma
2026-03-01 22:00:00,1.0,211.0,,SNM Casma
2026-03-01 23:00:00,0.1,207.0,,SNM Casma
2026-03-02 00:00:00,0.0,291.0,,SNM Casma
2026-03-02 01:00:00,0.4,198.0,,SNM Casma
2026-03-02 02:00:00,0.0,160.0,,SNM Casma
2026-03-02 03:00:00,0.6,203.0,,SNM Casma
2026-03-02 04:00:00,0.0,314.0,,SNM Casma
2026-03-02 05:00:00,0.0,189.0,,SNM Casma
2026-03-02 06:00:00,0.0,235.0,,SNM Casma
2026-03-02 07:00:00,,287.0,,SNM Casma
2026-03-02 08:00:00,0.0,305.0,,SNM Casma
2026-03-02 09:00:00,1.0,243.0,,SNM Casma
2026-03-02 10:00:00,1.8,258.0,,SNM Casma
2026-03-02 11:00:00,2.7,248.0,,SNM Casma
2026-03-02 12:00:00,3.7,252.0,,SNM Casma
2026-03-02 13:00:00,3.8,281.0,,SNM Casma
2026-03-02 14:00:00,3.1,245.0,,SNM Casma
2026-03-02 15:00:00,5.0,303.0,,SNM Casma
2026-03-02 16:00:00,3.6,247.0,,SNM Casma
2026-03-02 17:00:00,3.6,294.0,,SNM Casma
2026-03-02 18:00:00,2.4,246.0,,SNM Casma
2026-03-02 19:00:00,2.7,220.0,,SNM Casma
2026-03-02 20:00:00,0.5,255.0,,SNM Casma
2026-03-02 21:00:00,1.8,260.0,,SNM Casma
2026-03-02 22:00:00,2.1,269.0,,SNM Casma
2026-03-02 23:00:00,1.1,209.0,,SNM Casma
2026-04-01 00:00:00,0.0,195.0,,SNM Casma
2026-04-01 01:00:00,0.2,273.0,,SNM Casma
2026-04-01 02:00:00,0.0,219.0,,SNM Casma
2026-04-01 03:00:00,0.0,222.0,,SNM Casma
2026-04-01 04:00:00,0.5,232.0,,SNM Casma
2026-04-01 05:00:00,0.0,306.0,,SNM Casma
2026-04-01 06:00:00,0.0,272.0,,SNM Casma
2026-04-01 07:00:00,0.0,250.0,,SNM Casma
2026-04-01 08:00:00,0.0,247.0,,SNM Casma
2026-04-01 09:00:00,0.4,267.0,,SNM Casma
2026-04-01 10:00:00,1.1,237.0,,SNM Casma
2026-04-01 11:00:00,2.8,233.0,,SNM Casma
2026-04-01 12:00:00,2.1,237.0,,SNM Casma
2026-04-01 13:00:00,2.9,247.0,,SNM Casma
2026-04-01 14:00:00,2.9,289.0,,SNM Casma
2026-04-01 15:00:00,4.3,294.0,,SNM Casma
2026-04-01 16:00:00,3.8,293.0,,SNM Casma
2026-04-01 17:00:00,3.1,280.0,,SNM Casma
2026-04-01 18:00:00,2.2,274.0,,SNM Casma
2026-04-01 19:00:00,2.2,274.0,,SNM Casma
2026-04-01 20:00:00,,,,SNM Casma
2026-04-01 21:00:00,0.5,239.0,,SNM Casma
2026-04-01 22:00:00,2.3,222.0,,SNM Casma
2026-04-01 23:00:00,1.4,222.0,,SNM Casma
2026-04-02 00:00:00,0.5,273.0,,SNM Casma
