Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CAÑETE
Departamento :,LIMA,Provincia :,CAÑETE,Distrito :,IMPERIAL
Latitud :,13°4'28.82'',Longitud :,76°19'49.46'',Altitud :,116 msnm.
Tipo :,EMA - Meteorológica,Código :,113249
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/04/01,00:00,17.9,0.0,92,321,0.0
2022/04/01,01:00,17.6,0.0,92,222,0.7
2022/04/01,02:00,17.1,0.0,93,15,0.0
2022/04/01,03:00,17.1,0.0,93,195,0.0
2022/04/01,04:00,16.9,0.0,93,266,0.0
2022/04/01,05:00,16.5,0.0,94,271,0.0
2022/04/01,06:00,16.5,0.0,95,317,0.0
2022/04/01,07:00,16.6,0.0,95,200,0.1
2022/04/01,08:00,17.8,0.0,92,244,0.2
2022/04/01,09:00,20.4,0.0,79,1,0.2
2022/04/01,10:00,22.7,0.0,71,275,2.1
2022/04/01,11:00,23.6,0.0,67,278,2.5
2022/04/01,12:00,24.4,0.0,64,272,3.1
2022/04/01,13:00,24.3,0.0,63,290,3.3
2022/04/01,14:00,23.9,0.0,64,278,2.8
2022/04/01,15:00,23.5,0.0,65,272,2.7
2022/04/01,16:00,22.2,0.0,69,283,1.5
2022/04/01,17:00,21.4,0.0,72,269,0.5
2022/04/01,18:00,21.2,0.0,73,281,1.5
2022/04/01,19:00,19.9,0.0,82,261,0.0
2022/04/01,20:00,19.3,0.0,85,232,0.0
2022/04/01,21:00,19.7,0.0,82,45,0.4
2022/04/01,22:00,20.3,0.0,80,39,0.0
2022/04/01,23:00,20.2,0.0,82,297,0.1
2022/04/02,00:00,19.4,0.0,86,277,0.3
2022/04/02,01:00,18.6,0.0,87,182,0.0
2022/04/02,02:00,18.4,0.0,88,160,0.1
2022/04/02,03:00,18.9,0.0,86,262,0.3
2022/04/02,04:00,18.4,0.0,88,20,0.0
2022/04/02,05:00,18.3,0.0,89,246,0.0
2022/04/02,06:00,18.0,0.0,91,255,0.0
2022/04/02,07:00,18.0,0.0,92,258,0.0
2022/04/02,08:00,18.6,0.0,90,229,0.0
2022/04/02,09:00,20.5,0.0,80,252,1.6
2022/04/02,10:00,22.6,0.0,72,285,1.3
2022/04/02,11:00,23.4,0.0,69,289,1.2
