Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CAÑETE
Departamento :,LIMA,Provincia :,CAÑETE,Distrito :,IMPERIAL
Latitud :,13°4'28.82'',Longitud :,76°19'49.46'',Altitud :,116 msnm.
Tipo :,EMA - Meteorológica,Código :,113249
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/06/01,00:00,16.5,0.0,95,308,0.0
2021/06/01,01:00,16.4,0.0,95,308,0.0
2021/06/01,02:00,16.4,0.0,95,296,0.0
2021/06/01,03:00,16.4,0.0,95,268,0.1
2021/06/01,04:00,16.3,0.0,93,240,0.4
2021/06/01,05:00,16.2,0.0,91,280,0.1
2021/06/01,06:00,16.1,0.0,92,217,0.5
2021/06/01,07:00,16.1,0.0,91,241,0.0
2021/06/01,08:00,16.4,0.0,89,146,0.0
2021/06/01,09:00,17.0,0.0,86,297,0.1
2021/06/01,10:00,17.4,0.0,83,359,0.0
2021/06/01,11:00,17.9,0.0,82,273,1.0
2021/06/01,12:00,17.8,0.0,84,262,1.6
2021/06/01,13:00,18.2,0.0,84,251,2.4
2021/06/01,14:00,18.0,0.0,85,249,2.2
2021/06/01,15:00,17.9,0.0,83,275,1.7
2021/06/01,16:00,17.6,0.0,83,258,2.2
2021/06/01,17:00,17.3,0.0,84,263,1.1
2021/06/01,18:00,16.8,0.0,86,272,0.3
2021/06/01,19:00,16.2,0.0,89,257,0.0
2021/06/01,20:00,16.2,0.0,91,14,0.1
2021/06/01,21:00,15.9,0.0,94,359,0.0
2021/06/01,22:00,15.8,0.0,95,357,0.1
2021/06/01,23:00,15.9,0.0,95,13,0.1
2021/06/02,00:00,15.9,0.0,94,58,0.0
2021/06/02,01:00,15.7,0.0,93,340,0.7
2021/06/02,02:00,15.5,0.0,93,198,0.0
2021/06/02,03:00,15.5,0.0,94,242,0.0
2021/06/02,04:00,15.5,0.0,94,21,0.0
2021/06/02,05:00,15.4,0.0,94,276,0.0
