Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CAÑETE
Departamento :,LIMA,Provincia :,CAÑETE,Distrito :,IMPERIAL
Latitud :,13°4'28.82'',Longitud :,76°19'49.46'',Altitud :,116 msnm.
Tipo :,EMA - Meteorológica,Código :,113249
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/01/01,00:00,20.3,0.0,91,91,0.0
2023/01/01,01:00,21.2,0.0,84,149,0.0
2023/01/01,02:00,21.5,0.0,84,307,0.0
2023/01/01,03:00,20.7,0.0,89,294,1.3
2023/01/01,04:00,19.6,0.0,97,5,0.0
2023/01/01,05:00,19.6,0.0,96,347,0.1
2023/01/01,06:00,19.5,0.0,97,260,0.0
2023/01/01,07:00,19.6,0.0,99,339,0.0
2023/01/01,08:00,21.1,0.0,88,323,1.1
2023/01/01,09:00,23.0,0.0,78,293,0.9
2023/01/01,10:00,24.6,0.0,71,290,2.0
2023/01/01,11:00,24.7,0.0,70,279,2.6
2023/01/01,12:00,25.8,0.0,65,295,3.2
2023/01/01,13:00,26.4,0.0,61,294,2.4
2023/01/01,14:00,26.6,0.0,58,278,3.2
2023/01/01,15:00,25.7,0.0,62,271,2.6
2023/01/01,16:00,24.0,0.0,72,261,1.0
2023/01/01,17:00,23.5,0.0,74,255,1.2
2023/01/01,18:00,23.2,0.0,75,276,0.5
2023/01/01,19:00,22.3,0.0,79,279,0.3
2023/01/01,20:00,21.6,0.0,83,299,0.0
2023/01/01,21:00,21.3,0.0,85,248,0.0
2023/01/01,22:00,21.0,0.0,89,157,0.0
2023/01/01,23:00,20.9,0.0,89,274,0.0
2023/01/02,00:00,20.1,0.0,92,14,0.0
2023/01/02,01:00,20.4,0.0,90,277,0.1
2023/01/02,02:00,19.3,0.0,96,274,0.5
2023/01/02,03:00,18.5,0.0,100,196,0.2
2023/01/02,04:00,18.6,0.0,100,231,0.0
2023/01/02,05:00,18.7,0.0,99,23,0.0
2023/01/02,06:00,18.9,0.0,97,90,0.0
2023/01/02,07:00,19.9,0.0,92,17,0.0
2023/01/02,08:00,21.9,0.0,78,177,0.1
2023/01/02,09:00,23.6,0.0,70,282,1.7
2023/01/02,10:00,25.3,0.0,67,292,2.7
2023/01/02,11:00,25.7,0.0,65,291,2.7
2023/01/02,12:00,26.1,0.0,61,287,3.2
2023/01/02,13:00,26.5,0.0,58,282,2.5
2023/01/02,14:00,26.9,0.0,56,284,3.4
2023/01/02,15:00,26.7,0.0,54,274,2.1
2023/01/02,16:00,26.6,0.0,56,279,2.6
2023/01/02,17:00,24.0,0.0,68,294,1.9
2023/01/02,18:00,22.2,0.0,77,299,2.5
2023/01/02,19:00,20.1,0.0,89,249,0.0
2023/01/02,20:00,19.8,0.0,93,309,1.2
