Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CAÑETE
Departamento :,LIMA,Provincia :,CAÑETE,Distrito :,IMPERIAL
Latitud :,13°4'28.82'',Longitud :,76°19'49.46'',Altitud :,116 msnm.
Tipo :,EMA - Meteorológica,Código :,113249
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/04/01,00:00,23.0,0.0,100,355,0.9
2023/04/01,01:00,22.8,0.0,100,314,0.7
2023/04/01,02:00,22.4,0.0,100,223,0.1
2023/04/01,03:00,22.1,0.0,100,72,0.0
2023/04/01,04:00,22.4,0.0,100,260,0.0
2023/04/01,05:00,22.0,0.0,100,228,0.4
2023/04/01,06:00,21.9,0.0,100,235,0.9
2023/04/01,07:00,21.9,0.0,100,322,0.2
2023/04/01,08:00,22.5,0.0,100,27,0.2
2023/04/01,09:00,24.1,0.0,95,297,0.1
2023/04/01,10:00,26.6,0.0,79,290,2.0
2023/04/01,11:00,27.3,0.0,79,303,3.0
2023/04/01,12:00,27.5,0.0,76,279,3.2
2023/04/01,13:00,27.8,0.0,74,280,2.9
2023/04/01,14:00,27.8,0.0,73,282,2.8
2023/04/01,15:00,27.7,0.0,73,290,2.0
2023/04/01,16:00,27.4,0.0,75,289,2.5
2023/04/01,17:00,26.6,0.0,75,277,1.3
2023/04/01,18:00,25.1,0.0,90,315,1.4
2023/04/01,19:00,23.6,0.0,99,306,0.5
2023/04/01,20:00,23.1,0.0,100,238,0.3
2023/04/01,21:00,22.9,0.0,100,317,0.6
2023/04/01,22:00,23.0,0.0,100,220,0.0
2023/04/01,23:00,22.9,0.0,100,270,0.0
2023/04/02,00:00,22.7,0.0,100,286,0.7
2023/04/02,01:00,22.4,0.0,100,280,0.2
2023/04/02,02:00,22.3,0.0,100,37,0.0
2023/04/02,03:00,22.1,0.0,100,24,0.0
2023/04/02,04:00,22.1,0.0,100,284,0.1
2023/04/02,05:00,22.2,0.0,100,262,0.6
2023/04/02,06:00,22.3,0.0,100,262,0.6
2023/04/02,07:00,22.2,0.0,100,272,0.2
