Fecha,"Imarpe Callao - Precipitación Acumulada - Val (mm)","Imarpe Callao - Temperatura de Agua - Val (ºC)","Imarpe Callao - Conductividad - Val (mS/cm)","Imarpe Callao - Presion - Val (dbar)","Imarpe Callao - Oxigeno Disuelto - Val (ml/l)","Imarpe Callao - Salinidad - Val (PSU)","Imarpe Callao - Batería - Val (V)","Imarpe Callao - Temperatura Med - Val (ºC)","Imarpe Callao - Humedad Relativa - Val (%)","Imarpe Callao - Presion Atmosférica - Val (hPa)","Imarpe Callao - Direccion de Viento - Val (º)","Imarpe Callao - Velocidad de Viento - Val (m/s)","Imarpe Callao - Radiación Solar - Val (W/m2)"
"2020-02-11 12:20",0.0,,,,,,14.4,23.2,100,1009.4,107,1.8,675
"2020-07-18 18:10",0.0,,,,,,12.9,15.7,100,1012.9,353,6.9,1
"2020-07-18 18:21",0.0,,,,,,12.9,15.6,100,1013.1,354,5.9,0
"2020-07-18 18:30",0.0,,,,,,12.9,15.5,100,1013.2,337,13.7,0
"2020-07-18 18:40",0.0,,,,,,12.9,15.5,100,1013.2,355,5.8,0
"2020-07-18 18:51",0.0,,,,,,12.9,15.5,100,1013.3,344,11.5,0
"2020-07-18 19:00",0.0,,,,,,12.8,15.5,100,1013.2,285,15.7,0
"2020-07-18 19:11",0.0,,,,,,12.8,15.5,100,1013.3,314,13.8,0
"2020-07-18 19:20",0.0,,,,,,12.8,15.5,100,1013.3,354,4.4,0
"2020-07-18 19:30",0.0,,,,,,12.8,15.5,100,1013.5,213,30.8,0
"2020-07-18 19:41",0.0,,,,,,12.8,15.4,100,1013.5,254,19.1,0
"2020-07-18 19:50",0.0,,,,,,12.8,15.4,100,1013.6,228,26.7,0
"2020-07-18 20:01",0.0,,,,,,12.8,15.4,100,1013.7,210,40.6,0
"2020-07-18 20:10",0.0,,,,,,12.8,15.4,100,1013.8,216,31.2,0
"2020-07-18 20:20",0.0,,,,,,12.8,15.3,100,1013.8,207,40.4,0
"2020-07-18 20:30",0.0,,,,,,12.8,15.3,100,1013.8,208,40.2,0
"2020-07-18 20:40",0.0,,,,,,12.8,15.3,100,1013.9,208,39.9,0
"2020-07-18 20:51",0.0,,,,,,12.8,15.2,100,1014.0,208,40.1,0
"2020-07-18 21:00",0.0,,,,,,12.8,15.2,100,1014.0,208,40.3,0
"2020-07-18 21:10",0.0,,,,,,12.8,15.2,100,1014.0,208,40.3,0
"2020-07-18 21:20",0.0,,,,,,12.8,15.2,100,1014.1,214,33.9,0
"2020-07-18 21:30",0.0,,,,,,12.8,15.1,100,1014.1,206,39.6,0
"2020-07-18 21:41",0.0,,,,,,12.8,15.1,100,1014.2,208,40.1,0
"2020-07-18 21:50",0.0,,,,,,12.8,15.1,100,1014.1,129,9.6,0
"2020-07-18 22:01",0.0,,,,,,12.8,15.1,100,1014.3,87,1.8,0
"2020-07-18 22:10",0.0,,,,,,12.8,15.1,100,1014.2,114,2.9,0
"2020-07-18 22:20",0.0,,,,,,12.8,15.1,100,1014.3,132,2.5,0
"2020-07-18 22:31",0.0,,,,,,12.8,15.1,100,1014.2,169,1.7,0
"2020-07-18 22:40",0.0,,,,,,12.8,15.1,100,1014.2,126,1.9,1
"2020-07-18 22:51",0.0,,,,,,12.8,15.1,100,1014.2,113,2.5,0
"2020-07-18 23:00",0.0,,,,,,12.8,15.0,100,1014.2,119,2.0,0
"2020-07-18 23:10",0.0,,,,,,12.8,15.0,100,1014.2,111,2.1,0
"2020-07-18 23:21",0.0,,,,,,12.8,15.0,100,1014.2,158,2.1,0
"2020-07-18 23:30",0.0,,,,,,12.8,15.0,100,1014.1,140,1.6,0
"2020-07-18 23:41",0.0,,,,,,12.8,14.9,100,1014.2,139,2.1,0
"2020-07-18 23:50",0.0,,,,,,12.8,15.0,100,1014.1,156,1.7,0
"2020-07-19 00:00",0.0,,,,,,12.8,14.9,100,1014.2,127,1.6,0
"2020-07-19 00:11",0.0,,,,,,12.8,14.9,100,1014.1,152,2.2,0
"2020-07-19 00:20",0.0,,,,,,12.8,14.9,100,1014.2,98,1.5,0
"2020-07-19 00:30",0.0,,,,,,12.8,14.9,100,1014.2,110,2.3,0
"2020-07-19 00:41",0.0,,,,,,12.8,15.0,100,1014.2,123,2.6,0
"2020-07-19 00:50",0.0,,,,,,12.8,15.0,100,1014.2,141,1.6,0
"2020-07-19 01:01",0.0,,,,,,12.8,15.0,100,1014.1,188,1.6,0
"2020-07-19 01:10",0.0,,,,,,12.7,15.0,100,1014.2,211,1.6,0
"2020-07-19 01:20",0.0,,,,,,12.7,15.1,100,1014.0,160,1.3,0
"2020-07-19 01:31",0.0,,,,,,12.7,15.2,100,1014.0,169,2.1,0
"2020-07-19 01:40",0.0,,,,,,12.7,15.1,100,1014.0,209,0.9,0
"2020-07-19 01:51",0.0,,,,,,12.7,15.1,100,1014.0,204,1.5,1
"2020-07-19 02:00",0.0,,,,,,12.7,15.1,100,1014.0,163,1.6,0
"2020-07-19 02:10",0.0,,,,,,12.7,15.1,100,1013.9,185,1.7,0
"2020-07-19 02:20",0.0,,,,,,12.7,15.2,100,1013.9,186,1.5,0
"2020-07-19 02:30",0.0,,,,,,12.7,15.2,100,1013.8,153,1.3,0
"2020-07-19 02:41",0.0,,,,,,12.7,15.2,100,1013.9,139,1.8,0
"2020-07-19 02:50",0.0,,,,,,12.7,15.2,100,1013.7,121,2.1,0
"2020-07-19 03:00",0.0,,,,,,12.7,15.2,100,1013.7,229,1.3,1
"2020-07-19 03:10",0.0,,,,,,12.7,15.2,100,1013.5,190,1.8,0
"2020-07-19 03:20",0.0,,,,,,12.7,15.2,100,1013.5,227,1.7,0
"2020-07-19 03:31",0.0,,,,,,12.7,15.1,100,1013.4,201,2.1,0
"2020-07-19 03:40",0.0,,,,,,12.7,15.1,100,1013.4,142,1.7,0
"2020-07-19 03:51",0.0,,,,,,12.7,15.1,100,1013.3,135,2.2,0
"2020-07-19 04:00",0.0,,,,,,12.7,15.2,100,1013.3,89,1.7,0
"2020-07-19 04:10",0.0,,,,,,12.7,15.2,100,1013.3,16,1.4,0
"2020-07-19 04:21",0.0,,,,,,12.7,15.1,100,1013.3,97,1.3,0
"2020-07-19 04:30",0.0,,,,,,12.7,15.1,100,1013.4,78,2.2,0
"2020-07-19 04:41",0.0,,,,,,12.7,15.1,100,1013.4,69,1.5,0
"2020-07-19 04:50",0.0,,,,,,12.7,15.1,100,1013.4,93,1.7,0
"2020-07-19 05:00",0.0,,,,,,12.7,15.2,100,1013.4,269,1.4,0
"2020-07-19 05:11",0.0,,,,,,12.7,15.2,100,1013.4,71,1.9,0
"2020-07-19 05:20",0.0,,,,,,12.7,15.2,100,1013.3,112,1.5,0
"2020-07-19 05:31",0.0,,,,,,12.7,15.1,100,1013.3,70,1.3,0
"2020-07-19 05:40",0.0,,,,,,12.7,15.2,100,1013.4,122,2.3,0
"2020-07-19 05:50",0.0,,,,,,12.7,15.2,100,1013.4,88,1.8,0
"2020-07-19 06:00",0.0,,,,,,12.7,15.2,100,1013.4,76,1.5,0
"2020-07-19 06:10",0.0,,,,,,12.7,15.2,100,1013.3,117,1.4,0
"2020-07-19 06:21",0.0,,,,,,12.6,15.1,100,1013.5,121,1.4,0
"2020-07-19 06:30",0.0,,,,,,12.6,15.2,100,1013.5,91,1.6,0
"2020-07-19 06:40",0.0,,,,,,12.6,15.1,100,1013.5,81,1.4,0
"2020-07-19 06:50",0.0,,,,,,12.6,15.1,100,1013.5,121,1.1,1
"2020-07-19 07:00",0.0,,,,,,12.6,15.1,100,1013.5,195,1.5,3
"2020-07-19 07:11",0.0,,,,,,12.6,15.0,100,1013.6,102,1.5,8
"2020-07-19 07:20",0.0,,,,,,12.6,14.9,100,1013.6,88,1.0,12
"2020-07-19 07:31",0.0,,,,,,12.6,14.9,100,1013.8,54,1.2,21
"2020-07-19 07:40",0.0,,,,,,12.6,14.9,100,1013.8,84,0.9,20
"2020-07-19 07:50",0.0,,,,,,12.6,15.0,100,1013.8,173,1.2,9
"2020-07-19 08:01",0.0,,,,,,12.6,15.1,100,1013.9,20,0.9,16
"2020-07-19 08:10",0.0,,,,,,12.7,15.1,100,1013.9,309,1.2,35
"2020-07-19 08:21",0.0,,,,,,12.7,15.1,100,1014.0,121,0.6,69
"2020-07-19 08:30",0.0,,,,,,12.9,15.2,100,1014.0,115,0.8,107
"2020-07-19 08:40",0.0,,,,,,13.1,15.4,100,1014.1,344,0.6,132
"2020-07-19 08:51",0.0,,,,,,13.4,15.6,100,1014.1,180,0.0,166
"2020-07-19 09:00",0.0,,,,,,13.4,15.8,100,1014.0,180,0.0,166
"2020-07-19 09:11",0.0,,,,,,13.4,15.7,100,1014.1,180,0.0,156
"2020-07-19 09:20",0.0,,,,,,13.4,15.9,100,1014.1,180,0.0,175
"2020-07-19 09:30",0.0,,,,,,13.4,16.0,100,1014.0,180,0.0,189
"2020-07-19 09:40",0.0,,,,,,13.5,16.2,100,1013.9,180,0.0,219
"2020-07-19 09:50",0.0,,,,,,13.5,16.5,100,1013.8,180,0.0,252
"2020-07-19 10:01",0.0,,,,,,13.6,16.6,100,1013.8,180,0.0,284
"2020-07-19 10:10",0.0,,,,,,13.6,16.7,100,1013.7,180,0.0,262
"2020-07-19 10:20",0.0,,,,,,13.6,16.4,100,1013.7,180,0.0,284
"2020-07-19 10:30",0.0,,,,,,13.7,16.7,100,1013.6,180,0.0,275
"2020-07-19 10:40",0.0,,,,,,13.6,16.8,100,1013.6,180,0.0,251
"2020-07-19 10:51",0.0,,,,,,13.7,17.0,100,1013.6,180,0.0,258
"2020-07-19 11:00",0.0,,,,,,13.7,16.9,99,1013.5,180,0.0,256
"2020-07-19 11:11",0.0,,,,,,13.8,16.8,98,1013.4,180,0.0,271
"2020-07-19 11:20",0.0,,,,,,13.8,17.0,99,1013.4,180,0.0,279
"2020-07-19 11:30",0.0,,,,,,13.9,17.1,98,1013.2,180,0.0,276
"2020-07-19 11:41",0.0,,,,,,14.0,17.2,98,1013.2,180,0.0,272
"2020-07-19 11:50",0.0,,,,,,14.2,17.5,98,1013.1,180,0.0,286
"2020-07-19 12:01",0.0,,,,,,14.3,17.1,96,1012.9,180,0.0,295
"2020-07-19 12:10",0.0,,,,,,14.4,16.2,99,1012.9,180,0.0,305
"2020-07-19 12:20",0.0,,,,,,14.4,15.8,100,1012.8,180,0.0,322
"2020-07-19 12:31",0.0,,,,,,14.4,15.8,100,1012.8,180,0.0,351
"2020-07-19 12:40",0.0,,,,,,14.4,15.8,100,1012.6,180,0.0,381
"2020-07-19 12:51",0.0,,,,,,14.4,16.2,100,1012.4,180,0.0,393
"2020-07-19 13:00",0.0,,,,,,14.4,16.9,100,1012.2,180,0.0,386
"2020-07-19 13:10",0.0,,,,,,14.4,16.7,100,1012.1,180,0.0,398
"2020-07-19 13:20",0.0,,,,,,14.4,17.2,100,1012.0,180,0.0,362
"2020-07-19 13:30",0.0,,,,,,14.4,17.1,98,1011.9,180,0.0,377
"2020-07-19 13:41",0.0,,,,,,14.4,17.2,98,1011.8,180,0.0,396
"2020-07-19 13:50",0.0,,,,,,14.4,16.9,96,1011.6,180,0.0,495
"2020-07-19 14:00",0.0,,,,,,14.4,16.9,99,1011.5,180,0.0,575
"2020-07-19 14:10",0.0,,,,,,14.4,17.2,100,1011.3,180,0.0,569
"2020-07-19 14:20",0.0,,,,,,14.4,17.1,98,1011.2,180,0.0,647
"2020-07-19 14:31",0.0,,,,,,14.4,17.2,98,1011.1,180,0.0,653
"2020-07-19 14:40",0.0,,,,,,14.4,17.4,97,1011.0,180,0.0,633
