Fecha,"Imarpe Callao - Precipitación Acumulada - Val (mm)","Imarpe Callao - Temperatura de Agua - Val (ºC)","Imarpe Callao - Conductividad - Val (mS/cm)","Imarpe Callao - Presion - Val (dbar)","Imarpe Callao - Oxigeno Disuelto - Val (ml/l)","Imarpe Callao - Salinidad - Val (PSU)","Imarpe Callao - Batería - Val (V)","Imarpe Callao - Temperatura Med - Val (ºC)","Imarpe Callao - Humedad Relativa - Val (%)","Imarpe Callao - Presion Atmosférica - Val (hPa)","Imarpe Callao - Direccion de Viento - Val (º)","Imarpe Callao - Velocidad de Viento - Val (m/s)","Imarpe Callao - Radiación Solar - Val (W/m2)"
"2021-05-04 04:01",0.0,,,,,,12.6,,100,1013.9,180,0.0,172
"2021-05-04 04:21",0.0,,,,,,12.6,,100,1013.7,180,0.0,167
"2021-05-04 04:32",0.0,,,,,,12.6,,100,1013.6,180,0.0,150
"2021-05-04 04:52",0.0,,,,,,12.6,,100,1013.8,180,0.0,118
"2021-05-04 06:22",0.0,,,,,,12.5,,100,1014.0,180,0.0,37
"2021-05-04 06:30",0.0,,,,,,12.5,,100,1014.1,180,0.0,24
"2021-05-04 09:41",0.0,,,,,,12.5,,100,1014.9,180,0.0,0
"2021-05-04 10:01",0.0,,,,,,12.5,,100,1015.0,180,0.0,0
"2021-05-04 10:21",0.0,,,,,,12.5,,100,1015.3,180,0.0,0
"2021-05-04 10:42",0.0,,,,,,12.5,,100,1015.4,180,0.0,0
"2021-05-04 10:52",0.0,,,,,,12.5,,100,1015.5,180,0.0,0
"2021-05-04 11:12",0.0,,,,,,12.5,,100,1015.5,180,0.0,0
"2021-05-04 11:32",0.0,,,,,,12.5,,100,1015.6,180,0.0,0
"2021-05-04 14:02",0.0,,,,,,12.5,,100,1014.9,180,0.0,0
"2021-05-04 14:22",0.0,,,,,,12.5,,100,1014.8,180,0.0,0
"2021-05-04 16:32",0.0,,,,,,12.5,,100,1014.7,180,0.0,0
"2021-05-04 17:11",0.0,,,,,,12.5,,100,1014.7,180,0.0,0
"2021-05-04 17:31",0.0,,,,,,12.5,,100,1014.8,180,0.0,0
"2021-05-04 17:51",0.0,,,,,,12.5,,100,1014.9,180,0.0,0
"2021-05-04 18:11",0.0,,,,,,12.4,,100,1015.0,180,0.0,0
"2021-05-04 18:30",0.0,,,,,,12.4,,100,1015.3,180,0.0,0
"2021-05-04 18:50",0.0,,,,,,12.4,,100,1015.4,180,0.0,0
"2021-05-04 20:42",0.0,,,,,,12.4,,100,1016.0,180,0.0,19
"2021-05-04 23:32",0.0,,,,,,12.4,,100,1016.2,180,0.0,205
"2021-05-05 01:52",0.0,,,,,,12.4,,99,1014.7,180,0.0,330
"2021-05-05 04:00",0.0,,,,,,12.4,,100,1013.6,180,0.0,306
"2021-05-05 04:10",0.0,,,,,,12.4,,100,1013.6,180,0.0,339
"2021-05-05 04:20",0.0,,,,,,12.4,,100,1013.6,180,0.0,305
"2021-05-05 04:30",0.0,,,,,,12.4,,100,1013.5,180,0.0,279
"2021-05-05 04:42",0.0,,,,,,12.4,,100,1013.5,180,0.0,258
"2021-05-05 04:50",0.0,,,,,,12.4,,100,1013.6,180,0.0,241
"2021-05-05 05:00",0.0,,,,,,12.4,,100,1013.5,180,0.0,211
"2021-05-05 05:10",0.0,,,,,,12.4,,100,1013.6,180,0.0,214
"2021-05-05 05:20",0.0,,,,,,12.4,,100,1013.7,180,0.0,199
"2021-05-05 05:30",0.0,,,,,,12.4,,100,1013.6,180,0.0,213
"2021-05-05 05:40",0.0,,,,,,12.4,,100,1013.6,180,0.0,220
"2021-05-05 05:50",0.0,,,,,,12.4,,100,1013.5,180,0.0,199
"2021-05-05 06:00",0.0,,,,,,12.4,,100,1013.6,180,0.0,165
"2021-05-05 06:10",0.0,,,,,,12.4,,100,1013.6,180,0.0,138
"2021-05-05 06:20",0.0,,,,,,12.4,,100,1013.7,180,0.0,104
