Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CASAGRANDE
Departamento :,LA LIBERTAD,Provincia :,ASCOPE,Distrito :,CASAGRANDE
Latitud :,7°45'1.11'',Longitud :,79°11'19.3'',Altitud :,142 msnm.
Tipo :,EMA - Meteorológica,Código :,472D30C8
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2026/01/01,00:00,19.3,0.0,86,318,0.2
2026/01/01,01:00,19.0,0.0,87,295,0.2
2026/01/01,02:00,18.5,0.0,90,288,0.1
2026/01/01,03:00,18.0,0.0,93,318,0.1
2026/01/01,04:00,17.8,0.0,95,283,0.2
2026/01/01,05:00,17.8,0.0,95,196,0.0
2026/01/01,06:00,17.8,0.0,95,244,0.0
2026/01/01,07:00,17.9,0.0,94,210,0.0
2026/01/01,08:00,19.2,0.0,90,289,0.7
2026/01/01,09:00,21.6,0.0,79,240,1.6
2026/01/01,10:00,23.7,0.0,69,249,1.9
2026/01/01,11:00,25.4,0.0,62,238,2.2
2026/01/01,12:00,26.8,0.0,59,232,1.8
2026/01/01,13:00,27.0,0.0,57,217,2.8
2026/01/01,14:00,26.3,0.0,59,242,2.3
2026/01/01,15:00,25.8,0.0,58,223,2.0
2026/01/01,16:00,22.5,0.0,71,241,2.0
2026/01/01,17:00,21.6,0.0,78,217,1.2
2026/01/01,18:00,21.5,0.0,76,210,0.8
2026/01/01,19:00,20.8,0.0,80,256,0.1
2026/01/01,20:00,20.3,0.0,82,250,0.1
2026/01/01,21:00,19.9,0.0,85,253,0.0
2026/01/01,22:00,19.9,0.0,85,208,0.0
2026/01/01,23:00,19.7,0.0,86,269,0.1
2026/01/02,00:00,19.1,0.0,89,262,0.2
2026/01/02,01:00,18.8,0.0,92,292,0.1
2026/01/02,02:00,18.7,0.0,94,296,0.0
2026/01/02,03:00,18.6,0.0,95,183,0.0
2026/01/02,04:00,18.6,0.0,95,268,0.1
2026/01/02,05:00,18.5,0.0,95,237,0.3
2026/01/02,06:00,18.3,0.0,97,300,0.0
2026/01/02,07:00,18.3,0.0,97,243,0.0
2026/01/02,08:00,20.1,0.0,89,241,0.2
2026/01/02,09:00,22.1,0.0,79,256,0.9
2026/01/02,10:00,24.3,0.0,69,227,2.0
2026/01/02,11:00,25.5,0.0,64,238,2.1
2026/01/02,12:00,26.3,0.0,59,235,2.9
2026/01/02,13:00,26.9,0.0,57,230,2.7
2026/01/02,14:00,27.1,0.0,56,223,2.7
2026/01/02,15:00,27.1,0.0,54,227,2.6
2026/01/02,16:00,27.1,0.0,52,233,2.6
2026/01/02,17:00,25.0,0.0,60,229,2.3
2026/01/02,18:00,23.2,0.0,67,238,2.0
2026/01/02,19:00,21.9,0.0,74,214,0.4
2026/01/02,20:00,21.0,0.0,80,255,1.0
2026/01/02,21:00,20.5,0.0,83,230,0.2
2026/01/02,22:00,20.3,0.0,83,248,0.2
2026/01/02,23:00,20.1,0.0,85,294,0.1
2026/01/03,00:00,19.8,0.0,88,278,0.4
2026/01/03,01:00,19.4,0.0,91,298,0.2
2026/01/03,02:00,19.1,0.0,93,301,0.2
2026/01/03,03:00,18.9,0.0,94,308,0.4
2026/01/03,04:00,18.7,0.0,95,116,0.0
2026/01/03,05:00,18.9,0.0,94,312,0.5
2026/01/03,06:00,18.5,0.0,96,238,0.6
2026/01/03,07:00,18.4,0.0,98,240,0.0
2026/01/03,08:00,18.7,0.0,96,307,0.1
2026/01/03,09:00,19.7,0.0,92,249,0.3
2026/01/03,10:00,21.4,0.0,83,262,0.0
2026/01/03,11:00,23.0,0.0,76,345,0.2
2026/01/03,12:00,24.4,0.0,70,211,0.8
2026/01/03,13:00,25.4,0.0,66,227,1.8
2026/01/03,14:00,26.1,0.0,63,224,1.9
2026/01/03,15:00,26.2,0.0,62,224,2.6
2026/01/03,16:00,25.0,0.0,64,237,2.6
2026/01/03,17:00,24.7,0.0,63,240,2.0
2026/01/03,18:00,23.6,0.0,67,246,1.7
2026/01/03,19:00,21.7,0.0,76,254,1.9
2026/01/03,20:00,20.7,0.0,81,254,0.3
2026/01/03,21:00,20.1,0.0,85,265,1.3
2026/01/03,22:00,19.4,0.0,91,263,0.9
2026/01/03,23:00,18.9,0.0,94,278,0.5
2026/01/04,00:00,18.8,0.0,95,315,0.2
2026/01/04,01:00,19.1,0.0,93,292,0.0
2026/01/04,02:00,19.0,0.0,93,291,0.0
2026/01/04,03:00,19.1,0.0,93,233,0.0
2026/01/04,04:00,18.7,0.0,94,284,0.0
2026/01/04,05:00,18.6,0.0,94,295,0.0
2026/01/04,06:00,18.5,0.0,95,267,0.0
2026/01/04,07:00,18.1,0.0,96,248,1.2
2026/01/04,08:00,18.1,0.0,97,265,0.7
2026/01/04,09:00,19.6,0.0,90,206,0.7
2026/01/04,10:00,22.2,0.0,79,229,1.1
2026/01/04,11:00,24.4,0.0,69,247,1.6
2026/01/04,12:00,26.2,0.0,63,239,2.1
2026/01/04,13:00,26.9,0.0,61,238,2.9
2026/01/04,14:00,26.7,0.0,59,230,2.9
2026/01/04,15:00,26.7,0.0,59,230,2.9
2026/01/04,16:00,24.6,0.0,64,244,2.4
2026/01/04,17:00,23.1,0.0,68,238,2.2
2026/01/04,18:00,22.1,0.0,73,242,1.6
2026/01/04,19:00,21.3,0.0,78,248,1.1
2026/01/04,20:00,20.9,0.0,80,239,0.5
2026/01/04,21:00,20.5,0.0,82,287,0.1
2026/01/04,22:00,19.8,0.0,85,262,0.0
2026/01/04,23:00,19.3,0.0,89,296,0.6
2026/01/05,00:00,19.1,0.0,91,311,0.0
2026/01/05,01:00,19.2,0.0,91,273,0.3
2026/01/05,02:00,19.0,0.0,91,304,0.0
2026/01/05,03:00,19.2,0.0,93,274,0.1
2026/01/05,04:00,19.2,0.0,94,296,0.2
2026/01/05,05:00,19.1,0.0,96,258,0.1
2026/01/05,06:00,18.9,0.0,97,227,0.0
2026/01/05,07:00,18.8,0.0,97,166,0.0
2026/01/05,08:00,19.8,0.0,94,164,0.0
2026/01/05,09:00,21.3,0.0,86,220,0.4
2026/01/05,10:00,23.3,0.0,76,251,1.4
2026/01/05,11:00,24.9,0.0,69,222,1.6
2026/01/05,12:00,25.9,0.0,63,224,1.9
2026/01/05,13:00,26.1,0.0,61,236,1.9
2026/01/05,14:00,25.7,0.0,60,235,1.8
2026/01/05,15:00,25.2,0.0,61,239,1.7
2026/01/05,16:00,23.9,0.0,66,247,2.1
2026/01/05,17:00,22.5,0.0,68,244,1.8
2026/01/05,18:00,21.0,0.0,80,248,1.6
2026/01/05,19:00,20.3,0.0,84,254,2.0
2026/01/05,20:00,19.7,0.0,89,244,0.6
2026/01/05,21:00,19.4,S/D,91,118,0.0
2026/01/05,22:00,19.2,S/D,92,S/D,S/D
2026/01/05,23:00,18.9,0.0,93,281,0.4
2026/01/06,00:00,18.5,0.0,95,265,0.0
2026/01/06,01:00,18.1,0.0,96,331,0.0
2026/01/06,02:00,17.6,0.0,97,133,0.1
2026/01/06,03:00,16.9,0.0,97,312,0.0
2026/01/06,04:00,17.0,0.0,97,259,0.0
2026/01/06,05:00,17.8,0.0,95,256,0.1
2026/01/06,06:00,17.1,0.0,97,147,0.0
2026/01/06,07:00,17.0,0.0,99,89,0.0
2026/01/06,08:00,19.9,0.0,89,201,0.1
2026/01/06,09:00,20.9,0.0,84,246,1.2
2026/01/06,10:00,22.9,0.0,75,223,2.2
2026/01/06,11:00,25.7,0.0,61,225,2.2
2026/01/06,12:00,26.5,0.0,57,235,2.6
2026/01/06,13:00,26.7,0.0,56,246,2.5
2026/01/06,14:00,27.5,0.0,52,242,3.3
2026/01/06,15:00,27.0,0.0,54,223,2.6
2026/01/06,16:00,26.5,0.0,54,219,2.4
2026/01/06,17:00,25.9,0.0,54,237,2.4
2026/01/06,18:00,24.4,0.0,59,250,1.9
2026/01/06,19:00,21.9,0.0,73,236,1.2
2026/01/06,20:00,20.5,0.0,83,254,0.5
2026/01/06,21:00,20.0,0.0,86,241,0.0
2026/01/06,22:00,19.6,3.6,89,232,0.0
2026/01/07,00:00,18.6,0.0,94,290,0.5
2026/01/07,01:00,18.4,0.0,96,312,0.0
2026/01/07,02:00,18.1,0.0,97,312,0.0
2026/01/07,03:00,17.8,0.0,97,61,0.0
2026/01/07,04:00,17.4,0.0,97,264,0.0
2026/01/07,05:00,16.5,0.0,97,149,0.0
2026/01/07,06:00,16.7,0.0,98,152,0.0
2026/01/07,07:00,16.9,0.0,98,261,0.1
2026/01/07,08:00,17.7,0.0,97,244,0.5
2026/01/07,09:00,20.7,0.0,86,247,0.3
2026/01/07,10:00,24.2,0.0,67,255,1.1
2026/01/07,11:00,26.2,0.0,58,239,2.0
2026/01/07,12:00,27.8,0.0,51,237,2.9
2026/01/07,13:00,27.6,0.0,53,239,3.2
2026/01/07,14:00,27.5,0.0,54,228,3.4
2026/01/07,15:00,27.5,0.0,50,221,2.5
2026/01/07,16:00,26.9,0.0,52,234,3.3
2026/01/07,17:00,25.6,0.0,58,204,2.5
2026/01/07,18:00,24.5,0.0,62,226,1.7
2026/01/07,19:00,22.5,0.0,70,220,0.3
2026/01/07,20:00,20.9,0.0,78,212,0.1
2026/01/07,21:00,20.4,0.0,82,269,0.1
2026/01/07,23:00,19.5,0.0,87,314,0.0
2026/01/08,00:00,19.4,0.0,87,303,0.0
2026/01/08,01:00,19.1,0.0,91,295,0.7
2026/01/08,02:00,18.9,0.0,95,312,0.6
2026/01/08,03:00,18.5,0.0,97,303,0.2
2026/01/08,04:00,18.4,0.0,98,155,0.0
2026/01/08,05:00,18.0,0.0,97,281,0.0
