Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CASAGRANDE
Departamento :,LA LIBERTAD,Provincia :,ASCOPE,Distrito :,CASAGRANDE
Latitud :,7°45'1.11'',Longitud :,79°11'19.3'',Altitud :,142 msnm.
Tipo :,EMA - Meteorológica,Código :,472D30C8
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/08/01,00:00,17.4,0.0,91,222,0.0
2025/08/01,01:00,17.5,0.0,91,279,0.0
2025/08/01,02:00,17.4,0.0,92,229,0.0
2025/08/01,03:00,17.3,0.0,93,247,0.3
2025/08/01,04:00,17.2,0.0,94,202,1.4
2025/08/01,05:00,16.9,0.0,95,188,1.9
2025/08/01,06:00,16.8,0.0,96,194,1.2
2025/08/01,07:00,16.7,0.0,96,204,1.1
2025/08/01,08:00,16.7,0.0,95,196,1.9
2025/08/01,09:00,17.0,0.0,94,197,1.4
2025/08/01,10:00,18.1,0.0,89,186,1.4
2025/08/01,11:00,19.6,0.0,80,347,0.8
2025/08/01,12:00,22.0,0.0,72,194,1.3
2025/08/01,13:00,23.7,0.0,67,259,3.3
2025/08/01,14:00,24.0,0.0,67,236,3.1
2025/08/01,15:00,22.9,0.0,68,236,3.0
2025/08/01,16:00,21.3,0.0,72,233,2.4
2025/08/01,17:00,19.7,0.0,77,235,1.6
2025/08/01,18:00,18.3,0.0,81,230,1.7
2025/08/01,19:00,17.4,0.0,86,233,0.8
2025/08/01,20:00,17.2,0.0,87,247,1.1
2025/08/01,21:00,17.1,0.0,88,251,1.5
2025/08/01,22:00,17.3,0.0,88,199,1.6
2025/08/01,23:00,17.4,0.0,88,195,2.3
2025/08/02,00:00,17.4,0.0,88,197,1.3
2025/08/02,01:00,17.3,0.0,88,196,1.9
2025/08/02,02:00,17.3,0.0,88,199,1.8
2025/08/02,03:00,17.2,0.0,88,193,1.2
2025/08/02,04:00,17.1,0.0,88,251,0.4
2025/08/02,05:00,17.0,0.0,90,270,0.1
2025/08/02,06:00,16.9,0.0,90,203,0.4
2025/08/02,07:00,16.9,0.0,90,188,0.3
2025/08/02,08:00,17.2,0.0,89,256,0.9
2025/08/02,09:00,17.8,0.0,87,263,0.9
2025/08/02,10:00,18.3,0.0,84,244,0.4
2025/08/02,11:00,18.3,0.0,84,236,1.4
2025/08/02,12:00,17.9,0.0,84,239,1.5
2025/08/02,13:00,17.9,0.0,85,228,1.7
2025/08/02,14:00,18.0,0.0,84,237,1.4
2025/08/02,15:00,18.3,0.0,82,213,1.2
2025/08/02,16:00,18.5,0.0,80,241,1.0
2025/08/02,17:00,18.5,0.0,79,240,0.8
2025/08/02,18:00,18.5,0.0,79,237,1.0
2025/08/02,19:00,17.9,0.0,82,242,0.5
2025/08/02,20:00,17.4,0.0,84,214,0.2
2025/08/02,21:00,17.1,0.0,84,200,0.3
2025/08/02,22:00,17.0,0.0,86,273,0.2
2025/08/02,23:00,16.9,0.0,86,199,0.7
2025/08/03,00:00,16.9,0.0,86,228,0.2
